Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,F1_Real,F1_Imag,F2_Real,F2_Imag,F3_Real,F3_Imag,F4_Real,F4_Imag,F5_Real,F5_Imag,F6_Real,F6_Imag,F7_Real,F7_Imag,F8_Real,F8_Imag,F9_Real,F9_Imag,F10_Real,F10_Imag,F11_Real,F11_Imag,F12_Real,F12_Imag
3728476759.980000,0.166001,0.034172,0.001624,0.165851,0.030972,0.001629,0.179130,0.032281,0.001762,0.170338,0.032428,0.001672,0.106938,0.017981,0.001054,0.111453,0.024236,0.001088,0.104547,0.025788,0.001013,0.107515,0.022358,0.001052,-0.000083,0.000108,3728476759.980000,-18.862801,-66.979370,-48.550766,49.783386,68.071907,17.335440,-18.908030,-67.178963,-1.236485,-4.752917,-3.558901,3.507884,4.836171,1.333079,-1.252848,-4.814565,51.999920,0.000108,3728476759.980000,-18.965081,-66.925775,-48.454593,49.846975,68.080364,17.209936,-19.014157,-67.125488,-1.241271,-4.750757,-3.554222,3.510902,4.836272,1.327837,-1.257629,-4.812169,52.000003,-0.000000,0.728580,-1.183084,2.562458,-2.349013,0.616105,-0.311915,4.065104,-0.787558,0.342898,0.026566,3.214130,1.198794,0.277697,0.200429,0.633429,0.803747,0.131022,0.314617,0.269716,2.357763,-0.051523,0.333769,-0.839307,1.826496
3728476760.000000,0.165108,0.033364,0.001617,0.163618,0.030092,0.001608,0.180372,0.033984,0.001771,0.169727,0.032473,0.001666,0.104619,0.016967,0.001032,0.107472,0.023799,0.001048,0.104808,0.026315,0.001014,0.105428,0.021753,0.001031,-0.000045,0.000549,3728476760.000000,-1.613574,-69.565704,-59.405003,36.145966,61.622749,33.720421,-1.607677,-69.770660,-0.015737,-4.911063,-4.319371,2.512776,4.352719,2.493929,-0.016244,-4.974856,51.999958,0.000545,3728476760.000000,-1.725467,-69.539803,-59.328949,36.230541,61.661420,33.599808,-1.723328,-69.745237,-0.020802,-4.910211,-4.315708,2.516702,4.354101,2.488858,-0.021371,-4.973755,52.000003,-0.000004,0.068471,-1.387744,0.259865,-3.466466,0.066678,-0.687356,0.507219,-4.109536,0.048059,-0.340549,0.575141,-3.381603,0.063096,-0.336591,0.215539,-1.000428,0.078932,-0.331556,0.617181,-2.291581,0.092905,-0.324704,0.603732,-1.917314
3728476760.020000,0.163323,0.032653,0.001600,0.161829,0.031312,0.001587,0.183114,0.032896,0.001801,0.169500,0.032496,0.001663,0.104502,0.015095,0.001034,0.108430,0.022661,0.001060,0.104746,0.025590,0.001016,0.105766,0.020942,0.001037,0.000051,0.001677,3728476760.020000,15.736305,-67.781319,-66.528053,20.238356,51.298973,47.986721,15.793911,-67.978493,1.206098,-4.760594,-4.808549,1.359552,3.595739,3.498040,1.221494,-4.822562,52.000050,0.001672,3728476760.020000,15.622734,-67.784276,-66.475027,20.337573,51.368418,47.878501,15.675727,-67.982577,1.200994,-4.761120,-4.806016,1.364340,3.598369,3.493493,1.216239,-4.822816,51.999999,-0.000005,-0.608559,-1.249104,-2.183491,-2.704850,-0.544631,-0.424651,-3.751656,-1.752290,-0.336934,-0.069290,-3.429408,0.068416,-0.331345,0.086241,-0.908160,0.471598,-0.258726,0.221764,-1.417357,1.903439,-0.132855,0.310488,-0.358750,1.977860
3728476760.040000,0.162384,0.032851,0.001590,0.162553,0.032804,0.001592,0.184014,0.031268,0.001813,0.169704,0.032443,0.001665,0.105458,0.015753,0.001043,0.111133,0.022704,0.001088,0.103812,0.025433,0.001006,0.106783,0.021661,0.001046,0.000051,0.000432,3728476760.040000,32.098000,-61.738724,-69.471825,3.057493,37.752453,59.236286,32.203362,-61.914940,2.352192,-4.311099,-4.995604,0.120879,2.612871,4.282342,2.382505,-4.367295,52.000050,0.000428,3728476760.040000,31.989285,-61.769390,-69.444089,3.167037,37.847958,59.149245,32.089788,-61.948390,2.347326,-4.312869,-4.994335,0.126285,2.616513,4.278622,2.377422,-4.368837,51.999998,-0.000004,-1.135049,-0.801406,-3.443273,-0.477063,-0.650378,0.232308,-2.825815,3.026584,-0.090334,0.331915,0.709767,3.356108,0.219091,0.263036,0.942244,0.399211,0.339681,-0.027377,2.018506,-1.247990,0.170682,-0.291328,0.107968,-2.007200
3728476760.060000,0.162884,0.033265,0.001594,0.166510,0.033075,0.001632,0.182812,0.030744,0.001802,0.170762,0.032406,0.001676,0.107023,0.016139,0.001058,0.110172,0.023918,0.001075,0.105074,0.025539,0.001019,0.107350,0.021949,0.001051,0.000065,-0.001432,3728476760.060000,46.443718,-51.816467,-68.049278,-14.317955,21.835604,66.763680,46.589794,-51.960667,3.350488,-3.590657,-4.868785,-1.125225,1.465744,4.797608,3.393780,-3.637572,52.000061,-0.001439,3728476760.060000,46.345634,-51.873189,-68.050042,-14.202206,21.949116,66.703720,46.487561,-52.021834,3.346148,-3.593619,-4.868828,-1.119721,1.470257,4.794888,3.389212,-3.640337,51.999996,-0.000006,-1.380707,-0.155433,-2.836584,2.009358,-0.152349,0.673592,2.005261,3.622773,0.325573,0.110968,3.163766,-1.326292,0.144752,-0.310197,-0.292970,-0.980489,-0.290873,-0.177546,-2.336220,0.417334,-0.205898,0.267672,0.144495,2.004959
3728476760.080000,0.163654,0.033506,0.001602,0.168417,0.032141,0.001653,0.180303,0.030168,0.001777,0.170827,0.032084,0.001678,0.106870,0.015576,0.001057,0.112393,0.024041,0.001098,0.105929,0.026948,0.001024,0.108275,0.022145,0.001060,-0.000024,-0.001245,3728476760.080000,57.871094,-38.638206,-62.349709,-30.792105,4.547568,70.096138,58.048069,-38.741714,4.138173,-2.644609,-4.435970,-2.300765,0.226558,5.011471,4.191817,-2.679274,51.999973,-0.001250,3728476760.080000,57.789773,-38.717871,-62.380472,-30.679141,4.670737,70.066807,57.964397,-38.826585,4.134730,-2.648570,-4.437427,-2.295342,0.231629,5.009887,4.188048,-2.683121,51.999998,-0.000006,-1.284811,0.528992,-0.692282,3.406534,0.487094,0.489588,4.065116,-0.787630,0.131176,-0.318000,-1.895682,-2.859232,-0.342387,0.001102,-0.568762,0.850842,0.130988,0.314560,2.325749,0.471909,0.237792,-0.239749,-0.394684,-1.971049
3728476760.100000,0.165271,0.034004,0.001617,0.165511,0.030256,0.001627,0.178457,0.030878,0.001757,0.169776,0.031794,0.001667,0.103419,0.015545,0.001022,0.112503,0.023024,0.001101,0.102551,0.027660,0.000987,0.105988,0.021868,0.001037,-0.000089,-0.000494,3728476760.100000,65.662582,-23.031677,-52.733463,-45.328518,-13.026396,69.025307,65.858665,-23.089151,4.665817,-1.532555,-3.724394,-3.331644,-1.026692,4.910445,4.726394,-1.552741,51.999912,-0.000496,3728476760.100000,65.602945,-23.129964,-52.791169,-45.228978,-12.901088,69.026779,65.799154,-23.191562,4.663523,-1.537085,-3.727202,-3.326775,-1.021560,4.910098,4.723749,-1.557301,52.000002,-0.000002,-0.871015,1.082505,1.827312,2.957145,0.674281,-0.148990,0.507093,-4.109579,-0.309125,-0.150801,-2.453531,2.397870,0.146785,0.309280,1.018114,-0.104204,0.078833,-0.331447,-1.988709,-1.294974,-0.265904,0.208030,0.638585,1.905930
3728476760.120000,0.166168,0.033200,0.001628,0.163111,0.029712,0.001604,0.179318,0.032351,0.001763,0.169580,0.031876,0.001665,0.104950,0.014646,0.001039,0.110538,0.022249,0.001083,0.103105,0.026548,0.000996,0.106054,0.021084,0.001039,-0.000008,0.000657,3728476760.120000,69.326988,-5.977650,-39.805023,-57.017796,-29.783707,63.617676,69.531662,-5.985442,4.900342,-0.323986,-2.778874,-4.153113,-2.215615,4.500781,4.964021,-0.328538,51.999992,0.000654,3728476760.120000,69.294160,-6.088479,-39.884554,-56.936974,-29.661876,63.649508,69.499444,-6.099281,4.899285,-0.329030,-2.782749,-4.149179,-2.210543,4.501790,4.962630,-0.333627,52.000001,-0.000003,-0.241770,1.368250,3.356398,0.904880,0.235544,-0.649145,-3.751727,-1.752299,-0.170082,0.298996,2.815389,1.960807,0.217411,-0.264394,-0.729129,-0.718043,-0.258663,0.221790,1.372211,1.936118,0.289898,-0.172996,-0.872284,-1.810882
3728476760.140000,0.164726,0.032352,0.001615,0.162094,0.030832,0.001591,0.182215,0.032639,0.001792,0.169716,0.031946,0.001667,0.105996,0.015535,0.001048,0.110891,0.022122,0.001087,0.105344,0.026147,0.001020,0.107335,0.021377,0.001052,0.000017,0.000984,3728476760.140000,68.635208,11.450163,-24.375551,-65.125832,-44.670494,54.211132,68.835693,11.494484,4.826977,0.904918,-1.658713,-4.713700,-3.265372,3.808306,4.889768,0.916342,52.000015,0.000980,3728476760.140000,68.631406,11.335640,-24.471597,-65.066904,-44.558711,54.273398,68.832764,11.376115,4.827173,0.899717,-1.663465,-4.710853,-3.260632,3.810640,4.889683,0.911004,51.999998,-0.000005,0.447254,1.315476,3.066091,-1.637975,-0.421874,-0.546696,-2.825851,3.026687,0.287687,0.188469,1.398274,-3.133059,-0.331865,-0.084190,-0.088505,1.019598,0.339650,-0.027406,-0.563098,-2.305348,-0.309345,0.135280,1.092315,1.687396
3728476760.160000,0.163497,0.032806,0.001601,0.161920,0.032550,0.001586,0.183916,0.031453,0.001812,0.169789,0.032181,0.001667,0.105457,0.015400,0.001043,0.111553,0.022752,0.001092,0.105745,0.026758,0.001023,0.107477,0.021623,0.001053,-0.000005,0.000464,3728476760.160000,63.631924,28.158661,-7.414073,-69.142586,-56.748978,41.397655,63.814648,28.252111,4.450301,2.076880,-0.434332,-4.978162,-4.109901,2.876616,4.508283,2.103595,51.999992,0.000461,3728476760.160000,63.656054,28.047520,-7.521267,-69.108246,-56.656061,41.487355,63.841106,28.136648,4.451780,2.071918,-0.439668,-4.976552,-4.105858,2.880048,4.509519,2.098395,51.999997,-0.000004,1.025760,0.937313,1.113832,-3.292982,-0.687699,0.063274,2.005287,3.622875,0.206142,-0.275132,-3.339463,-0.786271,0.065100,0.336081,0.842030,-0.581796,-0.290885,-0.177424,-0.325040,2.350866,0.323902,-0.095421,-1.295244,-1.537282
3728476760.180000,0.163483,0.032939,0.001601,0.164446,0.033055,0.001611,0.183822,0.030170,0.001813,0.170633,0.032218,0.001675,0.105690,0.015494,0.001045,0.111765,0.022697,0.001094,0.105579,0.027131,0.001020,0.107576,0.021830,0.001053,0.000028,-0.000674,3728476760.180000,54.629955,43.098686,10.015396,-68.814087,-65.260780,25.983953,54.783478,43.235020,3.793992,3.118374,0.817341,-4.929785,-4.696163,1.764169,3.843513,3.158673,52.000027,-0.000678,3728476760.180000,54.680877,42.997004,9.901277,-68.807384,-65.193894,26.094357,54.838168,43.129281,3.796661,3.113924,0.811762,-4.929557,-4.693088,1.768479,3.845998,3.153934,51.999999,-0.000004,1.350428,0.327192,-1.442273,-3.162860,-0.315018,0.614634,4.065242,-0.787598,-0.261779,-0.223057,-0.146642,3.427538,0.276461,-0.202033,-0.984931,-0.277924,0.131044,0.314537,1.167481,-2.066050,-0.333326,0.054118,1.477792,1.362690
3728476760.200000,0.163971,0.033630,0.001605,0.166614,0.031593,0.001636,0.181885,0.029712,0.001794,0.170896,0.031982,0.001678,0.105977,0.017230,0.001046,0.109089,0.024369,0.001063,0.103861,0.025700,0.001006,0.106098,0.021801,0.001038,0.000007,-0.000216,3728476760.200000,42.195580,55.330868,26.815159,-64.160080,-69.672096,8.938865,42.310009,55.500820,2.899335,3.963985,2.017532,-4.571760,-4.987289,0.540917,2.937288,4.015226,52.000008,-0.000218,3728476760.200000,42.270092,55.244512,26.701744,-64.183577,-69.635257,9.061160,42.389551,55.412003,2.902978,3.960269,2.012180,-4.572788,-4.985461,0.545794,2.940814,4.011300,52.000001,-0.000002,1.341012,-0.363873,-3.216502,-1.318380,0.349992,0.595257,0.507191,-4.109681,-0.239068,0.247312,3.394373,-0.498143,-0.300563,-0.164054,0.413628,0.936029,0.078842,-0.331461,-1.846036,1.491098,0.337567,-0.011941,-1.636866,-1.166764
3728476760.220000,0.164418,0.033647,0.001609,0.166003,0.030946,0.001631,0.179142,0.030123,0.001766,0.169936,0.031941,0.001669,0.105887,0.017203,0.001045,0.109949,0.024444,0.001072,0.105307,0.025073,0.001023,0.106910,0.021858,0.001046,-0.000077,0.000887,3728476760.220000,27.109539,64.086159,41.928307,-55.475838,-69.706612,-8.667047,27.178865,64.278999,1.822457,4.560480,3.091132,-3.926375,-4.965080,-0.716437,1.846432,4.619571,51.999924,0.000885,3728476760.220000,27.203472,64.020913,41.824845,-55.526952,-69.700810,-8.541383,27.277384,64.213043,1.826906,4.557789,3.086167,-3.928725,-4.964566,-0.711180,1.850860,4.616627,52.000001,-0.000002,0.999776,-0.964868,-3.247266,1.240813,0.690132,0.023351,-3.751767,-1.752387,0.231733,0.254105,-1.125466,-3.240762,-0.020412,0.341801,0.457577,-0.915426,-0.258635,0.221836,2.265387,-0.706787,-0.336389,-0.030423,1.770144,0.952395
3728476760.240000,0.164777,0.032107,0.001616,0.164119,0.030950,0.001611,0.179578,0.031833,0.001767,0.169593,0.032025,0.001665,0.105902,0.017371,0.001045,0.111682,0.023153,0.001092,0.106164,0.026089,0.001029,0.107911,0.022469,0.001055,0.000023,0.000462,3728476760.240000,10.319640,68.813789,54.406708,-43.306782,-65.362045,-25.730455,10.339660,69.018669,0.631065,4.870416,3.970475,-3.034173,-4.630956,-1.928728,0.639551,4.933653,52.000027,0.000460,3728476760.240000,10.427477,68.774942,54.320036,-43.380975,-65.386596,-25.606765,10.451225,68.979266,0.636041,4.868909,3.966239,-3.037806,-4.631730,-1.923460,0.644613,4.931867,52.000003,-0.000002,0.411282,-1.327130,-1.517672,3.127408,0.389482,-0.570129,-2.826048,3.026599,0.268089,-0.215306,-2.972293,1.712577,0.317967,-0.127055,-0.997001,0.230972,0.339641,-0.027395,-2.366499,-0.176746,0.329926,0.072400,-1.875552,-0.723060
3728476760.260000,0.165211,0.031291,0.001622,0.162284,0.031032,0.001593,0.182517,0.033176,0.001794,0.170088,0.032068,0.001670,0.106545,0.018019,0.001050,0.111489,0.022509,0.001092,0.105412,0.025699,0.001022,0.107761,0.022069,0.001055,0.000080,0.000721,3728476760.260000,-7.118317,69.217857,63.466862,-28.416618,-56.909279,-41.178806,-7.149847,69.421616,-0.600011,4.874362,4.600289,-1.951426,-4.005820,-3.019772,-0.607487,4.937688,52.000084,0.000719,3728476760.260000,-7.003848,69.207656,63.401849,-28.508816,-56.964183,-41.062995,-7.031640,69.411201,-0.594786,4.874111,4.597121,-1.956007,-4.007875,-3.014901,-0.602146,4.937237,52.000003,-0.000002,-0.278952,-1.361127,1.034527,3.318695,-0.272700,-0.634335,2.005163,3.623000,-0.198055,-0.281097,2.238936,2.598777,-0.250318,-0.233584,0.813516,0.620974,-0.290883,-0.177449,2.135207,1.035475,-0.318251,-0.113107,1.951409,0.482308
