Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,F1_Real,F1_Imag,F2_Real,F2_Imag,F3_Real,F3_Imag,F4_Real,F4_Imag,F5_Real,F5_Imag,F6_Real,F6_Imag,F7_Real,F7_Imag,F8_Real,F8_Imag,F9_Real,F9_Imag,F10_Real,F10_Imag,F11_Real,F11_Imag,F12_Real,F12_Imag
3728476570.980000,0.160232,0.035953,0.001561,0.159956,0.032476,0.001566,0.173938,0.033473,0.001707,0.164683,0.033772,0.001612,0.094357,0.012414,0.000935,0.102241,0.020891,0.001001,0.093300,0.017843,0.000916,0.096575,0.016987,0.000951,-0.000059,-0.000137,3728476570.980000,-1.551880,-69.573120,-59.443645,36.095993,61.596821,33.776829,-1.545638,-69.777748,-0.015226,-4.910571,-4.319550,2.512037,4.352043,2.494092,-0.015671,-4.974481,49.999947,-0.000138,3728476570.980000,-1.659897,-69.545609,-59.367766,36.177288,61.633743,33.660393,-1.657527,-69.751610,-0.019816,-4.909945,-4.316132,2.515833,4.353548,2.489661,-0.020396,-4.973619,50.000006,-0.000001,-0.066175,1.389117,-0.244078,3.458542,-0.065522,0.689894,-0.491264,4.127967,-0.048686,0.342178,-0.559700,3.391563,-0.063967,0.337070,-0.215618,1.003605,-0.079191,0.331283,-0.601376,2.298350,-0.091291,0.324377,-0.588335,1.924229
3728476571.000000,0.160782,0.034742,0.001570,0.157369,0.032821,0.001539,0.175165,0.034567,0.001717,0.164416,0.033791,0.001609,0.093448,0.012604,0.000926,0.102949,0.020811,0.001008,0.092879,0.018087,0.000911,0.096358,0.016997,0.000948,-0.000003,0.000563,3728476571.000000,-1.551273,-69.572342,-59.442871,36.097763,61.597191,33.777843,-1.545844,-69.777794,-0.015265,-4.910616,-4.319584,2.511996,4.352060,2.494071,-0.015676,-4.974495,50.000000,0.000558,3728476571.000000,-1.659893,-69.545660,-59.367767,36.177319,61.633788,33.660401,-1.657539,-69.751647,-0.019809,-4.909981,-4.316152,2.515826,4.353543,2.489655,-0.020390,-4.973632,50.000003,-0.000005,-0.066224,1.389140,-0.244082,3.458575,-0.065548,0.689875,-0.491252,4.127984,-0.048694,0.342118,-0.559648,3.391593,-0.063943,0.337095,-0.215638,1.003642,-0.079206,0.331244,-0.601376,2.298331,-0.091312,0.324353,-0.588294,1.924198
3728476571.020000,0.159474,0.034520,0.001557,0.157265,0.034339,0.001534,0.177654,0.034280,0.001743,0.164745,0.033983,0.001612,0.093960,0.011481,0.000933,0.102771,0.019548,0.001009,0.092910,0.017580,0.000912,0.096482,0.016084,0.000951,0.000033,0.000328,3728476571.020000,-1.552162,-69.572136,-59.443626,36.098549,61.596153,33.779327,-1.545637,-69.777924,-0.015249,-4.910578,-4.319535,2.511966,4.352051,2.494058,-0.015672,-4.974461,50.000031,0.000321,3728476571.020000,-1.659887,-69.545628,-59.367779,36.177296,61.633804,33.660384,-1.657536,-69.751638,-0.019826,-4.909998,-4.316155,2.515831,4.353559,2.489649,-0.020401,-4.973643,49.999998,-0.000007,-0.066198,1.389164,-0.244101,3.458598,-0.065512,0.689855,-0.491271,4.127926,-0.048706,0.342066,-0.559732,3.391623,-0.063915,0.337110,-0.215651,1.003687,-0.079190,0.331256,-0.601351,2.298350,-0.091279,0.324421,-0.588205,1.924247
3728476571.040000,0.158243,0.035100,0.001543,0.159076,0.035396,0.001551,0.177888,0.032568,0.001749,0.164996,0.033944,0.001614,0.093985,0.011809,0.000932,0.103710,0.019344,0.001019,0.093369,0.018056,0.000916,0.096966,0.016291,0.000956,0.000018,-0.000305,3728476571.040000,-1.553127,-69.572510,-59.444839,36.097961,61.594894,33.779099,-1.545443,-69.777893,-0.015255,-4.910600,-4.319548,2.511956,4.352043,2.494075,-0.015662,-4.974471,50.000015,-0.000310,3728476571.040000,-1.659875,-69.545620,-59.367780,36.177288,61.633791,33.660384,-1.657528,-69.751631,-0.019831,-4.910004,-4.316152,2.515869,4.353540,2.489638,-0.020414,-4.973644,49.999997,-0.000005,-0.066168,1.389167,-0.244081,3.458558,-0.065472,0.689837,-0.491248,4.127944,-0.048606,0.342090,-0.559938,3.391412,-0.063920,0.337088,-0.215697,1.003652,-0.079175,0.331239,-0.601394,2.298355,-0.091271,0.324377,-0.588313,1.924125
3728476571.060000,0.159731,0.035650,0.001557,0.160035,0.034800,0.001562,0.175041,0.031073,0.001722,0.164910,0.033737,0.001614,0.093816,0.011281,0.000931,0.103657,0.020447,0.001016,0.093575,0.017486,0.000919,0.096955,0.016329,0.000956,-0.000013,-0.000624,3728476571.060000,-1.552203,-69.572845,-59.444889,36.097065,61.594833,33.776997,-1.545471,-69.777718,-0.015281,-4.910580,-4.319597,2.511974,4.352015,2.494094,-0.015658,-4.974478,49.999989,-0.000628,3728476571.060000,-1.659917,-69.545552,-59.367781,36.177272,61.633766,33.660400,-1.657528,-69.751600,-0.019852,-4.910010,-4.316160,2.515847,4.353545,2.489657,-0.020409,-4.973649,50.000001,-0.000004,-0.066200,1.389161,-0.244090,3.458562,-0.065480,0.689869,-0.491284,4.127975,-0.048627,0.342145,-0.559709,3.391222,-0.063870,0.337074,-0.215620,1.003598,-0.079132,0.331272,-0.601352,2.298316,-0.091217,0.324392,-0.588165,1.924177
3728476571.080000,0.161133,0.035526,0.001571,0.159446,0.033037,0.001560,0.173146,0.032307,0.001701,0.164587,0.033626,0.001611,0.094996,0.011180,0.000943,0.102367,0.020462,0.001003,0.094063,0.017415,0.000924,0.097080,0.016341,0.000957,-0.000036,0.000148,3728476571.080000,-1.551211,-69.572800,-59.443775,36.096546,61.596352,33.776115,-1.545684,-69.777657,-0.015225,-4.910573,-4.319561,2.512022,4.351991,2.494104,-0.015653,-4.974472,49.999969,0.000147,3728476571.080000,-1.659946,-69.545570,-59.367793,36.177259,61.633796,33.660430,-1.657528,-69.751622,-0.019855,-4.910008,-4.316156,2.515838,4.353536,2.489647,-0.020409,-4.973642,50.000006,-0.000001,-0.066213,1.389147,-0.244079,3.458569,-0.065479,0.689894,-0.491301,4.127939,-0.048655,0.342123,-0.559561,3.391419,-0.063874,0.337141,-0.215669,1.003599,-0.079177,0.331312,-0.601361,2.298302,-0.091269,0.324389,-0.588217,1.924141
3728476571.100000,0.160256,0.034132,0.001566,0.157240,0.032209,0.001539,0.175299,0.034518,0.001718,0.164261,0.033453,0.001608,0.094452,0.011592,0.000937,0.101963,0.019718,0.001000,0.094150,0.017659,0.000925,0.096813,0.016342,0.000954,-0.000011,0.000405,3728476571.100000,-1.551532,-69.571815,-59.442516,36.097454,61.597134,33.777916,-1.545871,-69.777519,-0.015257,-4.910595,-4.319527,2.512019,4.352003,2.494118,-0.015666,-4.974476,49.999992,0.000401,3728476571.100000,-1.659879,-69.545564,-59.367777,36.177229,61.633811,33.660400,-1.657511,-69.751609,-0.019858,-4.910009,-4.316161,2.515843,4.353539,2.489653,-0.020409,-4.973646,50.000003,-0.000005,-0.066246,1.389135,-0.244123,3.458530,-0.065474,0.689858,-0.491272,4.127918,-0.048643,0.342114,-0.559516,3.391666,-0.063865,0.337172,-0.215668,1.003589,-0.079163,0.331366,-0.601344,2.298322,-0.091205,0.324358,-0.588173,1.924134
3728476571.120000,0.158548,0.033280,0.001550,0.156888,0.033667,0.001532,0.177846,0.034382,0.001745,0.164426,0.033590,0.001609,0.094630,0.010826,0.000940,0.101935,0.019256,0.001001,0.092717,0.017512,0.000910,0.096386,0.015975,0.000950,0.000021,0.000425,3728476571.120000,-1.552644,-69.571243,-59.443161,36.098392,61.596130,33.779461,-1.545791,-69.777626,-0.015254,-4.910564,-4.319512,2.512008,4.352029,2.494049,-0.015689,-4.974460,50.000019,0.000418,3728476571.120000,-1.659918,-69.545609,-59.367798,36.177242,61.633778,33.660376,-1.657526,-69.751619,-0.019868,-4.910016,-4.316165,2.515846,4.353536,2.489650,-0.020413,-4.973648,49.999998,-0.000006,-0.066239,1.389124,-0.244099,3.458539,-0.065457,0.689848,-0.491263,4.127939,-0.048578,0.342089,-0.559760,3.391737,-0.063905,0.337199,-0.215702,1.003553,-0.079188,0.331372,-0.601318,2.298308,-0.091196,0.324381,-0.588220,1.924002
3728476571.140000,0.157793,0.033619,0.001541,0.158779,0.034324,0.001550,0.176837,0.032098,0.001739,0.164498,0.033386,0.001610,0.096334,0.010946,0.000957,0.102506,0.019128,0.001007,0.092822,0.016838,0.000913,0.097176,0.015730,0.000959,0.000016,-0.000337,3728476571.140000,-1.553208,-69.571449,-59.444210,36.097614,61.594902,33.778389,-1.545687,-69.777496,-0.015175,-4.910595,-4.319532,2.511985,4.351997,2.494046,-0.015648,-4.974462,50.000011,-0.000344,3728476571.140000,-1.659889,-69.545592,-59.367811,36.177291,61.633757,33.660438,-1.657507,-69.751629,-0.019873,-4.910041,-4.316175,2.515852,4.353539,2.489654,-0.020414,-4.973662,49.999996,-0.000007,-0.066209,1.389122,-0.244101,3.458536,-0.065458,0.689885,-0.491223,4.127970,-0.048550,0.342221,-0.559749,3.391484,-0.063936,0.337158,-0.215714,1.003494,-0.079169,0.331381,-0.601336,2.298345,-0.091226,0.324390,-0.588256,1.924050
3728476571.160000,0.159048,0.034142,0.001553,0.160588,0.033230,0.001571,0.174007,0.031196,0.001712,0.164573,0.032934,0.001612,0.094984,0.010641,0.000944,0.102396,0.020226,0.001004,0.093417,0.017455,0.000918,0.096883,0.016237,0.000955,0.000001,-0.000260,3728476571.160000,-1.552417,-69.571823,-59.444279,36.096016,61.595299,33.776390,-1.545596,-69.777184,-0.015236,-4.910585,-4.319554,2.512009,4.352018,2.494083,-0.015664,-4.974483,50.000000,-0.000266,3728476571.160000,-1.659903,-69.545584,-59.367776,36.177328,61.633793,33.660413,-1.657542,-69.751629,-0.019869,-4.910046,-4.316158,2.515835,4.353545,2.489654,-0.020412,-4.973658,49.999999,-0.000007,-0.066254,1.389082,-0.244183,3.458539,-0.065482,0.689868,-0.491252,4.127926,-0.048682,0.342268,-0.559516,3.391363,-0.063890,0.337144,-0.215726,1.003534,-0.079142,0.331455,-0.601326,2.298377,-0.091225,0.324398,-0.588208,1.924142
