eTestType,0,,,,,
F0,52,,,,,
Xm,70.000000,70.000000,70.000000,5.000000,5.000000,5.000000
Fin,52.000000,52.000000,52.000000,52.000000,52.000000,52.000000
Ps,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
Fh,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
Ph,104.000000,104.000000,104.000000,104.000000,104.000000,104.000000
Kh,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
Fa,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000
Ka,156.000000,156.000000,156.000000,156.000000,156.000000,156.000000
Fx,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
Kx,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000
Rf,208.000000,208.000000,208.000000,208.000000,208.000000,208.000000
KaS,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
KxS,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
KfS,260.000000,260.000000,260.000000,260.000000,260.000000,260.000000
KrS,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000
,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
,364.000000,364.000000,364.000000,364.000000,364.000000,364.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000
,416.000000,416.000000,416.000000,416.000000,416.000000,416.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
,468.000000,468.000000,468.000000,468.000000,468.000000,468.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.015000,0.015000,0.015000,0.015000,0.015000,0.015000
,520.000000,520.000000,520.000000,520.000000,520.000000,520.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.035000,0.035000,0.035000,0.035000,0.035000,0.035000
,624.000000,624.000000,624.000000,624.000000,624.000000,624.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
,676.000000,676.000000,676.000000,676.000000,676.000000,676.000000
,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
,0.030000,0.030000,0.030000,0.030000,0.030000,0.030000
,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
