Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,F1_Real,F1_Imag,F2_Real,F2_Imag,F3_Real,F3_Imag,F4_Real,F4_Imag,F5_Real,F5_Imag,F6_Real,F6_Imag,F7_Real,F7_Imag,F8_Real,F8_Imag,F9_Real,F9_Imag,F10_Real,F10_Imag,F11_Real,F11_Imag,F12_Real,F12_Imag
3727973790.980000,4.877986,0.034698,-0.048775,4.878614,0.032081,-0.048782,4.864262,0.033656,-0.048638,4.873591,0.033458,-0.048731,4.933391,0.010446,-0.049336,4.926602,0.023252,-0.049265,4.937702,0.020592,-0.049377,4.932565,0.018173,-0.049326,-0.000071,0.001134,3727973790.980000,15.877093,-67.756477,-66.527367,20.099258,51.204681,48.078823,15.923145,-67.934807,1.207159,-4.759062,-4.808559,1.357808,3.594232,3.498422,1.222716,-4.821404,47.999928,0.001132,3727973790.980000,19.155077,-66.878593,-67.406696,16.825893,48.790167,50.494486,19.207066,-67.056072,1.440238,-4.693249,-4.868458,1.119104,3.416478,3.670801,1.458688,-4.754389,47.999998,-0.000002,0.736150,1.180246,2.576906,2.321131,0.622487,0.304493,4.095307,0.725173,0.343543,-0.035715,3.189578,-1.291770,0.270700,-0.211489,0.604862,-0.831586,0.116508,-0.320504,0.160377,-2.376495,-0.072590,-0.330083,-0.961796,-1.774851
3727973791.000000,4.035668,0.098995,-0.040327,3.927930,0.017455,-0.039278,3.831778,0.073392,-0.038299,3.931329,0.063355,-0.039298,4.081623,0.075568,-0.040797,3.974555,0.005176,-0.039747,3.907483,0.060179,-0.039061,3.987126,0.047117,-0.039862,0.039408,0.040270,3727973791.000000,-1.472404,-69.575951,-59.438663,36.014652,61.552662,33.836308,-1.471969,-69.761002,-0.014417,-4.909785,-4.319755,2.511090,4.351337,2.494655,-0.014814,-4.974028,48.000038,0.000900,3727973791.000000,1.332525,-69.509933,-60.796428,33.646970,60.167785,36.141801,1.269145,-69.720800,0.185702,-4.902583,-4.415896,2.337333,4.248043,2.661075,0.183333,-4.968326,47.960630,-0.039370,0.155597,1.339840,0.289455,3.441038,0.148106,0.698395,0.463602,4.122138,0.123369,0.375261,0.515844,3.384622,0.120096,0.383065,0.229232,1.036007,0.115534,0.381838,0.527764,2.271706,0.112898,0.372429,0.524772,1.876316
3727973791.020000,3.121061,0.169713,-0.031139,2.976399,0.059988,-0.029750,2.839107,0.100372,-0.028360,2.978084,0.110081,-0.029745,3.182726,0.143958,-0.031773,3.021481,0.043638,-0.030206,2.917052,0.089717,-0.029145,3.039150,0.092184,-0.030365,0.070939,0.070572,3727973791.020000,-18.730076,-67.024712,-48.617699,49.666042,68.031281,17.467472,-18.773888,-67.204170,-1.235063,-4.751918,-3.559573,3.506402,4.835010,1.334151,-1.251335,-4.814039,48.000099,-0.000268,3727973791.020000,-16.606049,-67.460876,-50.043518,48.169000,67.440920,19.370118,-16.748438,-67.658314,-1.081924,-4.781871,-3.662250,3.395816,4.789782,1.473157,-1.103587,-4.845344,47.929160,-0.070840,-0.472926,1.199035,-2.164896,2.628596,-0.480079,0.490217,-3.784156,1.539206,-0.340159,0.161333,-3.325926,-0.310426,-0.376820,-0.032736,-0.879045,-0.496265,-0.301821,-0.211741,-1.101667,-1.912547,-0.150805,-0.316545,-0.096379,-1.802667
3727973791.040000,2.105624,0.204020,-0.020936,2.043286,0.084019,-0.020407,1.873578,0.092839,-0.018704,2.006402,0.126919,-0.020011,2.159184,0.178281,-0.021499,2.090187,0.068205,-0.020884,1.948064,0.084034,-0.019455,2.064584,0.109706,-0.020606,0.094428,0.094116,3727973791.040000,-34.809860,-60.261860,-34.740646,60.194267,70.236603,-0.001879,-34.896423,-60.423695,-2.377911,-4.295624,-2.575820,4.281411,5.014888,0.089822,-2.409154,-4.351660,47.999977,-0.000335,3727973791.040000,-33.472378,-60.853234,-35.931544,59.422891,70.159217,1.310558,-33.637657,-61.032417,-2.280948,-4.338017,-2.662849,4.223807,5.007983,0.187204,-2.316439,-4.395553,47.905549,-0.094451,-1.010793,0.749498,-3.387977,0.296106,-0.667976,-0.196422,-2.462359,-3.253839,-0.168336,-0.357102,1.129022,-3.115740,0.203414,-0.330157,0.944855,-0.296498,0.358301,-0.001653,1.519517,1.473194,0.162915,0.275462,-0.327563,1.659234
3727973791.060000,1.111010,0.201154,-0.010916,1.099796,0.112732,-0.010934,0.931430,0.086240,-0.009270,1.046167,0.133405,-0.010369,1.165053,0.178629,-0.011503,1.140788,0.102133,-0.011356,1.001930,0.074470,-0.009988,1.101404,0.117991,-0.010944,0.109127,0.108347,3727973791.060000,-48.701553,-49.712265,-18.677221,66.940262,68.030907,-17.470875,-48.826942,-49.846214,-3.371420,-3.569365,-1.430132,4.787496,4.879670,-1.160108,-3.415654,-3.615835,47.999939,-0.000841,3727973791.060000,-48.059352,-50.140039,-19.386156,66.656906,68.131186,-16.824955,-48.243093,-50.282752,-3.324203,-3.601474,-1.482893,4.766079,4.887374,-1.110486,-3.371899,-3.648695,47.890812,-0.109188,-1.257578,0.116903,-2.617664,-2.196190,-0.182553,-0.685408,2.468110,-3.222529,0.329231,-0.184842,2.675621,1.855894,0.169563,0.310779,-0.456817,0.842788,-0.305108,0.162988,-1.809132,-1.020750,-0.168657,-0.273787,0.717626,-1.471071
3727973791.080000,0.220893,0.186323,-0.001185,0.202490,0.123268,-0.001605,0.119138,0.115578,0.000289,0.164355,0.141816,-0.000830,0.237139,0.160555,-0.001744,0.235830,0.111377,-0.002078,0.111257,0.100760,-0.000472,0.189168,0.123987,-0.001428,0.115328,0.116567,3727973791.080000,-59.533855,-36.038166,-1.440780,69.483170,61.551167,-33.839077,-59.689671,-36.137665,-4.153194,-2.618723,-0.194617,4.992797,4.437933,-2.337222,-4.207611,-2.652805,48.000015,0.001254,3727973791.080000,-59.380455,-36.041557,-1.550421,69.395225,61.470342,-33.817771,-59.575164,-36.135955,-4.141971,-2.621752,-0.204761,4.986828,4.434566,-2.332778,-4.198613,-2.655517,47.884687,-0.115313,-1.153292,-0.540907,-0.311445,-3.412037,0.486837,-0.513222,3.734310,1.523572,0.179890,0.301824,-2.471787,2.075207,-0.342373,-0.022026,-0.265071,-0.922362,0.180295,-0.302900,1.992716,0.506980,0.177050,0.247145,-1.055385,1.186075
3727973791.100000,0.846509,0.173986,0.008277,0.913026,0.107620,0.009062,0.987801,0.116962,0.009803,0.915253,0.132784,0.009050,0.786241,0.150608,0.007711,0.863223,0.096239,0.008574,0.908778,0.106505,0.009020,0.852690,0.117721,0.008440,0.112975,0.113194,3727973791.100000,-66.626793,-20.099131,15.883636,67.660667,51.201939,-48.081764,-66.801796,-20.158369,-4.674023,-1.503501,1.053221,4.884376,3.717173,-3.367575,-4.735212,-1.522986,48.000034,0.000254,3727973791.100000,-66.674868,-19.513016,16.478366,67.441377,50.668886,-48.524614,-66.892663,-19.527085,-4.678431,-1.465208,1.094009,4.870478,3.682723,-3.397349,-4.742315,-1.481222,47.887060,-0.112940,-0.736024,-1.042541,2.179776,-2.632764,0.674444,0.161722,-0.509492,3.998741,-0.302645,0.177395,-1.373119,-2.926287,0.175090,-0.282996,0.826155,0.459229,-0.008981,0.340531,-2.066176,0.008713,-0.179623,-0.241265,1.337750,-0.855687
3727973791.120000,1.785195,0.158830,0.017767,1.872767,0.081459,0.018703,1.963452,0.112711,0.019591,1.873769,0.117629,0.018690,1.726179,0.132251,0.017200,1.823851,0.069306,0.018219,1.883856,0.100097,0.018803,1.811673,0.100304,0.018080,0.101982,0.100343,3727973791.120000,-69.532722,-2.898928,32.209358,61.586533,37.633781,-59.304195,-69.716209,-2.912594,-4.901125,-0.293925,2.234871,4.469004,2.762905,-4.186101,-4.965181,-0.297555,48.000061,-0.001578,3727973791.120000,-69.462923,-1.660490,33.328337,60.923770,36.423727,-59.962482,-69.676507,-1.607273,-4.898977,-0.209310,2.314314,4.424480,2.681027,-4.233072,-4.964769,-0.207532,47.898079,-0.101921,-0.134911,-1.271563,3.390837,-0.327657,0.187527,0.654604,-4.009749,0.540961,-0.181933,-0.304424,3.194560,-0.582056,0.154230,0.277979,-0.912405,0.250362,-0.160782,-0.302768,2.029768,-0.551526,0.179669,0.227752,-1.553305,0.463989
3727973791.140000,2.747082,0.161854,0.027402,2.820351,0.042486,0.028195,2.930105,0.076622,0.029281,2.832382,0.093836,0.028296,2.686433,0.136348,0.026812,2.774104,0.030454,0.027736,2.854464,0.064219,0.028529,2.771921,0.076596,0.027699,0.082412,0.082366,3727973791.140000,-68.068787,14.482316,46.512012,51.639923,21.701975,-66.801186,-68.249741,14.516388,-4.820300,0.934121,3.275949,3.772804,1.635112,-4.741665,-4.883189,0.946519,47.999939,-0.000106,3727973791.140000,-67.537130,16.315445,47.928970,50.286789,19.721844,-67.356303,-67.748148,16.426097,-4.786997,1.061566,3.378289,3.679382,1.498227,-4.783306,-4.851386,1.080570,47.917527,-0.082473,0.505335,-1.174208,2.631587,2.163392,-0.470422,0.486842,-1.572284,-3.749075,0.300423,-0.181183,-0.260935,3.270103,-0.311897,-0.004621,0.475944,-0.832652,0.293309,0.179926,-1.866075,1.091529,-0.173907,-0.224293,1.698212,-0.039033
3727973791.160000,3.734154,0.157591,0.037281,3.734283,0.041235,0.037335,3.987119,0.024191,0.039868,3.818664,0.074384,0.038168,3.676820,0.134880,0.036721,3.689814,0.031869,0.036893,3.902674,0.009710,0.039027,3.756738,0.058296,0.037554,0.053466,0.053489,3727973791.160000,-62.327278,30.956207,57.892918,38.447361,4.408639,-70.101212,-62.494724,31.034008,-4.436522,2.103458,4.111265,2.839556,0.404522,-4.999331,-4.494361,2.131159,47.999916,-0.000062,3727973791.160000,-61.033972,33.205458,59.263236,36.244691,1.610672,-70.204242,-61.219469,33.371273,-4.350441,2.261865,4.211861,2.685125,0.209133,-5.010820,-4.408608,2.297059,47.946450,-0.053550,1.007649,-0.785696,0.332188,3.387388,-0.654683,-0.167926,3.234056,-2.516126,0.182018,0.296149,-3.140495,-1.103330,0.159892,-0.263448,0.260595,0.947954,-0.348158,-0.002240,1.563405,-1.607895,0.168244,0.230037,-1.763222,-0.406956
