Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,F1_Real,F1_Imag,F2_Real,F2_Imag,F3_Real,F3_Imag,F4_Real,F4_Imag,F5_Real,F5_Imag,F6_Real,F6_Imag,F7_Real,F7_Imag,F8_Real,F8_Imag,F9_Real,F9_Imag,F10_Real,F10_Imag,F11_Real,F11_Imag,F12_Real,F12_Imag
3727973855.000000,4.878663,0.034873,-0.048782,4.878764,0.032129,-0.048784,4.860801,0.035073,-0.048603,4.872695,0.033817,-0.048722,4.929856,0.016441,-0.049299,4.931068,0.019006,-0.049311,4.936499,0.018131,-0.049365,4.932508,0.018311,-0.049325,0.000022,-0.000377,3727973855.000000,-1.474588,-69.574150,-59.447311,36.013775,61.554291,33.837128,-1.471033,-69.763206,-0.014138,-4.909966,-4.319461,2.511082,4.351169,2.494662,-0.014737,-4.973963,48.000023,-0.000378,3727973855.000000,1.919098,-69.539039,-61.113137,33.061405,59.816683,36.774818,1.927745,-69.728482,0.227802,-4.903891,-4.437140,2.294685,4.222003,2.705841,0.230481,-4.967731,48.000001,-0.000001,-0.077103,-1.387534,-0.286622,-3.465521,-0.077561,-0.686972,-0.574217,-4.106271,-0.059127,-0.339458,-0.673962,-3.370234,-0.079062,-0.334026,-0.261320,-0.992624,-0.097425,-0.327657,-0.730850,-2.268089,-0.115493,-0.319241,-0.737026,-1.882116
3727973855.020000,3.898218,0.127485,-0.038939,3.960139,0.013146,-0.039601,3.840135,0.056672,-0.038389,3.899024,0.065803,-0.038974,3.937673,0.108260,-0.039343,4.012045,-0.004112,-0.040124,3.915937,0.045888,-0.039150,3.955019,0.049662,-0.039540,0.040661,0.040315,3727973855.020000,-18.731195,-67.021790,-48.625072,49.666119,68.033234,17.466240,-18.773741,-67.205711,-1.234874,-4.752200,-3.559299,3.506327,4.834922,1.334249,-1.251253,-4.814033,48.000042,-0.000304,3727973855.020000,-16.087387,-67.613977,-50.546626,47.695803,67.274643,20.053069,-16.130235,-67.841542,-1.045868,-4.791906,-3.697236,3.360868,4.776803,1.521769,-1.059453,-4.857319,47.959381,-0.040619,0.661591,-1.314479,2.266361,-2.688444,0.582395,-0.438838,3.800752,-1.635464,0.366002,-0.077096,3.390291,0.179626,0.354406,0.083932,0.896489,0.482921,0.276327,0.219482,1.301516,1.875698,0.151133,0.302936,0.303427,1.871823
3727973855.040000,2.959588,0.203664,-0.029497,3.019011,0.054973,-0.030178,2.859362,0.064800,-0.028578,2.944923,0.107798,-0.029415,3.002138,0.186581,-0.029937,3.069147,0.037713,-0.030685,2.933121,0.054651,-0.029319,3.000639,0.092278,-0.029979,0.071835,0.071141,3727973855.040000,-34.810074,-60.258308,-34.746426,60.197823,70.238495,-0.003468,-34.897362,-60.425106,-2.377812,-4.295951,-2.575585,4.281319,5.014801,0.089877,-2.409103,-4.351668,47.999931,-0.000763,3727973855.040000,-32.950655,-61.134224,-36.526896,59.089513,70.164447,2.002237,-33.069487,-61.359171,-2.243973,-4.357070,-2.704702,4.198702,5.007274,0.236718,-2.275479,-4.417849,47.928096,-0.071904,1.287025,-0.844171,3.540271,-0.310563,0.710207,0.287899,2.585815,3.227898,0.108047,0.383886,-0.994163,3.204664,-0.225360,0.292669,-0.935065,0.325502,-0.334832,-0.011435,-1.687622,-1.356924,-0.160011,-0.253203,0.130086,-1.745848
3727973855.060000,1.990624,0.244649,-0.019732,2.058226,0.103467,-0.020546,1.905334,0.081151,-0.019029,1.983155,0.142978,-0.019766,2.028961,0.225933,-0.020141,2.113454,0.086020,-0.021108,1.976872,0.069188,-0.019750,2.038528,0.126455,-0.020334,0.094994,0.095166,3727973855.060000,-48.701157,-49.707920,-18.682777,66.947159,68.032303,-17.472322,-48.828495,-49.847649,-3.371409,-3.569679,-1.429868,4.787395,4.879652,-1.160074,-3.415656,-3.615851,47.999950,0.000122,3727973855.060000,-47.594487,-50.535495,-20.033504,66.480415,68.297017,-16.161561,-47.765431,-50.730466,-3.291397,-3.628656,-1.529281,4.752061,4.898221,-1.062745,-3.337212,-3.679898,47.904957,-0.095043,1.566678,-0.121613,2.743012,2.258057,0.128435,0.746263,-2.406045,3.312551,-0.361777,0.109247,-2.790456,-1.755423,-0.127831,-0.329216,0.427268,-0.867471,0.293339,-0.150722,1.922608,0.839872,0.162866,0.241720,-0.532763,1.572345
3727973855.080000,1.027599,0.244078,-0.009970,1.047474,0.149012,-0.010361,0.966684,0.085510,-0.009625,1.011796,0.159330,-0.009984,1.067468,0.228917,-0.010414,1.092758,0.133124,-0.010839,1.037866,0.074298,-0.010348,1.064104,0.144928,-0.010534,0.109763,0.110945,3727973855.080000,-59.532520,-36.034031,-1.445040,69.490295,61.551479,-33.841450,-59.691257,-36.138367,-4.153192,-2.619013,-0.194348,4.992545,4.437904,-2.337132,-4.207556,-2.652792,48.000000,0.001182,3727973855.080000,-59.026246,-36.536579,-2.161685,69.368228,61.821479,-33.219061,-59.233114,-36.674070,-4.116268,-2.656043,-0.248119,4.983511,4.458539,-2.289383,-4.173330,-2.693064,47.890237,-0.109763,1.424617,0.659695,0.347080,3.523094,-0.582212,0.481455,-3.815598,-1.455260,-0.119750,-0.358846,2.383641,-2.227256,0.332379,0.047306,0.296723,0.895779,-0.182392,0.266514,-2.034016,-0.316101,-0.167060,-0.233959,0.887329,-1.326089
3727973855.100000,0.231906,0.229167,-0.000355,0.212801,0.168481,-0.001299,0.123781,0.123644,0.000058,0.181470,0.173551,-0.000530,0.223897,0.209647,-0.000785,0.232810,0.150060,-0.001779,0.132240,0.109519,-0.000741,0.191444,0.156425,-0.001103,0.115553,0.115709,3727973855.100000,-66.624481,-20.096399,15.881826,67.668694,51.201607,-48.084156,-66.803665,-20.158821,-4.674088,-1.503791,1.053310,4.884053,3.717138,-3.367484,-4.735136,-1.523012,48.000050,0.000206,3727973855.100000,-66.465027,-20.074045,15.767357,67.575413,51.135587,-48.027747,-66.677257,-20.159221,-4.663130,-1.504307,1.043056,4.878598,3.715562,-3.361049,-4.726061,-1.525846,47.884497,-0.115503,0.902172,1.272739,-2.246966,2.730151,-0.715240,-0.269347,0.403851,-4.067360,0.350371,-0.134938,1.528838,2.853087,-0.202106,0.247768,-0.832211,-0.434083,0.028872,-0.328415,2.033728,-0.216483,0.169000,0.215491,-1.186300,1.002866
3727973855.120000,0.938796,0.233409,0.009083,0.876205,0.147832,0.008630,0.989782,0.141379,0.009789,0.934113,0.174088,0.009170,0.893403,0.215171,0.008662,0.819644,0.130950,0.008086,0.912840,0.131670,0.009027,0.874424,0.158973,0.008592,0.112937,0.112782,3727973855.120000,-69.530121,-2.896081,32.209446,61.594803,37.633068,-59.306774,-69.718391,-2.912363,-4.901338,-0.294185,2.234895,4.468713,2.762892,-4.186134,-4.965187,-0.297578,47.999996,-0.000159,3727973855.120000,-69.391590,-2.259182,32.691480,61.224033,36.998385,-59.588088,-69.620963,-2.269015,-4.893174,-0.251180,2.267985,4.444675,2.721409,-4.205366,-4.959675,-0.254504,47.887059,-0.112941,0.149617,1.555735,-3.518472,0.351371,-0.127586,-0.749488,4.035015,-0.667412,0.136835,0.349714,-3.156250,0.743366,-0.113577,-0.293907,0.895865,-0.277690,0.137328,0.298908,-1.922810,0.727169,-0.163913,-0.208944,1.424861,-0.633558
3727973855.140000,1.878526,0.235138,0.018616,1.828549,0.114687,0.018239,1.984668,0.139455,0.019784,1.896815,0.163038,0.018883,1.833881,0.216908,0.018191,1.774659,0.099136,0.017710,1.910213,0.128486,0.019047,1.839035,0.147738,0.018318,0.101639,0.102133,3727973855.140000,-68.066277,14.485408,46.514904,51.648388,21.700790,-66.804184,-68.252357,14.517653,-4.820552,0.933900,3.275946,3.772521,1.635140,-4.741711,-4.883212,0.946491,47.999962,0.000456,3727973855.140000,-67.625825,15.712993,47.394789,50.733261,20.346591,-67.126803,-67.855441,15.778064,-4.792372,1.019219,3.338931,3.710236,1.542552,-4.765870,-4.857879,1.034249,47.898323,-0.101677,-0.653543,1.421209,-2.746308,-2.237881,0.581854,-0.489325,1.702139,3.732767,-0.346488,0.139130,0.097534,-3.262286,0.311658,0.049609,-0.441727,0.839592,-0.269789,-0.188748,1.704619,-1.213608,0.157878,0.210266,-1.590977,0.225763
3727973855.160000,2.847226,0.228275,0.028349,2.786617,0.064498,0.027851,2.872024,0.091919,0.028693,2.834517,0.128120,0.028299,2.800070,0.207472,0.027896,2.738911,0.046873,0.027380,2.803501,0.080473,0.028013,2.779895,0.111018,0.027762,0.082514,0.082849,3727973855.160000,-62.324963,30.957060,57.899261,38.456409,4.406916,-70.103096,-62.497795,31.035385,-4.436766,2.103362,4.111168,2.839368,0.404493,-4.999400,-4.494392,2.131152,48.000027,0.000361,3727973855.160000,-61.282536,32.636747,58.909709,36.805435,2.391688,-70.136203,-61.515803,32.749391,-4.367312,2.221685,4.185397,2.724479,0.264091,-5.004741,-4.428585,2.252589,47.917512,-0.082488,-1.289783,0.890760,-0.371445,-3.540670,0.716590,0.247956,-3.175467,2.626851,-0.139735,-0.349878,3.167136,0.938352,-0.197146,0.242704,-0.285593,-0.926768,0.336582,0.023811,-1.367351,1.663471,-0.150027,-0.217126,1.680805,0.209717
3727973855.180000,3.853212,0.219470,0.038430,3.724544,0.072474,0.037227,3.826431,0.026841,0.038261,3.800603,0.106027,0.037973,3.807598,0.202730,0.037986,3.675277,0.052307,0.036742,3.743601,0.016727,0.037435,3.740908,0.089808,0.037384,0.054316,0.053606,3727973855.180000,-52.667858,45.484348,65.645073,22.850206,-13.163401,-68.995888,-52.816608,45.602467,-3.774290,3.140723,4.688148,1.727758,-0.851416,-4.942892,-3.823203,3.181898,48.000088,-0.000622,3727973855.180000,-50.770023,47.370318,66.401916,20.376399,-15.788707,-68.423511,-50.993202,47.524347,-3.644904,3.275153,4.745967,1.553568,-1.035639,-4.906743,-3.698287,3.319586,47.945772,-0.054228,-1.568818,0.098729,2.247791,-2.792802,0.157399,0.740162,-3.385113,-2.396543,0.356942,-0.139791,-1.736576,2.875382,-0.109202,-0.289055,0.886391,0.468168,-0.308286,0.163006,0.907130,-2.043511,0.147237,0.234784,-1.686169,-0.653511
