Timestamp,Inst. Freq,Inst ROCOF,Ref Freq,Ref ROCOF
3726170309.100000,49.996830,0.077062,0.000000,0.000000
3726170309.120000,50.001289,0.159225,0.000000,0.000000
3726170309.140000,49.999165,0.015396,0.000000,0.000000
3726170309.160000,49.999599,0.005250,0.000000,0.000000
3726170309.180000,50.000118,0.007631,0.000000,0.000000
3726170309.200000,50.000042,0.004362,0.000000,0.000000
3726170309.220000,49.999996,-0.001032,0.000000,0.000000
3726170309.240000,50.000011,-0.000078,0.000000,0.000000
3726170309.260000,50.000011,0.000449,0.000000,0.000000
3726170309.280000,50.000023,-0.000373,0.000000,0.000000
3726170309.300000,50.000015,-0.000569,0.000000,0.000000
3726170309.320000,50.000019,-0.002445,0.000000,0.000000
3726170309.340000,49.999920,-0.001994,0.000000,0.000000
3726170309.360000,49.999798,-0.000321,0.000000,0.000000
3726170309.380000,49.999901,0.002515,0.000000,0.000000
3726170309.400000,49.999985,0.003387,0.000000,0.000000
3726170309.420000,50.000092,-0.000497,0.000000,0.000000
3726170309.440000,49.999950,-0.000649,0.000000,0.000000
3726170309.460000,49.999802,0.000066,0.000000,0.000000
3726170309.480000,50.000004,0.001755,0.000000,0.000000
3726170309.500000,50.000088,0.001013,0.000000,0.000000
3726170309.520000,50.000027,-0.001275,0.000000,0.000000
3726170309.540000,49.999893,-0.000867,0.000000,0.000000
3726170309.560000,49.999950,0.000758,0.000000,0.000000
3726170309.580000,50.000050,0.001183,0.000000,0.000000
3726170309.600000,50.000099,-0.000983,0.000000,0.000000
3726170309.620000,49.999958,-0.000947,0.000000,0.000000
3726170309.640000,49.999908,-0.000062,0.000000,0.000000
3726170309.660000,49.999996,0.001662,0.000000,0.000000
3726170309.680000,50.000061,0.001481,0.000000,0.000000
3726170309.700000,50.000061,-0.000265,0.000000,0.000000
3726170309.720000,49.999985,-0.000677,0.000000,0.000000
3726170309.740000,49.999989,-0.000946,0.000000,0.000000
3726170309.760000,49.999992,-0.000052,0.000000,0.000000
3726170309.780000,49.999962,0.000340,0.000000,0.000000
