Timestamp,Inst. Freq,Inst ROCOF,Ref Freq,Ref ROCOF
3726225668.100000,49.996315,0.082646,0.000000,0.000000
3726225668.120000,50.001358,0.170846,0.000000,0.000000
3726225668.140000,49.999664,0.020615,0.000000,0.000000
3726225668.160000,49.999996,0.003350,0.000000,0.000000
3726225668.180000,50.000050,0.001495,0.000000,0.000000
3726225668.200000,50.000042,0.000442,0.000000,0.000000
3726225668.220000,50.000011,-0.000564,0.000000,0.000000
3726225668.240000,49.999966,0.001491,0.000000,0.000000
3726225668.260000,50.000126,0.000748,0.000000,0.000000
3726225668.280000,50.000172,-0.000993,0.000000,0.000000
3726225668.300000,50.000027,-0.001916,0.000000,0.000000
3726225668.320000,49.999916,-0.000034,0.000000,0.000000
3726225668.340000,50.000061,0.000819,0.000000,0.000000
3726225668.360000,50.000240,-0.000609,0.000000,0.000000
3726225668.380000,50.000023,-0.003045,0.000000,0.000000
3726225668.400000,49.999866,-0.002752,0.000000,0.000000
3726225668.420000,49.999866,0.001654,0.000000,0.000000
3726225668.440000,50.000080,0.000293,0.000000,0.000000
3726225668.460000,50.000023,0.001137,0.000000,0.000000
3726225668.480000,49.999874,-0.001689,0.000000,0.000000
3726225668.500000,49.999981,-0.000233,0.000000,0.000000
3726225668.520000,49.999924,0.001543,0.000000,0.000000
3726225668.540000,49.999977,0.000304,0.000000,0.000000
3726225668.560000,50.000011,0.001105,0.000000,0.000000
3726225668.580000,50.000015,-0.000805,0.000000,0.000000
3726225668.600000,50.000023,-0.000464,0.000000,0.000000
3726225668.620000,49.999950,-0.000215,0.000000,0.000000
3726225668.640000,49.999969,0.000074,0.000000,0.000000
3726225668.660000,50.000019,0.000250,0.000000,0.000000
3726225668.680000,49.999996,-0.000444,0.000000,0.000000
3726225668.700000,49.999943,-0.000406,0.000000,0.000000
3726225668.720000,49.999928,0.000077,0.000000,0.000000
3726225668.740000,49.999985,0.000866,0.000000,0.000000
3726225668.760000,49.999989,0.000888,0.000000,0.000000
3726225668.780000,50.000008,-0.000202,0.000000,0.000000
3726225668.800000,49.999996,-0.000367,0.000000,0.000000
3726225668.820000,49.999962,0.000125,0.000000,0.000000
3726225668.840000,49.999985,0.000748,0.000000,0.000000
3726225668.860000,50.000046,0.000683,0.000000,0.000000
3726225668.880000,50.000046,-0.000156,0.000000,0.000000
3726225668.900000,50.000015,-0.000970,0.000000,0.000000
3726225668.920000,49.999981,-0.000363,0.000000,0.000000
3726225668.940000,49.999977,0.000416,0.000000,0.000000
3726225668.960000,50.007816,0.119873,0.000000,0.000000
3726225668.980000,49.957306,6.399871,0.000000,0.000000
3726225669.000000,50.036022,11.940850,0.000000,0.000000
3726225669.020000,50.650425,11.181018,0.000000,0.000000
3726225669.040000,50.936127,7.529771,0.000000,0.000000
3726225669.060000,50.697372,1.817725,0.000000,0.000000
3726225669.080000,50.703121,1.804487,0.000000,0.000000
3726225669.100000,50.889206,4.276702,0.000000,0.000000
3726225669.120000,51.005268,3.377285,0.000000,0.000000
3726225669.140000,51.004578,1.405434,0.000000,0.000000
3726225669.160000,50.999348,0.021749,0.000000,0.000000
3726225669.180000,51.000427,0.009936,0.000000,0.000000
3726225669.200000,51.000099,-0.007656,0.000000,0.000000
3726225669.220000,51.000156,-0.005608,0.000000,0.000000
3726225669.240000,50.999962,-0.005080,0.000000,0.000000
3726225669.260000,50.999691,-0.001126,0.000000,0.000000
3726225669.280000,50.999912,0.002340,0.000000,0.000000
3726225669.300000,51.000145,0.001950,0.000000,0.000000
3726225669.320000,50.999954,0.002189,0.000000,0.000000
3726225669.340000,50.999985,-0.002303,0.000000,0.000000
3726225669.360000,50.999958,0.001390,0.000000,0.000000
3726225669.380000,51.000015,0.000975,0.000000,0.000000
3726225669.400000,51.000061,-0.000232,0.000000,0.000000
3726225669.420000,51.000008,-0.000528,0.000000,0.000000
3726225669.440000,50.999973,-0.001136,0.000000,0.000000
3726225669.460000,50.999969,-0.000125,0.000000,0.000000
3726225669.480000,50.999969,0.000864,0.000000,0.000000
3726225669.500000,51.000004,0.000895,0.000000,0.000000
3726225669.520000,51.000050,0.000091,0.000000,0.000000
3726225669.540000,51.000046,-0.001246,0.000000,0.000000
3726225669.560000,50.999947,-0.001103,0.000000,0.000000
3726225669.580000,50.999908,0.000326,0.000000,0.000000
3726225669.600000,50.999989,0.001847,0.000000,0.000000
3726225669.620000,51.000076,0.001085,0.000000,0.000000
3726225669.640000,51.000084,-0.001126,0.000000,0.000000
3726225669.660000,50.999969,-0.001268,0.000000,0.000000
3726225669.680000,50.999912,-0.000307,0.000000,0.000000
3726225669.700000,51.000004,0.001186,0.000000,0.000000
3726225669.720000,51.000038,0.001353,0.000000,0.000000
3726225669.740000,51.000053,-0.000191,0.000000,0.000000
