Timestamp,Inst. Freq,Inst ROCOF,Ref Freq,Ref ROCOF
3726240123.100000,49.999973,0.000219,0.000000,0.000000
3726240123.120000,50.000000,0.000617,0.000000,0.000000
3726240123.140000,50.000027,-0.000394,0.000000,0.000000
3726240123.160000,50.000031,-0.000993,0.000000,0.000000
3726240123.180000,49.999924,-0.000933,0.000000,0.000000
3726240123.200000,49.999924,0.000704,0.000000,0.000000
3726240123.220000,49.999992,0.001149,0.000000,0.000000
3726240123.240000,50.000061,0.000830,0.000000,0.000000
3726240123.260000,50.000015,-0.000704,0.000000,0.000000
3726240123.280000,49.999969,-0.000404,0.000000,0.000000
3726240123.300000,49.999962,0.000360,0.000000,0.000000
3726240123.320000,50.000038,0.000348,0.000000,0.000000
3726240123.340000,50.000034,0.000196,0.000000,0.000000
3726240123.360000,49.999985,-0.000549,0.000000,0.000000
3726240123.380000,49.999985,-0.000388,0.000000,0.000000
3726240123.400000,49.999989,0.000425,0.000000,0.000000
3726240123.420000,50.000000,0.000524,0.000000,0.000000
3726240123.440000,50.000038,-0.000071,0.000000,0.000000
3726240123.460000,50.000019,-0.000714,0.000000,0.000000
3726240123.480000,49.999962,-0.000369,0.000000,0.000000
3726240123.500000,49.999966,-0.000036,0.000000,0.000000
3726240123.520000,50.000019,0.000604,0.000000,0.000000
3726240123.540000,50.000019,0.000341,0.000000,0.000000
3726240123.560000,49.999989,-0.000343,0.000000,0.000000
3726240123.580000,50.000008,-0.000506,0.000000,0.000000
3726240123.600000,49.999992,0.000129,0.000000,0.000000
3726240123.620000,49.999962,0.000551,0.000000,0.000000
3726240123.640000,50.000038,-0.000153,0.000000,0.000000
3726240123.660000,50.000027,-0.000184,0.000000,0.000000
3726240123.680000,49.999954,-0.000587,0.000000,0.000000
3726240123.700000,49.999973,0.000140,0.000000,0.000000
3726240123.720000,50.000019,0.000840,0.000000,0.000000
3726240123.740000,50.000015,0.000078,0.000000,0.000000
3726240123.760000,50.000015,-0.000863,0.000000,0.000000
3726240123.780000,49.999989,-0.000314,0.000000,0.000000
3726240123.800000,49.999943,0.000338,0.000000,0.000000
3726240123.820000,50.000034,0.000614,0.000000,0.000000
3726240123.840000,50.000031,0.000390,0.000000,0.000000
3726240123.860000,50.000015,-0.000709,0.000000,0.000000
3726240123.880000,49.999992,-0.000959,0.000000,0.000000
3726240123.900000,49.999977,-0.000346,0.000000,0.000000
3726240123.920000,49.999935,0.001199,0.000000,0.000000
3726240123.940000,50.000015,0.000205,0.000000,0.000000
3726240123.960000,50.000240,0.006424,0.000000,0.000000
3726240123.980000,49.999187,0.144510,0.000000,0.000000
3726240124.000000,50.000481,0.400967,0.000000,0.000000
3726240124.020000,50.013828,0.690989,0.000000,0.000000
3726240124.040000,50.034325,0.917610,0.000000,0.000000
3726240124.060000,50.054436,0.991892,0.000000,0.000000
3726240124.080000,50.074448,1.005993,0.000000,0.000000
3726240124.100000,50.094505,1.019050,0.000000,0.000000
3726240124.120000,50.114883,1.028599,0.000000,0.000000
