Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,I Freq,I_VA_real,I_VA_imag,I_VB_real,I_VB_imag,I_ VC_real,I_VC_imag,I_IA_real,I_IA_imag,I_IB_real,I_IB_imag,I_IC_real,I_IC_imag
3712077415.100000,0.155051,0.026834,0.001527,0.158410,0.028842,0.001557,0.173398,0.033637,0.001701,0.162315,0.029782,0.001595,17.123031,-16.579428,0.046868,89.270145,-45.305713,-1.093786,42.989308,16.888413,0.367726,60.494014,-52.688830,0.435550,0.000037,-0.001064,3712077415.100000,69.582199,-1.506007,-36.068581,-59.474087,-33.815670,61.584511,69.788048,-1.504099,0.000017,-0.000030,0.000010,0.000031,0.000019,-0.000020,0.000003,-0.000014,50.000053,-0.001078,3712077415.100000,69.561152,-1.611818,-36.150735,-59.400709,-33.699546,61.621206,69.764782,-1.614953,0.000018,-0.000036,-0.000042,0.000042,0.000009,-0.000021,-0.000007,-0.000030,50.000016,-0.000015,100.000000,6.941821,-0.322190,-3.746894,-5.846748,-3.224429,6.232196,0.000018,0.000067,0.000014,0.000020,0.000015,0.000014
3712077415.120000,0.153463,0.028027,0.001509,0.160260,0.028996,0.001576,0.174255,0.030791,0.001715,0.162694,0.029278,0.001600,91.375731,-14.803540,-1.020611,115.650127,-48.909359,-1.645704,142.342859,-28.408362,4.345503,212.770567,13.351554,-3.289515,-0.000009,-0.000601,3712077415.120000,69.582939,-1.507056,-36.067467,-59.474724,-33.815609,61.582634,69.787743,-1.503727,-0.000045,-0.000001,-0.000016,-0.000010,-0.000032,0.000018,0.000018,-0.000010,50.000000,-0.000609,3712077415.120000,69.561091,-1.611576,-36.150667,-59.400587,-33.699577,61.621559,69.764822,-1.614923,-0.000026,-0.000046,0.000022,-0.000031,-0.000007,-0.000051,-0.000017,0.000007,50.000009,-0.000008,100.000000,6.941934,-0.322252,-3.746790,-5.846733,-3.224429,6.231992,0.000037,0.000075,0.000019,-0.000002,-0.000004,0.000008
3712077415.140000,0.153680,0.030166,0.001507,0.160883,0.027984,0.001584,0.170707,0.028031,0.001684,0.161769,0.028727,0.001592,126.366072,-64.966050,2.313973,140.399740,-54.645051,2.575309,116.879858,-68.373982,4.278227,29.496205,-29.496019,-0.001247,-0.000063,-0.000777,3712077415.140000,69.584137,-1.507186,-36.066837,-59.474365,-33.813171,61.582058,69.787361,-1.504255,0.000010,0.000016,0.000019,0.000012,-0.000003,0.000023,0.000014,0.000006,49.999943,-0.000782,3712077415.140000,69.560804,-1.611539,-36.150888,-59.400535,-33.699993,61.621627,69.764837,-1.614874,0.000014,-0.000050,-0.000020,-0.000045,-0.000062,-0.000038,0.000020,0.000009,50.000006,-0.000005,100.000000,6.942104,-0.322238,-3.746614,-5.846704,-3.224306,6.232017,0.000015,0.000037,0.000007,-0.000009,0.000001,0.000035
3712077415.160000,0.156028,0.031038,0.001529,0.160100,0.026333,0.001579,0.168474,0.030176,0.001657,0.161540,0.029186,0.001589,105.583016,-78.359919,4.554741,62.781675,-36.868918,-0.650985,121.083611,-52.022522,1.819230,259.776391,60.697790,-3.314558,-0.000006,0.000158,3712077415.160000,69.584618,-1.505860,-36.066742,-59.473389,-33.812462,61.583900,69.787636,-1.504460,-0.000011,0.000006,-0.000025,-0.000035,0.000035,0.000007,0.000011,-0.000015,50.000000,0.000156,3712077415.160000,69.560644,-1.611744,-36.151085,-59.400723,-33.700187,61.621256,69.764796,-1.614850,-0.000019,-0.000053,0.000002,-0.000068,-0.000003,-0.000075,-0.000008,0.000008,50.000006,-0.000003,100.000000,6.942085,-0.322266,-3.746644,-5.846734,-3.224434,6.231984,0.000023,0.000008,0.000030,-0.000011,-0.000001,0.000043
3712077415.180000,0.157060,0.029522,0.001542,0.158351,0.025356,0.001563,0.169831,0.033609,0.001664,0.161754,0.029521,0.001590,59.123394,-55.366282,0.311701,43.912436,-41.137472,-0.200574,159.639830,-9.976298,1.993169,83.971040,83.048314,-0.091789,0.000000,0.000324,3712077415.180000,69.583977,-1.505024,-36.067204,-59.472332,-33.813866,61.585518,69.787903,-1.504355,0.000027,-0.000009,-0.000007,-0.000037,0.000022,0.000055,0.000025,-0.000014,50.000015,0.000316,3712077415.180000,69.561037,-1.611871,-36.150941,-59.400829,-33.699987,61.621003,69.764827,-1.614849,0.000051,-0.000037,0.000001,-0.000065,0.000045,-0.000048,0.000014,-0.000007,50.000015,-0.000008,100.000000,6.941992,-0.322262,-3.746724,-5.846618,-3.224536,6.232235,-0.000002,0.000038,0.000038,-0.000013,0.000028,0.000056
3712077415.200000,0.155400,0.027805,0.001529,0.157563,0.027629,0.001551,0.173587,0.033802,0.001702,0.162215,0.029770,0.001594,87.762086,-37.337958,1.051050,45.220661,-43.391286,-0.169424,74.946966,-64.477385,0.652551,117.853127,-27.216995,1.473919,0.000015,-0.001003,3712077415.200000,69.583061,-1.505691,-36.068512,-59.473122,-33.815868,61.584560,69.788101,-1.504087,0.000014,0.000038,-0.000014,-0.000033,0.000017,0.000016,0.000010,0.000023,50.000027,-0.001016,3712077415.200000,69.561336,-1.611613,-36.150723,-59.400696,-33.699589,61.621209,69.764846,-1.614871,0.000064,0.000010,-0.000015,-0.000062,0.000066,0.000005,0.000032,-0.000011,50.000012,-0.000012,100.000000,6.941766,-0.322262,-3.746781,-5.846588,-3.224553,6.232254,-0.000022,0.000019,0.000036,0.000009,0.000046,0.000047
3712077415.220000,0.153724,0.027589,0.001512,0.159207,0.029681,0.001564,0.174684,0.030092,0.001720,0.162574,0.029124,0.001599,53.363484,-46.592184,0.357897,47.142694,-46.657724,0.092380,228.928279,106.983997,4.722878,54.233973,-54.051367,-0.065612,-0.000019,-0.000746,3712077415.220000,69.582802,-1.506657,-36.068634,-59.474701,-33.815739,61.581963,69.787712,-1.503784,0.000011,0.000022,-0.000003,-0.000035,-0.000021,0.000002,0.000014,0.000008,49.999985,-0.000757,3712077415.220000,69.561253,-1.611425,-36.150874,-59.400589,-33.699598,61.621507,69.764900,-1.614917,0.000034,0.000032,-0.000011,-0.000064,-0.000001,-0.000010,0.000029,0.000020,50.000003,-0.000012,100.000000,6.941823,-0.322408,-3.746679,-5.846624,-3.224376,6.232011,-0.000024,0.000032,0.000023,0.000011,0.000076,0.000041
3712077415.240000,0.154329,0.029774,0.001514,0.160893,0.027903,0.001584,0.170714,0.027856,0.001684,0.161992,0.028500,0.001594,116.032564,-78.614058,2.350184,121.165549,-73.758665,3.847961,69.987491,-31.364867,0.774411,84.861141,-84.370995,0.230889,-0.000055,-0.000365,3712077415.240000,69.584091,-1.506545,-36.067074,-59.474419,-33.813145,61.581882,69.787338,-1.504079,-0.000015,0.000006,-0.000005,0.000019,-0.000026,0.000016,0.000009,0.000003,49.999947,-0.000371,3712077415.240000,69.561019,-1.611419,-36.151168,-59.400627,-33.700004,61.621572,69.764968,-1.614887,0.000070,0.000029,-0.000032,-0.000067,-0.000011,0.000044,0.000062,0.000008,50.000001,-0.000007,100.000000,6.941913,-0.322435,-3.746648,-5.846528,-3.224268,6.232095,-0.000039,0.000029,0.000023,-0.000008,0.000085,0.000030
3712077415.260000,0.157235,0.031736,0.001540,0.161265,0.026751,0.001590,0.167792,0.030350,0.001650,0.162097,0.029619,0.001593,110.103802,-62.833386,-1.670715,72.859383,-47.230467,-0.783602,164.345896,-19.857646,-2.292278,139.777195,-51.779814,-2.415643,-0.000000,0.000250,3712077415.260000,69.585258,-1.505018,-36.066551,-59.474049,-33.812199,61.584286,69.788078,-1.504155,0.000009,-0.000016,-0.000026,-0.000008,0.000032,-0.000021,-0.000015,-0.000016,50.000004,0.000247,3712077415.260000,69.560783,-1.611648,-36.151404,-59.400734,-33.700311,61.621290,69.764929,-1.614878,0.000042,0.000029,-0.000024,-0.000045,-0.000007,0.000047,0.000045,0.000004,50.000004,-0.000004,100.000000,6.941808,-0.322378,-3.746744,-5.846429,-3.224387,6.232128,-0.000055,0.000040,0.000042,-0.000011,0.000072,0.000013
3712077415.280000,0.157629,0.029365,0.001548,0.160013,0.025924,0.001579,0.169607,0.033664,0.001662,0.162420,0.029663,0.001597,102.432132,58.621260,-0.679977,134.395056,-42.730903,4.281667,201.019199,22.838905,-2.244076,107.777974,-22.935411,-1.286513,0.000016,0.000353,3712077415.280000,69.583969,-1.504587,-36.066811,-59.473236,-33.813789,61.585743,69.788139,-1.504005,0.000022,-0.000014,-0.000013,0.000037,0.000030,0.000023,0.000009,-0.000025,50.000019,0.000336,3712077415.280000,69.561129,-1.611861,-36.151289,-59.400821,-33.700039,61.621114,69.764954,-1.614951,0.000016,0.000002,-0.000049,-0.000048,-0.000030,0.000007,0.000035,0.000002,50.000003,-0.000017,100.000000,6.941765,-0.322263,-3.746676,-5.846405,-3.224377,6.232401,-0.000063,0.000027,0.000065,-0.000000,0.000090,-0.000000
