Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,I Freq,I_VA_real,I_VA_imag,I_VB_real,I_VB_imag,I_ VC_real,I_VC_imag,I_IA_real,I_IA_imag,I_IB_real,I_IB_imag,I_IC_real,I_IC_imag
3712075792.100000,0.157024,0.026932,0.001547,0.160929,0.027700,0.001585,0.174881,0.029717,0.001723,0.164311,0.028123,0.001619,199.189686,26.974607,-2.133799,266.479754,66.819026,3.245784,125.442268,-71.800211,2.638276,172.621074,-27.260407,-3.066561,0.000185,-0.000073,3712075792.100000,69.580902,-1.508800,-36.068638,-59.472992,-33.812115,61.582508,69.786140,-1.505922,-0.000016,-0.000028,-0.000030,0.000030,0.000029,0.000007,-0.000000,-0.000032,50.000168,-0.000100,3712075792.100000,69.559751,-1.615988,-36.152846,-59.399293,-33.695937,61.622366,69.763991,-1.618423,0.000025,0.000001,0.000016,-0.000020,-0.000079,-0.000073,0.000004,0.000043,49.999983,-0.000027,64.000000,-5.502710,4.254075,6.431221,2.635580,-0.943862,-6.958095,-0.000001,0.000021,0.000033,0.000016,-0.000036,-0.000021
3712075792.120000,0.155254,0.031286,0.001520,0.161198,0.032599,0.001578,0.173685,0.032339,0.001706,0.163409,0.032080,0.001602,115.046361,-34.218192,1.487731,205.558391,101.905727,1.358420,99.311243,-99.304842,-0.135342,100.608220,-98.138583,1.894877,-0.000323,-0.000643,3712075792.120000,69.583183,-1.510432,-36.070511,-59.475033,-33.811779,61.584129,69.788216,-1.507032,0.000012,0.000018,0.000015,0.000035,-0.000007,0.000014,-0.000006,0.000013,49.999702,-0.000654,3712075792.120000,69.559044,-1.615723,-36.152556,-59.398661,-33.695758,61.621801,69.763332,-1.618314,0.000028,-0.000017,0.000019,-0.000004,-0.001326,0.001849,0.000762,0.000075,50.000025,-0.000012,64.000000,-3.148092,-6.203177,-3.794161,5.823534,7.011649,0.375662,-0.000032,-0.000006,0.000007,-0.000007,0.001384,-0.001931
3712075792.140000,0.151405,0.030391,0.001483,0.157506,0.028982,0.001548,0.167976,0.029369,0.001654,0.158982,0.029583,0.001562,120.127024,-30.438674,1.541446,96.689487,-51.151817,-1.254666,133.457741,-64.145765,3.569114,218.653972,24.649683,-2.675619,-0.000085,0.000703,3712075792.140000,69.582466,-1.512509,-36.070896,-59.472584,-33.808331,61.583893,69.786690,-1.509201,0.000031,-0.000009,-0.000026,-0.000020,-0.000018,0.000014,0.000014,0.000003,49.999939,0.000701,3712075792.140000,69.559007,-1.615208,-36.152436,-59.399461,-33.696550,61.621618,69.763610,-1.617715,-0.000012,-0.000044,0.000022,-0.000063,0.000030,-0.000057,-0.000011,0.000003,50.000024,-0.000002,64.000000,6.683333,-1.930413,-5.008681,-4.818690,-1.683090,6.815500,-0.000016,-0.000016,0.000040,0.000002,0.000044,0.000009
3712075792.160000,0.154592,0.027272,0.001521,0.159461,0.024909,0.001575,0.170383,0.027842,0.001681,0.161502,0.026681,0.001593,68.067140,-27.767024,0.748572,138.437754,-26.531994,4.453091,19.054413,7.830279,0.167481,60.368364,-43.242037,0.566692,0.000327,0.000245,3712075792.160000,69.581154,-1.510260,-36.067978,-59.471443,-33.809090,61.582668,69.785210,-1.507375,0.000039,-0.000020,-0.000001,0.000040,0.000008,-0.000043,0.000012,-0.000010,50.000313,0.000219,3712075792.160000,69.559805,-1.615682,-36.152586,-59.399772,-33.696159,61.622247,69.764107,-1.618083,0.000020,-0.000057,-0.000053,-0.000015,0.000001,-0.000041,0.000008,-0.000025,49.999985,-0.000026,64.000000,0.644873,6.926669,5.672480,-4.017390,-6.379061,-2.930101,0.000016,0.000001,-0.000056,0.000091,0.000011,0.000026
3712075792.180000,0.157971,0.029271,0.001552,0.162207,0.029484,0.001595,0.175044,0.033161,0.001718,0.165104,0.030646,0.001622,131.482348,-59.282129,-2.334085,122.626150,-44.279562,1.745079,213.829331,14.257627,3.268354,142.679738,-42.190162,2.222795,-0.000066,0.000200,3712075792.180000,69.582375,-1.508577,-36.068424,-59.474182,-33.812386,61.584587,69.787582,-1.505855,-0.000033,-0.000006,0.000038,0.000003,-0.000021,0.000034,-0.000008,0.000017,49.999950,0.000180,3712075792.180000,69.559589,-1.616102,-36.152569,-59.399071,-33.695332,61.622167,69.763668,-1.618560,0.000067,-0.000048,-0.000007,-0.000068,0.000015,-0.000032,0.000032,-0.000006,50.000016,-0.000020,64.000000,-6.924731,-0.664586,2.883683,6.325023,4.074267,-5.716024,0.000015,0.000008,-0.000058,-0.000068,-0.000018,0.000040
3712075792.200000,0.153597,0.030196,0.001506,0.158555,0.031943,0.001553,0.172506,0.034857,0.001689,0.161589,0.032340,0.001583,101.039266,-85.785945,1.573221,126.784696,-32.769921,-1.686664,107.237111,-64.282965,4.681013,95.011117,-67.709056,-1.253395,-0.000307,0.000488,3712075792.200000,69.582314,-1.511286,-36.071560,-59.474068,-33.811562,61.585945,69.788307,-1.508146,-0.000002,0.000012,-0.000028,-0.000019,-0.000015,0.000014,0.000014,-0.000005,49.999729,0.000484,3712075792.200000,69.558955,-1.615572,-36.152319,-59.399010,-33.695738,61.621492,69.763271,-1.618091,0.000086,0.000011,0.000033,-0.000039,-0.000037,-0.000043,0.000028,0.000038,50.000037,-0.000004,64.000000,1.949411,-6.677641,-6.753247,1.647444,4.851101,5.073003,-0.000055,-0.000024,0.000079,-0.000065,-0.000039,-0.000049
3712075792.220000,0.150859,0.026365,0.001485,0.157717,0.027755,0.001552,0.170403,0.027760,0.001681,0.159691,0.027297,0.001573,52.681463,-52.613514,-0.038859,77.762795,-2.407957,5.474547,98.222522,-50.145870,5.000986,86.643246,-35.632817,-1.029221,0.000226,-0.000592,3712075792.220000,69.579941,-1.512337,-36.070080,-59.472244,-33.809235,61.582157,69.785263,-1.508414,0.000026,0.000006,-0.000029,0.000007,-0.000024,0.000010,0.000016,-0.000006,50.000214,-0.000616,3712075792.220000,69.559278,-1.615247,-36.152324,-59.399693,-33.696311,61.621798,69.763760,-1.617756,0.000055,0.000015,-0.000026,-0.000016,-0.000032,-0.000040,0.000021,0.000016,49.999988,-0.000024,64.000000,6.193792,3.166187,-0.352816,-6.942904,-5.893055,3.813605,0.000049,0.000024,0.000032,0.000060,0.000051,-0.000005
3712075792.240000,0.155885,0.027380,0.001534,0.163399,0.027579,0.001610,0.174216,0.025526,0.001723,0.164518,0.026827,0.001623,250.604320,190.083866,-1.000010,60.043500,-1.001682,5.670255,125.037326,-42.205173,4.512594,181.791757,20.352971,-1.934526,0.000234,-0.000358,3712075792.240000,69.581062,-1.509654,-36.067089,-59.473949,-33.810677,61.579865,69.785210,-1.505574,0.000017,-0.000050,-0.000030,0.000002,-0.000001,0.000040,0.000009,-0.000031,50.000214,-0.000380,3712075792.240000,69.559618,-1.615975,-36.152844,-59.399411,-33.695915,61.622304,69.763959,-1.618395,0.000018,-0.000004,-0.000026,-0.000016,-0.000068,-0.000015,0.000022,0.000016,49.999979,-0.000022,64.000000,-4.269773,5.490087,6.886029,0.953782,-2.641787,-6.503966,-0.000033,-0.000001,-0.000038,0.000035,-0.000034,0.000065
3712075792.260000,0.156446,0.031681,0.001532,0.163281,0.031243,0.001602,0.173511,0.031458,0.001706,0.164434,0.031456,0.001614,110.614751,-21.577297,-1.318553,31.446781,9.310467,0.288290,139.401594,-34.083804,4.316169,157.922139,37.677517,-1.424437,-0.000336,-0.000406,3712075792.260000,69.583557,-1.510038,-36.068535,-59.475052,-33.811222,61.583549,69.787750,-1.506393,0.000004,-0.000028,-0.000006,0.000025,0.000013,0.000032,0.000017,-0.000017,49.999702,-0.000410,3712075792.260000,69.559126,-1.616113,-36.152496,-59.398622,-33.695506,61.621760,69.763284,-1.618499,0.000036,-0.000004,0.000001,0.000023,-0.000052,-0.000001,0.000014,0.000010,50.000039,-0.000004,64.000000,-4.592430,-5.223641,-2.226442,6.585731,6.884897,-1.376577,-0.000004,-0.000011,-0.000024,0.000020,-0.000059,-0.000034
3712075792.280000,0.152476,0.028996,0.001497,0.157940,0.029745,0.001551,0.169159,0.032015,0.001661,0.159887,0.030256,0.001570,111.973647,-17.067507,1.306075,190.222930,-0.991315,-3.738099,77.841771,-64.235485,-0.752855,217.266697,87.600273,-4.658766,-0.000127,0.000739,3712075792.280000,69.581573,-1.511642,-36.070847,-59.472759,-33.809299,61.585312,69.787003,-1.508825,0.000010,0.000013,-0.000004,-0.000017,-0.000012,-0.000001,-0.000006,-0.000002,49.999908,0.000730,3712075792.280000,69.559063,-1.615316,-36.152286,-59.399077,-33.696187,61.621647,69.763440,-1.617882,0.000018,-0.000008,-0.000007,0.000017,-0.000023,-0.000025,-0.000001,0.000003,50.000035,-0.000008,64.000000,5.991143,-3.531719,-6.051061,-3.420930,0.062061,7.021270,-0.000012,0.000028,-0.000043,-0.000047,0.000073,-0.000052
