Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,I Freq,I_VA_real,I_VA_imag,I_VB_real,I_VB_imag,I_ VC_real,I_VC_imag,I_IA_real,I_IA_imag,I_IB_real,I_IB_imag,I_IC_real,I_IC_imag
3712075164.100000,0.151850,0.027680,0.001493,0.155219,0.026973,0.001528,0.169044,0.031659,0.001660,0.158736,0.028781,0.001561,98.005759,-23.228662,-1.148809,133.358950,-27.382912,-4.538597,121.114757,-45.997302,-1.733777,37.880303,-34.058926,0.204537,0.000014,0.005091,3712075164.100000,69.580925,-1.514342,-36.072651,-59.468399,-33.805843,61.585262,69.785240,-1.511962,-0.000025,-0.000006,-0.000040,-0.000023,0.000021,0.000006,0.000002,-0.000019,50.000011,0.005067,3712075164.100000,69.559333,-1.617767,-36.153747,-59.397176,-33.692882,61.621795,69.762717,-1.620416,-0.000007,-0.000033,-0.000022,0.000060,-0.000017,0.000036,-0.000003,-0.000029,49.999997,-0.000024,40.000000,6.957443,-0.131759,-3.591192,-5.955506,-3.396202,6.149488,0.000020,-0.000026,0.000018,-0.000005,0.000039,-0.000018
3712075164.120000,0.153118,0.029775,0.001502,0.158064,0.032647,0.001546,0.173501,0.033991,0.001701,0.161597,0.032145,0.001583,51.408002,-32.415376,-0.490240,151.381422,-36.375892,-3.941282,152.735326,-42.152061,-2.611486,33.565440,-9.942922,0.339451,0.000197,0.002454,3712075164.120000,69.582062,-1.513673,-36.073391,-59.471989,-33.808502,61.585373,69.787254,-1.510605,-0.000020,-0.000013,-0.000025,-0.000012,0.000017,-0.000010,-0.000003,-0.000014,50.000259,0.002451,3712075164.120000,69.558999,-1.617683,-36.153506,-59.396746,-33.692238,61.621849,69.762350,-1.620585,-0.000017,-0.000031,0.000014,0.000041,-0.000017,0.000030,-0.000008,-0.000013,50.000062,-0.000003,40.000000,2.024714,-6.658164,-6.774877,1.574164,4.797909,5.130847,-0.000011,-0.000014,-0.000013,-0.000010,0.000001,-0.000001
3712075164.140000,0.154649,0.031005,0.001515,0.163110,0.032868,0.001597,0.176162,0.031440,0.001733,0.164667,0.031770,0.001615,155.812139,-33.797701,-2.414795,141.377676,-57.710105,-3.389591,146.176618,-44.619655,2.417981,186.025502,-10.894319,-3.503670,0.000113,-0.003288,3712075164.140000,69.582809,-1.512933,-36.070999,-59.473660,-33.809513,61.583191,69.787125,-1.508734,-0.000023,-0.000000,-0.000012,-0.000017,0.000030,-0.000012,0.000000,-0.000009,50.000175,-0.003288,3712075164.140000,69.558871,-1.617837,-36.154071,-59.396442,-33.692142,61.622319,69.762433,-1.620956,0.000027,-0.000023,0.000017,0.000046,-0.000055,-0.000020,-0.000004,0.000009,50.000062,0.000000,40.000000,-5.706149,-3.983125,-0.596181,6.928274,6.361320,-2.978267,-0.000046,-0.000033,0.000032,0.000016,0.000003,0.000018
3712075164.160000,0.155889,0.029460,0.001531,0.164758,0.027583,0.001624,0.173199,0.026888,0.001711,0.164626,0.027974,0.001622,191.134613,-8.298585,2.987613,15.277630,-0.327209,0.153141,117.085874,-54.277406,4.534455,48.046866,-38.758377,-0.364866,-0.000074,-0.005066,3712075164.160000,69.581749,-1.511876,-36.068153,-59.471432,-33.807186,61.581383,69.784744,-1.508302,-0.000027,0.000013,0.000026,0.000024,-0.000034,0.000011,-0.000008,0.000015,49.999916,-0.005081,3712075164.160000,69.558861,-1.617898,-36.154721,-59.396392,-33.692726,61.622559,69.762690,-1.621044,0.000031,-0.000009,0.000029,0.000019,-0.000010,-0.000078,-0.000021,0.000018,49.999990,-0.000015,40.000000,-5.551574,4.196389,6.406187,2.707433,-0.866642,-6.971212,-0.000050,0.000030,-0.000004,-0.000031,0.000066,0.000027
3712075164.180000,0.154675,0.027981,0.001521,0.160258,0.024346,0.001584,0.169314,0.026657,0.001672,0.161430,0.026336,0.001592,161.255509,-10.565160,2.034785,88.006766,-44.686035,1.069698,70.209426,-69.206169,-0.213528,64.687819,-55.403286,0.505377,-0.000234,0.000440,3712075164.180000,69.580940,-1.512415,-36.069180,-59.468517,-33.805191,61.582314,69.783745,-1.509994,-0.000037,0.000010,-0.000006,0.000018,-0.000014,-0.000026,-0.000017,0.000009,49.999718,0.000391,3712075164.180000,69.559096,-1.617794,-36.154517,-59.396856,-33.693209,61.622317,69.762879,-1.620693,0.000028,0.000031,0.000023,0.000025,-0.000028,-0.000093,-0.000024,0.000037,49.999951,-0.000049,40.000000,2.274886,6.576641,4.555119,-5.255108,-6.897102,-1.329948,-0.000027,0.000060,-0.000017,-0.000017,0.000056,-0.000071
3712075164.200000,0.152679,0.028373,0.001500,0.156019,0.027783,0.001535,0.168979,0.031243,0.001660,0.159256,0.029140,0.001565,182.240215,-17.554872,-3.046351,149.182695,-49.577120,-2.869293,80.912023,-67.430908,-0.805173,87.796936,-57.364002,-1.067939,-0.000059,0.004597,3712075164.200000,69.581238,-1.513797,-36.072613,-59.468910,-33.805893,61.585098,69.785446,-1.511643,-0.000023,-0.000015,-0.000017,-0.000008,-0.000025,-0.000015,0.000009,0.000015,49.999943,0.004574,3712075164.200000,69.559153,-1.617707,-36.153813,-59.396965,-33.693064,61.621892,69.762665,-1.620414,0.000029,0.000015,0.000037,0.000006,-0.000020,-0.000087,-0.000020,0.000035,50.000002,-0.000023,40.000000,6.957328,-0.131684,-3.591174,-5.955566,-3.396153,6.149559,0.000053,0.000026,-0.000030,0.000029,-0.000046,-0.000088
3712075164.220000,0.152688,0.030536,0.001496,0.158562,0.033546,0.001549,0.173987,0.034788,0.001704,0.161784,0.032965,0.001584,50.864221,-32.474329,0.481031,133.487298,15.073296,-1.332927,97.708320,-59.017845,4.975607,123.215393,-0.455256,-1.331070,0.000210,0.002266,3712075164.220000,69.582428,-1.514070,-36.073521,-59.472530,-33.809216,61.585796,69.787796,-1.510549,0.000027,0.000006,0.000008,-0.000037,-0.000032,0.000000,0.000022,0.000016,50.000275,0.002262,3712075164.220000,69.558845,-1.617656,-36.153500,-59.396639,-33.692476,61.621896,69.762319,-1.620531,0.000040,-0.000011,0.000033,-0.000001,-0.000022,-0.000076,-0.000010,0.000025,50.000065,-0.000004,40.000000,2.024766,-6.658105,-6.774910,1.574189,4.797943,5.130699,0.000055,-0.000023,0.000028,0.000048,-0.000074,0.000001
3712075164.240000,0.154293,0.031566,0.001510,0.163497,0.033659,0.001600,0.177607,0.031049,0.001748,0.165152,0.032085,0.001620,121.350962,4.595217,1.269190,168.358206,3.019635,-1.955453,45.788821,-45.775786,-0.014837,23.722242,-3.622925,-0.239376,0.000127,-0.002952,3712075164.240000,69.582970,-1.513235,-36.071148,-59.474213,-33.810547,61.582436,69.787315,-1.508362,0.000012,0.000032,-0.000024,-0.000017,-0.000007,-0.000020,0.000007,0.000017,50.000183,-0.002952,3712075164.240000,69.558648,-1.617797,-36.154073,-59.396442,-33.692360,61.622324,69.762397,-1.620881,0.000033,-0.000001,0.000024,-0.000015,-0.000013,-0.000036,0.000003,0.000019,50.000056,0.000000,40.000000,-5.706244,-3.983210,-0.596143,6.928248,6.361182,-2.978433,0.000004,-0.000031,0.000040,-0.000018,-0.000051,0.000053
3712075164.260000,0.155258,0.029750,0.001524,0.164469,0.028508,0.001620,0.174059,0.027085,0.001719,0.164607,0.028442,0.001621,158.793542,-37.797320,2.719018,165.118977,-30.348043,3.612703,74.245193,-57.700566,-0.734808,79.656962,-64.300446,-0.808787,-0.000146,-0.004883,3712075164.260000,69.581856,-1.512395,-36.068726,-59.471962,-33.807884,61.581242,69.785103,-1.508327,0.000001,0.000020,-0.000033,0.000009,-0.000001,0.000024,0.000009,-0.000004,49.999847,-0.004900,3712075164.260000,69.558777,-1.617926,-36.154690,-59.396536,-33.692841,61.622582,69.762724,-1.620991,0.000012,-0.000030,0.000037,-0.000033,-0.000038,0.000040,0.000026,0.000011,49.999994,-0.000017,40.000000,-5.551620,4.196321,6.406148,2.707342,-0.866772,-6.971121,-0.000031,-0.000009,0.000006,-0.000018,-0.000018,0.000058
3712075164.280000,0.154333,0.028306,0.001517,0.159419,0.025793,0.001573,0.169439,0.028914,0.001669,0.161082,0.027669,0.001587,69.763909,-49.405013,-0.707116,168.826606,16.181642,4.495325,136.891512,-28.197080,1.823008,26.451245,-23.938972,0.129100,-0.000230,0.000529,3712075164.280000,69.581093,-1.512743,-36.070232,-59.469124,-33.805836,61.583858,69.784691,-1.510379,-0.000005,-0.000020,-0.000030,0.000006,0.000001,0.000029,0.000004,-0.000012,49.999722,0.000480,3712075164.280000,69.559028,-1.617833,-36.154406,-59.396992,-33.693245,61.622387,69.762904,-1.620653,0.000018,-0.000036,0.000001,-0.000026,0.000039,-0.000012,0.000003,-0.000017,49.999951,-0.000049,40.000000,2.274843,6.576748,4.555133,-5.255020,-6.897061,-1.329794,-0.000034,-0.000003,0.000013,-0.000021,0.000017,0.000069
