Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF,I Freq,I_VA_real,I_VA_imag,I_VB_real,I_VB_imag,I_ VC_real,I_VC_imag,I_IA_real,I_IA_imag,I_IB_real,I_IB_imag,I_IC_real,I_IC_imag
3712075208.100000,0.150911,0.023609,0.001490,0.156395,0.026502,0.001541,0.172132,0.029307,0.001696,0.159847,0.026478,0.001576,78.054726,-67.599510,0.699761,394.282578,282.627065,1.558451,150.235807,-49.578038,-3.036187,133.207361,-66.759088,-3.089728,-0.000070,0.003383,3712075208.100000,69.577881,-1.514491,-36.071918,-59.468349,-33.806751,61.583107,69.783615,-1.511188,-0.000001,0.000017,-0.000013,0.000010,0.000027,-0.000034,-0.000012,-0.000006,49.999855,0.003307,3712075208.100000,69.559124,-1.617803,-36.153943,-59.396946,-33.692387,61.622293,69.762675,-1.620749,0.000030,0.000041,0.000003,0.000003,-0.000045,0.000073,0.000037,0.000015,49.999925,-0.000075,41.000000,5.706749,3.980510,0.592647,-6.928611,-6.360320,2.981358,-0.000053,0.000040,-0.000027,-0.000015,0.000027,0.000004
3712075208.120000,0.150900,0.028110,0.001482,0.156676,0.030580,0.001536,0.172052,0.029793,0.001694,0.159909,0.029500,0.001571,117.099954,-70.802440,2.082599,123.323822,-22.668453,4.762286,112.299928,-56.319492,-4.631798,121.811666,-72.069691,2.383934,0.000048,0.004087,3712075208.120000,69.580704,-1.514882,-36.073425,-59.470421,-33.806873,61.583740,69.785614,-1.511478,-0.000014,0.000018,-0.000012,0.000021,-0.000006,-0.000038,-0.000015,0.000006,50.000080,0.004079,3712075208.120000,69.558829,-1.617571,-36.153696,-59.396764,-33.692447,61.622571,69.762573,-1.620660,0.000078,0.000011,-0.000028,-0.000014,-0.000086,0.000020,0.000055,0.000020,50.000032,-0.000008,41.000000,6.031787,-3.470258,-6.018356,-3.486941,-0.010753,7.024439,0.000053,0.000065,-0.000009,0.000017,0.000006,0.000000
3712075208.140000,0.154462,0.032329,0.001510,0.161026,0.033274,0.001575,0.171802,0.030480,0.001691,0.162440,0.032017,0.001592,97.700423,-64.467258,1.326744,57.545864,-49.062335,0.424552,114.379371,-72.342040,2.003128,90.605259,-76.369991,-1.050599,0.000104,0.000550,3712075208.140000,69.583260,-1.513195,-36.072330,-59.473373,-33.807034,61.584320,69.787323,-1.510158,-0.000016,0.000018,-0.000005,-0.000029,0.000017,-0.000019,0.000014,-0.000002,50.000217,0.000550,3712075208.140000,69.558408,-1.617752,-36.153941,-59.396713,-33.692607,61.622601,69.762494,-1.620758,0.000038,0.000056,-0.000033,-0.000047,-0.000087,-0.000029,0.000038,0.000047,50.000113,-0.000000,41.000000,-0.570446,-6.935492,-5.717703,3.959409,6.350946,3.000800,0.000081,-0.000016,0.000022,0.000002,0.000008,-0.000012
3712075208.160000,0.158334,0.031576,0.001551,0.163512,0.030126,0.001607,0.171742,0.031151,0.001689,0.164548,0.030958,0.001616,117.348942,-67.107853,-1.991872,53.533602,-49.663047,0.282633,100.039477,-80.581422,4.807592,73.734098,-73.527661,-0.107214,0.000033,-0.003919,3712075208.160000,69.582733,-1.510661,-36.069717,-59.472656,-33.807285,61.584736,69.786674,-1.508675,0.000024,0.000002,0.000025,-0.000011,-0.000017,0.000006,-0.000005,0.000018,50.000111,-0.003919,3712075208.160000,69.558342,-1.618091,-36.154345,-59.396726,-33.692745,61.622541,69.762549,-1.620936,-0.000035,0.000065,0.000041,-0.000034,-0.000040,-0.000086,-0.000027,0.000065,50.000077,-0.000000,41.000000,-6.517832,-2.435695,1.149239,6.858339,5.418824,-4.468916,0.000015,-0.000053,-0.000007,-0.000014,0.000005,-0.000020
3712075208.180000,0.157692,0.027371,0.001553,0.160876,0.025702,0.001588,0.172546,0.030920,0.001697,0.163727,0.027999,0.001613,376.497245,252.374832,1.678591,326.134957,177.399287,-1.928285,110.440991,-76.431448,-1.926542,135.449771,-17.104940,-1.659885,-0.000104,-0.004231,3712075208.180000,69.580284,-1.510638,-36.069176,-59.469349,-33.807495,61.584225,69.784691,-1.508916,-0.000009,0.000036,0.000015,-0.000013,-0.000020,-0.000001,0.000005,0.000021,49.999866,-0.004271,3712075208.180000,69.558816,-1.618236,-36.154269,-59.396734,-33.692504,61.622463,69.762633,-1.621017,0.000011,0.000001,0.000003,0.000007,0.000033,-0.000076,-0.000026,0.000003,49.999971,-0.000040,41.000000,-4.980176,4.861453,6.695991,1.880676,-1.736891,-6.805893,-0.000064,-0.000024,-0.000017,-0.000012,-0.000013,-0.000005
3712075208.200000,0.153394,0.024801,0.001514,0.157641,0.026647,0.001554,0.173466,0.029773,0.001709,0.161538,0.027082,0.001592,147.954423,23.553188,-1.433792,60.451741,-57.965440,-0.265434,128.024289,-68.227356,2.580649,128.482275,-56.965063,4.140859,-0.000078,-0.000239,3712075208.200000,69.578819,-1.513035,-36.071278,-59.468719,-33.807564,61.583263,69.784111,-1.510246,0.000010,0.000023,0.000015,0.000009,-0.000019,0.000011,0.000002,0.000014,49.999832,-0.000329,3712075208.200000,69.559198,-1.617945,-36.153986,-59.396783,-33.692258,61.622593,69.762724,-1.620923,-0.000018,0.000011,0.000029,0.000029,0.000070,0.000002,-0.000030,-0.000013,49.999910,-0.000090,41.000000,2.276696,6.575482,4.552622,-5.257012,-6.897989,-1.326606,0.000003,-0.000023,-0.000024,0.000020,-0.000012,0.000026
3712075208.220000,0.150478,0.027261,0.001480,0.157263,0.029677,0.001544,0.172570,0.028081,0.001702,0.160132,0.028335,0.001576,138.920305,-50.711384,2.341811,183.411645,10.012512,-4.160434,124.334349,-41.830518,1.750144,109.241654,-55.078746,4.721759,-0.000051,0.004036,3712075208.220000,69.580284,-1.515136,-36.072655,-59.470127,-33.806835,61.582546,69.784904,-1.511201,0.000015,0.000011,-0.000034,-0.000005,-0.000021,0.000009,-0.000012,0.000003,49.999912,0.003999,3712075208.220000,69.559003,-1.617650,-36.153713,-59.396728,-33.692483,61.622708,69.762669,-1.620709,-0.000006,-0.000038,0.000012,0.000029,0.000022,0.000033,-0.000006,-0.000026,49.999963,-0.000037,41.000000,6.918780,0.738099,-2.819315,-6.357498,-4.137130,5.676449,0.000002,0.000012,0.000005,0.000024,-0.000006,0.000024
3712075208.240000,0.151707,0.032425,0.001482,0.159239,0.031991,0.001560,0.170281,0.028931,0.001678,0.160412,0.031111,0.001573,273.364896,91.427505,-2.394310,145.995664,-26.553293,-4.297559,59.464614,-12.805516,0.632359,155.841205,-44.029600,3.226456,-0.000001,0.003603,3712075208.240000,69.583397,-1.515109,-36.072750,-59.471989,-33.805817,61.583820,69.786697,-1.511415,0.000023,0.000016,-0.000028,-0.000007,0.000023,0.000007,0.000013,0.000007,50.000076,0.003603,3712075208.240000,69.558521,-1.617689,-36.153897,-59.396653,-33.692695,61.622625,69.762529,-1.620713,-0.000015,0.000002,0.000007,0.000039,0.000026,-0.000009,-0.000024,-0.000010,50.000077,0.000000,41.000000,3.614966,-5.946901,-6.953452,-0.156973,3.374858,6.160713,0.000020,-0.000011,0.000024,0.000002,0.000007,0.000020
3712075208.260000,0.156556,0.032942,0.001530,0.161554,0.031484,0.001584,0.170357,0.032134,0.001673,0.162839,0.032183,0.001596,326.029451,325.856963,0.051390,98.058415,-22.804043,1.147370,15.973809,0.139377,-0.159791,133.474301,-12.693844,4.701334,0.000114,-0.001475,3712075208.260000,69.583748,-1.512108,-36.071434,-59.472614,-33.806614,61.585773,69.787468,-1.510026,0.000001,0.000031,-0.000033,0.000003,0.000029,-0.000007,-0.000014,0.000013,50.000229,-0.001475,3712075208.260000,69.558438,-1.618054,-36.154229,-59.396691,-33.692724,61.622435,69.762517,-1.620884,0.000001,0.000007,-0.000013,0.000041,0.000029,-0.000003,-0.000015,-0.000016,50.000115,0.000000,41.000000,-3.840708,-5.802166,-3.102075,6.223601,7.010879,-0.430013,-0.000027,0.000013,0.000032,-0.000022,0.000015,-0.000015
3712075208.280000,0.157810,0.028578,0.001552,0.161625,0.028460,0.001591,0.173314,0.032557,0.001702,0.164276,0.029875,0.001615,54.768508,4.051074,0.542059,805.152739,695.543249,1.604628,161.066647,94.072347,0.976861,161.701092,-11.667372,-4.220446,-0.000011,-0.004026,3712075208.280000,69.581116,-1.510739,-36.070042,-59.471142,-33.808235,61.584961,69.785973,-1.508811,-0.000004,0.000039,-0.000008,0.000051,0.000015,-0.000016,-0.000013,-0.000005,50.000027,-0.004029,3712075208.280000,69.558809,-1.618250,-36.154311,-59.396783,-33.692399,61.622351,69.762603,-1.621038,0.000016,0.000034,0.000006,0.000001,-0.000002,-0.000011,0.000001,0.000016,50.000038,-0.000003,41.000000,-6.885837,1.006057,4.311536,5.456410,2.595067,-6.526630,-0.000001,-0.000007,-0.000057,-0.000048,-0.000008,-0.000037
