Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3729163152.240000,0.134158,0.036347,0.001291,0.131154,0.033318,0.001268,0.138155,0.035888,0.001334,0.134498,0.035194,0.001298,0.076826,0.011201,0.000760,0.081251,0.021822,0.000783,0.072870,0.021963,0.000695,0.076800,0.018376,0.000746,-0.000068,-0.000096,3729163152.240000,69.562645,-1.567360,-36.095219,-59.418938,-33.745518,61.580254,69.757133,-1.560974,4.910069,-0.015069,-2.511992,-4.319385,-2.494087,4.351986,4.974246,-0.015625,49.999939,-0.000152,3729163152.240000,69.535289,-1.656574,-36.158504,-59.353335,-33.651270,61.603103,69.730508,-1.650929,4.909507,-0.018798,-2.514823,-4.316476,-2.490515,4.352762,4.973319,-0.019331,50.000007,-0.000056
3729163152.260000,0.134254,0.036076,0.001293,0.130267,0.033136,0.001260,0.139280,0.036708,0.001343,0.134615,0.035315,0.001299,0.078672,0.011869,0.000778,0.081379,0.022643,0.000782,0.073570,0.022261,0.000701,0.077684,0.018972,0.000753,-0.000035,0.001902,3729163152.260000,69.561768,-1.567185,-36.096645,-59.417915,-33.747463,61.581196,69.757378,-1.561091,4.910107,-0.015057,-2.511976,-4.319405,-2.494099,4.351998,4.974267,-0.015612,50.000004,0.001811,3729163152.260000,69.534598,-1.656524,-36.159478,-59.352733,-33.652357,61.603860,69.730666,-1.651106,4.909511,-0.018873,-2.514782,-4.316463,-2.490493,4.352777,4.973310,-0.019355,50.000039,-0.000091
3729163152.280000,0.132987,0.034029,0.001285,0.130512,0.034365,0.001259,0.140060,0.035403,0.001355,0.134536,0.034598,0.001300,0.078872,0.011491,0.000780,0.080480,0.022625,0.000772,0.073985,0.021067,0.000709,0.077597,0.018440,0.000754,-0.000031,0.000364,3729163152.280000,69.560104,-1.568173,-36.098022,-59.419067,-33.748817,61.579399,69.757088,-1.560936,4.910058,-0.015083,-2.511992,-4.319344,-2.494080,4.351921,4.974210,-0.015628,50.000042,0.000309,3729163152.280000,69.534369,-1.657019,-36.160367,-59.353182,-33.653440,61.603259,69.730874,-1.651040,4.909480,-0.018911,-2.514758,-4.316426,-2.490468,4.352772,4.973280,-0.019373,50.000073,-0.000055
3729163152.300000,0.133123,0.035216,0.001284,0.131039,0.033895,0.001266,0.140007,0.034211,0.001357,0.134734,0.034439,0.001302,0.078337,0.011605,0.000775,0.082836,0.022818,0.000796,0.072210,0.021149,0.000690,0.077616,0.018567,0.000754,-0.000005,-0.000928,3729163152.300000,69.561615,-1.568915,-36.096725,-59.420250,-33.748219,61.577190,69.756981,-1.560418,4.910058,-0.015135,-2.511974,-4.319414,-2.494042,4.351977,4.974237,-0.015649,50.000057,-0.000957,3729163152.300000,69.535057,-1.657618,-36.159641,-59.354401,-33.653090,61.601869,69.730875,-1.650696,4.909475,-0.018936,-2.514839,-4.316428,-2.490510,4.352778,4.973300,-0.019393,50.000063,-0.000029
3729163152.320000,0.134367,0.036243,0.001294,0.131404,0.033052,0.001272,0.138571,0.032630,0.001347,0.134777,0.033968,0.001304,0.077239,0.013459,0.000761,0.082179,0.022088,0.000791,0.072099,0.020249,0.000692,0.077073,0.018629,0.000748,-0.000078,-0.000733,3729163152.320000,69.562927,-1.567878,-36.095066,-59.419853,-33.745602,61.576538,69.756401,-1.560306,4.910106,-0.015127,-2.511990,-4.319399,-2.494001,4.351929,4.974231,-0.015657,49.999958,-0.000748,3729163152.320000,69.535639,-1.657264,-36.158643,-59.354289,-33.651676,61.601821,69.730621,-1.650709,4.909433,-0.018859,-2.514853,-4.316456,-2.490485,4.352772,4.973291,-0.019373,50.000036,-0.000016
3729163152.340000,0.134599,0.034600,0.001301,0.131174,0.033384,0.001268,0.136882,0.033130,0.001328,0.134225,0.033704,0.001299,0.077690,0.014518,0.000763,0.081874,0.021492,0.000790,0.073127,0.018915,0.000706,0.077508,0.018331,0.000753,-0.000088,0.000170,3729163152.340000,69.561760,-1.566722,-36.095043,-59.418781,-33.744072,61.578735,69.756081,-1.560900,4.910193,-0.015095,-2.511995,-4.319334,-2.494030,4.351872,4.974230,-0.015641,49.999931,0.000118,3729163152.340000,69.535604,-1.656615,-36.158306,-59.353138,-33.651123,61.603081,69.730492,-1.650957,4.909467,-0.018839,-2.514866,-4.316421,-2.490485,4.352810,4.973305,-0.019383,50.000019,-0.000052
3729163152.360000,0.134404,0.035005,0.001297,0.130096,0.032802,0.001259,0.138491,0.035970,0.001337,0.134342,0.034596,0.001298,0.076624,0.014419,0.000753,0.081209,0.022168,0.000781,0.074567,0.020664,0.000716,0.077400,0.019112,0.000750,-0.000037,0.001145,3729163152.360000,69.561180,-1.566756,-36.096680,-59.417515,-33.746773,61.580921,69.756874,-1.561180,4.910171,-0.015108,-2.511965,-4.319372,-2.494112,4.351947,4.974264,-0.015619,50.000008,0.001054,3729163152.360000,69.534748,-1.656425,-36.159580,-59.352563,-33.652295,61.603831,69.730665,-1.651144,4.909450,-0.018801,-2.514780,-4.316451,-2.490479,4.352833,4.973300,-0.019346,50.000045,-0.000091
3729163152.380000,0.133938,0.035719,0.001291,0.130097,0.033954,0.001256,0.140398,0.036001,0.001357,0.134828,0.035229,0.001301,0.076536,0.012485,0.000755,0.081330,0.023276,0.000779,0.073348,0.020554,0.000704,0.076940,0.018811,0.000746,-0.000012,0.000541,3729163152.380000,69.561386,-1.567808,-36.098049,-59.418728,-33.749184,61.579472,69.757507,-1.560786,4.910124,-0.015139,-2.511998,-4.319411,-2.494104,4.351996,4.974278,-0.015643,50.000065,0.000491,3729163152.380000,69.534468,-1.656994,-36.160353,-59.353201,-33.653486,61.603028,69.730852,-1.650973,4.909498,-0.018845,-2.514778,-4.316448,-2.490527,4.352856,4.973329,-0.019350,50.000077,-0.000050
3729163152.400000,0.133726,0.036270,0.001287,0.130888,0.033847,0.001264,0.139543,0.033699,0.001354,0.134723,0.034600,0.001302,0.077371,0.014704,0.000760,0.081723,0.023834,0.000782,0.072981,0.020620,0.000700,0.077268,0.019751,0.000747,-0.000062,-0.000476,3729163152.400000,69.562195,-1.568594,-36.097027,-59.420181,-33.747887,61.576691,69.757004,-1.560422,4.910215,-0.015145,-2.512028,-4.319405,-2.494061,4.351966,4.974296,-0.015662,50.000011,-0.000497,3729163152.400000,69.534898,-1.657511,-36.159875,-59.354412,-33.653147,61.601566,69.730786,-1.650660,4.909480,-0.018872,-2.514804,-4.316412,-2.490500,4.352813,4.973300,-0.019373,50.000074,-0.000020
3729163152.420000,0.134049,0.035456,0.001293,0.131045,0.034087,0.001265,0.138079,0.033082,0.001340,0.134392,0.034197,0.001299,0.079082,0.014453,0.000777,0.082678,0.022033,0.000797,0.074645,0.019762,0.000720,0.078730,0.018775,0.000765,-0.000065,-0.000589,3729163152.420000,69.562210,-1.567824,-36.095734,-59.420048,-33.745468,61.576874,69.756401,-1.560542,4.910256,-0.015084,-2.511977,-4.319428,-2.494084,4.351875,4.974285,-0.015601,49.999977,-0.000600,3729163152.420000,69.535471,-1.657146,-36.158553,-59.354103,-33.651770,61.601670,69.730468,-1.650622,4.909533,-0.018899,-2.514864,-4.316475,-2.490459,4.352809,4.973338,-0.019400,50.000042,-0.000010
