Timestamp,Inst. Freq,Inst ROCOF,Ref Freq,Ref ROCOF
3726244358.100000,49.999966,0.000947,0.000000,0.000000
3726244358.120000,50.000042,0.001159,0.000000,0.000000
3726244358.140000,50.000065,-0.000486,0.000000,0.000000
3726244358.160000,49.999985,-0.001179,0.000000,0.000000
3726244358.180000,49.999935,-0.000277,0.000000,0.000000
3726244358.200000,49.999985,0.000884,0.000000,0.000000
3726244358.220000,50.000038,0.000963,0.000000,0.000000
3726244358.240000,50.000038,-0.000669,0.000000,0.000000
3726244358.260000,49.999989,-0.001187,0.000000,0.000000
3726244358.280000,49.999954,-0.000411,0.000000,0.000000
3726244358.300000,49.999943,0.000936,0.000000,0.000000
3726244358.320000,50.000008,0.001894,0.000000,0.000000
3726244358.340000,50.000099,-0.000395,0.000000,0.000000
3726244358.360000,50.000061,-0.001544,0.000000,0.000000
3726244358.380000,49.999886,-0.000554,0.000000,0.000000
3726244358.400000,49.999931,0.000353,0.000000,0.000000
3726244358.420000,50.000072,0.001835,0.000000,0.000000
3726244358.440000,50.000069,-0.000146,0.000000,0.000000
3726244358.460000,49.999992,-0.001940,0.000000,0.000000
3726244358.480000,49.999939,-0.000425,0.000000,0.000000
3726244358.500000,49.999935,0.001155,0.000000,0.000000
3726244358.520000,50.000046,0.001654,0.000000,0.000000
3726244358.540000,50.000095,-0.000086,0.000000,0.000000
3726244358.560000,50.000023,-0.002160,0.000000,0.000000
3726244358.580000,49.999916,-0.000897,0.000000,0.000000
3726244358.600000,49.999908,0.000767,0.000000,0.000000
3726244358.620000,50.000034,0.001596,0.000000,0.000000
3726244358.640000,50.000092,0.000115,0.000000,0.000000
3726244358.660000,49.999985,-0.000561,0.000000,0.000000
3726244358.680000,49.999947,-0.000522,0.000000,0.000000
3726244358.700000,50.000015,0.000434,0.000000,0.000000
3726244358.720000,50.000023,0.001092,0.000000,0.000000
3726244358.740000,50.000034,-0.000528,0.000000,0.000000
3726244358.760000,50.000019,-0.000602,0.000000,0.000000
3726244358.780000,49.999973,-0.000706,0.000000,0.000000
3726244358.800000,49.999958,0.000171,0.000000,0.000000
3726244358.820000,50.000000,0.001169,0.000000,0.000000
3726244358.840000,50.000065,-0.000223,0.000000,0.000000
3726244358.860000,50.000019,-0.000657,0.000000,0.000000
3726244358.880000,49.999943,-0.000864,0.000000,0.000000
3726244358.900000,49.999962,0.000891,0.000000,0.000000
3726244358.920000,50.000011,0.001194,0.000000,0.000000
3726244358.940000,50.000099,-0.000805,0.000000,0.000000
3726244358.960000,49.999947,-0.001293,0.000000,0.000000
3726244358.980000,49.999924,-0.049439,0.000000,0.000000
3726244359.000000,50.001045,-0.237981,0.000000,0.000000
3726244359.020000,49.995468,-0.516354,0.000000,0.000000
3726244359.040000,49.978207,-0.792392,0.000000,0.000000
3726244359.060000,49.957676,-0.965705,0.000000,0.000000
3726244359.080000,49.937492,-1.000724,0.000000,0.000000
3726244359.100000,49.917538,-1.006506,0.000000,0.000000
3726244359.120000,49.897594,-1.023482,0.000000,0.000000
3726244359.140000,49.876915,-1.026263,0.000000,0.000000
3726244359.160000,49.855545,-1.021024,0.000000,0.000000
3726244359.180000,49.835674,-1.008680,0.000000,0.000000
3726244359.200000,49.816090,-0.995131,0.000000,0.000000
3726244359.220000,49.795982,-1.000059,0.000000,0.000000
3726244359.240000,49.775970,-1.000792,0.000000,0.000000
3726244359.260000,49.755920,-1.001473,0.000000,0.000000
3726244359.280000,49.735905,-0.999087,0.000000,0.000000
3726244359.300000,49.715908,-0.998002,0.000000,0.000000
3726244359.320000,49.696056,-0.999442,0.000000,0.000000
3726244359.340000,49.676060,-1.000048,0.000000,0.000000
3726244359.360000,49.655937,-1.001917,0.000000,0.000000
3726244359.380000,49.635887,-0.999729,0.000000,0.000000
3726244359.400000,49.615944,-0.998182,0.000000,0.000000
3726244359.420000,49.596088,-0.999280,0.000000,0.000000
3726244359.440000,49.576054,-1.000436,0.000000,0.000000
3726244359.460000,49.555920,-1.001411,0.000000,0.000000
3726244359.480000,49.535931,-1.000343,0.000000,0.000000
3726244359.500000,49.515991,-0.998691,0.000000,0.000000
3726244359.520000,49.496029,-0.999807,0.000000,0.000000
3726244359.540000,49.475998,-1.000649,0.000000,0.000000
3726244359.560000,49.455944,-1.000679,0.000000,0.000000
