Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3729163781.240000,0.134443,0.036704,0.001293,0.131566,0.034950,0.001268,0.139278,0.032820,0.001353,0.135091,0.034824,0.001305,0.078528,0.013112,0.000774,0.084225,0.020876,0.000816,0.075124,0.020649,0.000722,0.079197,0.018207,0.000771,-0.000028,-0.001284,3729163781.240000,69.564522,-1.566688,-36.083160,-59.399807,-33.748703,61.577236,69.749886,-1.559035,4.909138,-0.015071,-2.511767,-4.319231,-2.494020,4.351659,4.973746,-0.015552,50.000019,-0.001304,3729163781.240000,69.536915,-1.656034,-36.145828,-59.333263,-33.654292,61.602635,69.723511,-1.649484,4.908481,-0.018869,-2.514765,-4.316279,-2.490362,4.352561,4.972827,-0.019381,50.000047,-0.000020
3729163781.260000,0.135869,0.035808,0.001310,0.132595,0.035367,0.001278,0.138100,0.033211,0.001340,0.135521,0.034793,0.001310,0.078298,0.012385,0.000773,0.083121,0.021154,0.000804,0.075870,0.022916,0.000723,0.078944,0.018840,0.000767,-0.000030,-0.000386,3729163781.260000,69.564209,-1.564848,-36.081928,-59.399361,-33.746941,61.578773,69.749596,-1.558905,4.909200,-0.015061,-2.511829,-4.319192,-2.494028,4.351702,4.973780,-0.015578,49.999981,-0.000403,3729163781.260000,69.537199,-1.655412,-36.145009,-59.332227,-33.653203,61.603489,69.723235,-1.649670,4.908579,-0.018854,-2.514768,-4.316259,-2.490310,4.352507,4.972830,-0.019387,50.000011,-0.000017
3729163781.280000,0.135200,0.034383,0.001307,0.131208,0.032472,0.001271,0.138655,0.033772,0.001345,0.135031,0.033540,0.001308,0.077890,0.011377,0.000771,0.082952,0.020347,0.000804,0.075566,0.021328,0.000725,0.078673,0.017738,0.000766,-0.000078,0.000440,3729163781.280000,69.562607,-1.564766,-36.081791,-59.396263,-33.748055,61.580479,69.748817,-1.559316,4.909208,-0.015051,-2.511809,-4.319180,-2.494059,4.351679,4.973776,-0.015558,49.999943,0.000344,3729163781.280000,69.536593,-1.655137,-36.145520,-59.331087,-33.653860,61.604994,69.723334,-1.649977,4.908636,-0.018831,-2.514770,-4.316281,-2.490372,4.352557,4.972880,-0.019366,50.000021,-0.000096
3729163781.300000,0.134711,0.033623,0.001304,0.129927,0.032190,0.001259,0.140116,0.034508,0.001358,0.134935,0.033441,0.001307,0.076974,0.010737,0.000762,0.081971,0.020992,0.000792,0.075780,0.021072,0.000728,0.078097,0.017641,0.000761,-0.000021,0.000264,3729163781.300000,69.561409,-1.565421,-36.083725,-59.395893,-33.750523,61.580296,69.748993,-1.559411,4.909179,-0.015079,-2.511819,-4.319176,-2.494085,4.351645,4.973761,-0.015557,50.000034,0.000189,3729163781.300000,69.535928,-1.655588,-36.146814,-59.331334,-33.655266,61.604806,69.723579,-1.650022,4.908639,-0.018819,-2.514712,-4.316279,-2.490393,4.352541,4.972870,-0.019337,50.000055,-0.000076
3729163781.320000,0.133913,0.033514,0.001296,0.130889,0.033441,0.001265,0.140804,0.034018,0.001366,0.135218,0.033661,0.001309,0.077721,0.011381,0.000769,0.082051,0.022191,0.000790,0.073935,0.019622,0.000713,0.077768,0.017779,0.000757,-0.000046,0.000166,3729163781.320000,69.561462,-1.566500,-36.084080,-59.398243,-33.751163,61.578381,69.749306,-1.558978,4.909253,-0.015070,-2.511853,-4.319216,-2.494060,4.351643,4.973798,-0.015564,50.000031,0.000135,3729163781.320000,69.536069,-1.656116,-36.147116,-59.332699,-33.655561,61.603474,69.723735,-1.649751,4.908681,-0.018842,-2.514706,-4.316273,-2.490469,4.352565,4.972901,-0.019326,50.000076,-0.000031
3729163781.340000,0.133568,0.035102,0.001288,0.132020,0.033942,0.001276,0.139321,0.032810,0.001354,0.134973,0.033951,0.001306,0.078025,0.011745,0.000771,0.082610,0.024272,0.000790,0.073981,0.019883,0.000713,0.078044,0.018694,0.000758,-0.000079,-0.000849,3729163781.340000,69.563446,-1.567048,-36.082592,-59.399635,-33.748581,61.577255,69.749367,-1.559058,4.909302,-0.015053,-2.511873,-4.319286,-2.494060,4.351632,4.973835,-0.015551,49.999973,-0.000858,3729163781.340000,69.536960,-1.656098,-36.146064,-59.333421,-33.654145,61.602676,69.723599,-1.649597,4.908713,-0.018838,-2.514672,-4.316254,-2.490463,4.352542,4.972893,-0.019316,50.000052,-0.000009
3729163781.360000,0.134506,0.036440,0.001295,0.132444,0.033752,0.001280,0.137968,0.033618,0.001338,0.134973,0.034603,0.001304,0.077825,0.012130,0.000769,0.081344,0.020651,0.000787,0.074746,0.019542,0.000721,0.077874,0.017465,0.000759,-0.000051,-0.000047,3729163781.360000,69.564697,-1.566064,-36.081356,-59.399090,-33.746899,61.579365,69.749748,-1.559301,4.909355,-0.015046,-2.511821,-4.319193,-2.494080,4.351643,4.973823,-0.015545,49.999969,-0.000052,3729163781.360000,69.537272,-1.655512,-36.145187,-59.332813,-33.653170,61.603749,69.723528,-1.649710,4.908746,-0.018818,-2.514699,-4.316324,-2.490453,4.352591,4.972941,-0.019316,50.000021,-0.000005
3729163781.380000,0.134707,0.035842,0.001298,0.130961,0.032658,0.001268,0.138868,0.034911,0.001344,0.134857,0.034475,0.001304,0.078584,0.012652,0.000776,0.081842,0.021021,0.000791,0.074681,0.019929,0.000720,0.078273,0.017910,0.000762,-0.000072,0.001060,3729163781.380000,69.563599,-1.565363,-36.082249,-59.396938,-33.748428,61.581333,69.749733,-1.559569,4.909356,-0.015013,-2.511809,-4.319190,-2.494082,4.351672,4.973830,-0.015535,49.999969,0.000982,3729163781.380000,69.536584,-1.655081,-36.145732,-59.331761,-33.653893,61.605123,69.723604,-1.649920,4.908721,-0.018818,-2.514695,-4.316295,-2.490453,4.352599,4.972926,-0.019321,50.000041,-0.000078
3729163781.400000,0.133729,0.035023,0.001290,0.129979,0.032869,0.001257,0.140059,0.034079,0.001358,0.134604,0.033995,0.001302,0.077633,0.011068,0.000768,0.082173,0.022753,0.000790,0.074763,0.019555,0.000722,0.078037,0.017814,0.000760,-0.000031,0.000726,3729163781.400000,69.562462,-1.566261,-36.083965,-59.396557,-33.750492,61.580101,69.749519,-1.559626,4.909315,-0.015019,-2.511884,-4.319289,-2.494062,4.351676,4.973854,-0.015549,50.000027,0.000647,3729163781.400000,69.536029,-1.655442,-36.146737,-59.331639,-33.655349,61.604892,69.723727,-1.649891,4.908759,-0.018789,-2.514721,-4.316322,-2.490434,4.352623,4.972954,-0.019324,50.000057,-0.000079
3729163781.420000,0.133342,0.035374,0.001285,0.131324,0.034705,0.001266,0.140047,0.032883,0.001361,0.134905,0.034313,0.001304,0.077236,0.012746,0.000762,0.083111,0.023746,0.000796,0.075267,0.020640,0.000724,0.078412,0.019048,0.000761,-0.000006,0.000003,3729163781.420000,69.562790,-1.567145,-36.084145,-59.398678,-33.750626,61.577755,69.749611,-1.559190,4.909431,-0.015068,-2.511913,-4.319305,-2.494114,4.351696,4.973916,-0.015559,50.000053,-0.000039,3729163781.420000,69.536120,-1.655974,-36.146789,-59.332344,-33.655714,61.603379,69.723593,-1.649609,4.908792,-0.018805,-2.514755,-4.316278,-2.490450,4.352602,4.972955,-0.019338,50.000060,-0.000042
