Timestamp,FREQ,ROCOF
3709895949,45.332157,-19.988062
3709895949,45.105785,-6.624326
3709895949,45.106319,6.578693
3709895949,45.366085,20.456125
3709895949,45.931942,35.176861
3709895949,46.824253,48.475948
3709895949,48.00478,57.769794
3709895949,49.302586,62.021259
3709895949,50.581295,61.77367
3709895949,51.805946,58.517578
3709895949,52.965172,51.68037
3709895949,53.980419,40.138569
3709895949,54.663128,25.041365
3709895949,54.933529,8.960977
3709895949,54.904247,-5.837916
3709895949,54.639294,-18.702709
3709895949,54.115883,-30.29775
3709895949,53.365448,-40.90649
3709895949,52.424259,-49.658676
3709895949,51.308796,-55.840897
3709895950,50.095482,-58.848019
3709895950,48.872337,-58.123264
3709895950,47.703079,-53.57703
3709895950,46.653233,-44.959335
3709895950,45.834976,-33.180111
3709895950,45.334126,-19.964361
3709895950,45.106903,-6.629062
3709895950,45.106205,6.555434
3709895950,45.366085,20.445766
3709895950,45.931992,35.177406
3709895950,46.824265,48.471355
3709895950,48.00486,57.761761
3709895950,49.302174,62.017498
3709895950,50.580566,61.784813
3709895950,51.805824,58.546104
3709895950,52.966442,51.695503
3709895950,53.9823,40.121048
3709895950,54.663033,25.008322
3709895950,54.9319,8.938241
3709895950,54.903454,-5.832121
3709895950,54.639286,-18.684189
3709895950,54.115993,-30.289164
3709895950,53.365459,-40.905689
3709895950,52.424213,-49.658287
3709895950,51.308842,-55.840313
3709895950,50.09565,-58.851276
3709895950,48.872307,-58.129433
3709895950,47.702709,-53.580345
3709895950,46.652897,-44.955013
3709895950,45.834972,-33.172474
3709895950,45.334435,-19.960459
3709895950,45.107063,-6.63017
3709895950,45.106174,6.552355
3709895950,45.366131,20.444204
3709895950,45.932018,35.176792
3709895950,46.824238,48.469921
3709895950,48.004818,57.760956
3709895950,49.302116,62.01762
3709895950,50.580502,61.787666
3709895950,51.805817,58.550369
3709895950,52.966694,51.697311
3709895950,53.982582,40.118034
3709895950,54.663013,25.002729
3709895950,54.931656,8.935015
3709895950,54.90332,-5.831309
3709895950,54.639324,-18.681759
3709895950,54.116005,-30.287817
3709895950,53.365425,-40.905834
3709895950,52.424225,-49.658775
3709895950,51.308834,-55.839905
3709895951,50.095634,-58.851921
3709895951,48.872326,-58.129562
3709895951,47.702671,-53.581085
3709895951,46.652805,-44.954323
3709895951,45.834961,-33.170738
3709895951,45.334568,-19.959621
3709895951,45.107079,-6.630372
3709895951,45.106148,6.550768
3709895951,45.366123,20.443918
3709895951,45.931999,35.177177
3709895951,46.824261,48.470383
3709895951,48.00478,57.761532
3709895951,49.302174,62.017357
3709895951,50.580536,61.786999
3709895951,51.805744,58.549709
3709895951,52.966656,51.697319
3709895951,53.982601,40.119095
3709895951,54.663025,25.003092
3709895951,54.93166,8.934545
3709895951,54.903336,-5.832204
3709895951,54.639286,-18.681763
3709895951,54.115959,-30.28825
3709895951,53.365437,-40.904976
3709895951,52.424194,-49.657547
3709895951,51.308914,-55.840958
3709895951,50.095634,-58.851048
3709895951,48.872257,-58.130806
3709895951,47.702709,-53.580711
3709895951,46.652809,-44.953491
3709895951,45.834969,-33.170998
3709895951,45.334564,-19.95862
3709895951,45.107151,-6.6315
3709895951,45.106155,6.55014
3709895951,45.366039,20.443108
3709895951,45.932003,35.177181
3709895951,46.824245,48.471611
3709895951,48.004799,57.76165
3709895951,49.302185,62.017536
3709895951,50.580524,61.787403
3709895951,51.805805,58.54921
3709895951,52.966656,51.697124
3709895951,53.982574,40.118275
3709895951,54.66301,25.003246
3709895951,54.931652,8.934848
3709895951,54.903358,-5.832448
3709895951,54.639248,-18.681704
3709895951,54.115936,-30.287416
3709895951,53.365471,-40.904854
3709895951,52.424225,-49.657326
3709895951,51.308865,-55.840794
3709895952,50.095665,-58.851528
3709895952,48.872307,-58.129768
3709895952,47.70269,-53.582188
3709895952,46.652824,-44.954506
3709895952,45.834896,-33.170456
3709895952,45.334526,-19.95891
3709895952,45.107224,-6.630425
3709895952,45.106113,6.550409
3709895952,45.366055,20.442406
3709895952,45.93203,35.177547
3709895952,46.824211,48.471306
