Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3728765718.980000,0.130979,0.033531,0.001266,0.128965,0.033535,0.001245,0.138591,0.033987,0.001343,0.132862,0.033685,0.001285,0.074043,0.010936,0.000732,0.081602,0.021908,0.000786,0.068224,0.019928,0.000652,0.074480,0.017691,0.000723,-0.000011,-0.000109,3728765718.980000,69.565498,-1.545859,-36.081387,-59.428356,-33.773838,61.574493,69.761551,-1.539107,4.907926,-0.015103,-2.511610,-4.318960,-2.493512,4.351328,4.973062,-0.015653,50.000057,-0.000147,3728765718.980000,69.540168,-1.633375,-36.143231,-59.363479,-33.679644,61.598872,69.736025,-1.628200,4.907377,-0.018694,-2.514453,-4.316039,-2.490176,4.352087,4.972170,-0.019248,50.000068,-0.000038
3728765719.000000,0.132040,0.034491,0.001274,0.130304,0.033500,0.001259,0.137835,0.032944,0.001338,0.133403,0.033643,0.001291,0.074775,0.010798,0.000740,0.081095,0.022270,0.000780,0.068869,0.019653,0.000660,0.074750,0.017629,0.000726,-0.000011,-0.000447,3728765719.000000,69.566833,-1.545629,-36.079792,-59.429649,-33.772488,61.573067,69.761467,-1.538506,4.908010,-0.015111,-2.511619,-4.318948,-2.493540,4.351316,4.973087,-0.015651,50.000042,-0.000469,3728765719.000000,69.540822,-1.633715,-36.142480,-59.364290,-33.678966,61.597912,69.735962,-1.627997,4.907468,-0.018740,-2.514426,-4.316027,-2.490178,4.352106,4.972198,-0.019259,50.000053,-0.000022
3728765719.020000,0.133159,0.034425,0.001286,0.130043,0.032474,0.001259,0.136335,0.033051,0.001322,0.133185,0.033306,0.001289,0.075444,0.011814,0.000745,0.083231,0.023977,0.000797,0.069428,0.020802,0.000662,0.075866,0.018916,0.000735,-0.000079,-0.001051,3728765719.020000,69.566856,-1.544333,-36.078838,-59.428471,-33.770683,61.574066,69.760956,-1.538683,4.908093,-0.015089,-2.511616,-4.318988,-2.493566,4.351310,4.973128,-0.015628,49.999950,-0.001054,3728765719.020000,69.540873,-1.633239,-36.141895,-59.363721,-33.678093,61.598314,69.735688,-1.628083,4.907501,-0.018744,-2.514454,-4.315950,-2.490165,4.352055,4.972174,-0.019277,50.000029,-0.000003
3728765719.040000,0.132765,0.032475,0.001287,0.128675,0.031735,0.001247,0.136894,0.034484,0.001325,0.132788,0.032889,0.001286,0.075017,0.011303,0.000742,0.084089,0.025460,0.000801,0.068399,0.021185,0.000650,0.075621,0.019377,0.000731,-0.000060,-0.000117,3728765719.040000,69.564911,-1.543849,-36.079174,-59.426437,-33.771248,61.575909,69.760399,-1.539102,4.908129,-0.015117,-2.511637,-4.319068,-2.493549,4.351339,4.973172,-0.015639,49.999962,-0.000164,3728765719.040000,69.540283,-1.632855,-36.141770,-59.362569,-33.678043,61.599345,69.735426,-1.628298,4.907561,-0.018755,-2.514457,-4.315956,-2.490191,4.352037,4.972196,-0.019270,50.000022,-0.000046
3728765719.060000,0.131972,0.032764,0.001278,0.128205,0.032733,0.001239,0.138239,0.034459,0.001339,0.132825,0.033328,0.001286,0.075341,0.013294,0.000742,0.084355,0.025754,0.000803,0.067849,0.022117,0.000641,0.075670,0.020439,0.000728,-0.000060,0.001321,3728765719.060000,69.564713,-1.544388,-36.080803,-59.426296,-33.773041,61.575996,69.760902,-1.539272,4.908247,-0.015112,-2.511615,-4.319075,-2.493532,4.351374,4.973217,-0.015641,49.999981,0.001261,3728765719.060000,69.539898,-1.632769,-36.142595,-59.362103,-33.678985,61.599920,69.735624,-1.628409,4.907583,-0.018749,-2.514436,-4.315944,-2.490190,4.352010,4.972188,-0.019260,50.000041,-0.000060
3728765719.080000,0.131997,0.034240,0.001275,0.127774,0.034263,0.001231,0.138637,0.034383,0.001343,0.132820,0.034301,0.001283,0.077352,0.014272,0.000760,0.082580,0.023859,0.000790,0.069733,0.021440,0.000663,0.076422,0.019883,0.000738,-0.000040,0.000346,3728765719.080000,69.566071,-1.545250,-36.082275,-59.427727,-33.773678,61.574875,69.761795,-1.539375,4.908373,-0.015046,-2.511615,-4.319042,-2.493596,4.351403,4.973268,-0.015611,50.000023,0.000313,3728765719.080000,69.540234,-1.633356,-36.143004,-59.362935,-33.679383,61.598992,69.735843,-1.628314,4.907660,-0.018775,-2.514428,-4.316025,-2.490175,4.352124,4.972266,-0.019276,50.000063,-0.000033
3728765719.100000,0.132109,0.034538,0.001275,0.129030,0.034408,0.001243,0.138056,0.033401,0.001339,0.133075,0.034116,0.001286,0.075697,0.012410,0.000747,0.081221,0.023465,0.000777,0.071008,0.022595,0.000673,0.075787,0.019508,0.000732,-0.000006,-0.000474,3728765719.100000,69.566879,-1.545425,-36.081081,-59.429230,-33.772591,61.573391,69.761688,-1.538905,4.908364,-0.015077,-2.511673,-4.319040,-2.493658,4.351431,4.973291,-0.015625,50.000061,-0.000489,3728765719.100000,69.540835,-1.633552,-36.142510,-59.363896,-33.678844,61.597994,69.735860,-1.628066,4.907743,-0.018740,-2.514440,-4.316073,-2.490165,4.352125,4.972309,-0.019263,50.000067,-0.000014
3728765719.120000,0.132138,0.033924,0.001277,0.129820,0.032984,0.001255,0.137023,0.032950,0.001330,0.133003,0.033289,0.001287,0.074951,0.011230,0.000741,0.081155,0.021699,0.000782,0.071317,0.021422,0.000680,0.075668,0.018259,0.000734,-0.000070,-0.000284,3728765719.120000,69.566467,-1.544831,-36.079166,-59.428432,-33.770996,61.573700,69.760826,-1.538800,4.908391,-0.015099,-2.511651,-4.319046,-2.493662,4.351379,4.973290,-0.015615,49.999962,-0.000284,3728765719.120000,69.540847,-1.633103,-36.141823,-59.363512,-33.677988,61.598258,69.735573,-1.628073,4.907827,-0.018734,-2.514481,-4.316145,-2.490168,4.352142,4.972369,-0.019263,50.000032,0.000000
3728765719.140000,0.131890,0.033449,0.001276,0.128632,0.032092,0.001245,0.136623,0.033951,0.001323,0.132398,0.033172,0.001282,0.075950,0.011942,0.000750,0.081335,0.021266,0.000785,0.070137,0.020976,0.000669,0.075676,0.018172,0.000735,-0.000062,-0.000241,3728765719.140000,69.565636,-1.544584,-36.079388,-59.426678,-33.770985,61.575710,69.760658,-1.539411,4.908473,-0.015079,-2.511647,-4.319052,-2.493611,4.351371,4.973306,-0.015619,49.999954,-0.000291,3728765719.140000,69.540348,-1.632772,-36.141774,-59.362646,-33.678047,61.599427,69.735496,-1.628271,4.907874,-0.018758,-2.514502,-4.316161,-2.490176,4.352126,4.972390,-0.019269,50.000016,-0.000051
3728765719.160000,0.131580,0.033069,0.001273,0.129020,0.033690,0.001245,0.138201,0.034608,0.001338,0.132949,0.033788,0.001286,0.075679,0.012437,0.000746,0.082501,0.022157,0.000795,0.069923,0.021030,0.000667,0.075892,0.018558,0.000736,-0.000005,0.000869,3728765719.160000,69.564957,-1.544770,-36.081024,-59.427189,-33.772949,61.576092,69.761284,-1.539357,4.908513,-0.015100,-2.511648,-4.319085,-2.493621,4.351465,4.973353,-0.015634,50.000031,0.000801,3728765719.160000,69.539937,-1.632810,-36.142820,-59.362215,-33.678891,61.599897,69.735685,-1.628492,4.907890,-0.018762,-2.514522,-4.316131,-2.490195,4.352212,4.972418,-0.019290,50.000036,-0.000068
