Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706693136.080000,0.146910,0.037297,0.001421,0.150220,0.030382,0.001471,0.155367,0.035419,0.001512,0.150814,0.034378,0.001468,0.096085,0.014121,0.000950,0.106113,0.019095,0.001044,0.084385,0.011614,0.000836,0.095495,0.014953,0.000943,0.000054,0.000150,3706693136.080000,45.405422,52.764584,22.987267,-65.661827,-69.050430,13.045082,45.533066,52.926651,3.138599,3.773365,1.728881,-4.687037,-4.942312,0.850398,3.180292,3.823036,45.500050,0.000136,3706693136.080000,45.463382,52.680374,22.883705,-65.675615,-69.006179,13.144850,45.595048,52.841577,3.141740,3.769848,1.723659,-4.687944,-4.941025,0.854429,3.183420,3.819464,45.499996,-0.000014
3706693136.100000,0.146334,0.031428,0.001429,0.146640,0.033171,0.001428,0.160651,0.039296,0.001557,0.151225,0.034643,0.001472,0.095561,0.013544,0.000946,0.105975,0.019349,0.001042,0.085384,0.011109,0.000847,0.095601,0.014672,0.000945,-0.000015,-0.000033,3706693136.100000,66.606262,20.220629,-15.777519,-67.758499,-51.314827,48.013081,66.804520,20.289848,4.671912,1.504170,-1.051716,-4.883779,-3.717307,3.366201,4.733706,1.523809,45.499981,-0.000056,3706693136.100000,66.614153,20.119107,-15.869008,-67.713436,-51.219862,48.074050,66.811164,20.184512,4.672700,1.499547,-1.056599,-4.881736,-3.714044,3.368973,4.734448,1.519114,45.499996,-0.000023
3706693136.120000,0.140048,0.032858,0.001361,0.150330,0.038310,0.001453,0.161808,0.034514,0.001581,0.150743,0.035238,0.001465,0.093182,0.012951,0.000923,0.105404,0.019295,0.001036,0.084550,0.012448,0.000836,0.094356,0.014907,0.000932,-0.000038,-0.000257,3706693136.120000,67.072006,-18.620789,-49.629578,-48.759911,-17.600414,68.031403,67.277092,-18.664871,4.750647,-1.233386,-3.504853,-3.559974,-1.334900,4.834093,4.813333,-1.249893,45.499962,-0.000276,3706693136.120000,67.024575,-18.705921,-49.681359,-48.669083,-17.486828,68.035655,67.225979,-18.756830,4.748892,-1.237608,-3.507863,-3.555655,-1.330691,4.834606,4.811449,-1.254190,45.500000,-0.000019
3706693136.140000,0.144113,0.038200,0.001389,0.152663,0.034404,0.001487,0.155850,0.033618,0.001522,0.150860,0.035426,0.001466,0.092885,0.013389,0.000919,0.105636,0.019617,0.001038,0.081845,0.013358,0.000807,0.093447,0.015575,0.000921,0.000001,0.000797,3706693136.140000,46.656723,-51.662338,-68.027809,-14.577711,21.595854,66.870041,46.802853,-51.808304,3.350238,-3.586955,-4.866843,-1.127785,1.463309,4.796834,3.394296,-3.634521,45.500004,0.000781,3706693136.140000,46.567114,-51.707357,-68.026009,-14.471552,21.690283,66.814643,46.710295,-51.858497,3.346492,-3.589552,-4.867056,-1.122513,1.466986,4.795010,3.390418,-3.637081,45.500003,-0.000016
3706693136.160000,0.146764,0.034481,0.001426,0.148797,0.032312,0.001452,0.157206,0.038906,0.001523,0.150930,0.035248,0.001467,0.093199,0.013529,0.000922,0.105096,0.019193,0.001033,0.083573,0.012970,0.000826,0.093973,0.015469,0.000927,0.000014,0.000172,3706693136.160000,11.713283,-68.617195,-65.247124,24.144207,54.067047,44.890690,11.756767,-68.821251,0.906722,-4.823751,-4.713498,1.655583,3.805737,3.266076,0.918446,-4.887496,45.500019,0.000148,3706693136.160000,11.611397,-68.610175,-65.190927,24.231105,54.114293,44.790875,11.651666,-68.814172,0.902152,-4.823933,-4.710880,1.660133,3.807938,3.262510,0.913774,-4.887589,45.500006,-0.000024
3706693136.180000,0.141367,0.031049,0.001379,0.149941,0.036891,0.001453,0.162324,0.036218,0.001582,0.151234,0.034720,0.001472,0.092387,0.014416,0.000912,0.105040,0.019441,0.001032,0.083336,0.011494,0.000825,0.093578,0.015211,0.000923,0.000024,-0.000308,3706693136.180000,-26.879053,-64.208847,-42.154552,55.348709,69.701736,8.935003,-26.949364,-64.407028,-1.819204,-4.558752,-3.092653,3.923476,4.963289,0.718432,-1.843392,-4.618790,45.500019,-0.000321,3706693136.180000,-26.959197,-64.151803,-42.058568,55.389470,69.690544,8.821527,-27.034736,-64.344957,-1.823100,-4.556433,-3.088002,3.925903,4.963310,0.714253,-1.847375,-4.616384,45.499995,-0.000013
3706693136.200000,0.141528,0.036306,0.001368,0.153601,0.035851,0.001493,0.158555,0.032097,0.001552,0.151211,0.034742,0.001471,0.091891,0.015112,0.000906,0.105149,0.018358,0.001035,0.083083,0.010576,0.000824,0.093345,0.014646,0.000922,-0.000015,-0.000216,3706693136.200000,-57.102432,-39.812229,-5.937330,69.318832,63.635906,-29.804565,-57.265034,-39.940517,-3.978789,-2.874349,-0.508916,4.969780,4.575538,-2.052888,-4.031302,-2.912020,45.499985,-0.000237,3706693136.200000,-57.136085,-39.719674,-5.831717,69.302776,63.569155,-29.893728,-57.303832,-39.842372,-3.980791,-2.870308,-0.503679,4.969392,4.573361,-2.056441,-4.033394,-2.907876,45.500000,-0.000021
3706693136.220000,0.146950,0.037338,0.001421,0.150106,0.031341,0.001468,0.156048,0.037859,0.001514,0.151024,0.035530,0.001468,0.091338,0.014189,0.000902,0.104576,0.017472,0.001031,0.083229,0.013539,0.000821,0.093036,0.015016,0.000918,-0.000018,-0.000416,3706693136.220000,-69.546074,-3.020543,32.129944,61.706081,37.759415,-59.267014,-69.752182,-3.038447,-4.899583,-0.294968,2.233252,4.468814,2.763336,-4.185150,-4.964140,-0.298622,45.499973,-0.000427,3706693136.220000,-69.524337,-2.920624,32.210383,61.639538,37.655411,-59.301647,-69.731791,-2.935034,-4.899152,-0.290506,2.237467,4.465729,2.759525,-4.186851,-4.963667,-0.294020,45.499991,-0.000011
3706693136.240000,0.145063,0.031687,0.001415,0.146260,0.034222,0.001422,0.161899,0.040576,0.001567,0.151099,0.035515,0.001468,0.091903,0.013573,0.000909,0.102411,0.018629,0.001007,0.082794,0.013888,0.000816,0.092345,0.015346,0.000911,0.000021,0.000369,3706693136.240000,-60.335049,34.713127,60.194862,34.882820,0.127793,-70.274727,-60.521832,34.809563,-4.294930,2.376284,4.280245,2.576467,0.090613,-5.014345,-4.351397,2.407850,45.500023,0.000350,3706693136.240000,-60.266760,34.787466,60.223787,34.785298,0.017665,-70.246338,-60.449184,34.886006,-4.292185,2.379864,4.282039,2.571677,0.086508,-5.013721,-4.348535,2.411441,45.500002,-0.000020
3706693136.260000,0.140044,0.033208,0.001360,0.150563,0.037214,0.001459,0.161701,0.033311,0.001582,0.150779,0.034572,0.001467,0.092249,0.013712,0.000912,0.101970,0.019395,0.001001,0.084786,0.011637,0.000840,0.092990,0.015029,0.000918,-0.000030,0.000401,3706693136.260000,-32.339760,61.640541,69.517044,-2.799421,-37.544094,-59.400253,-32.447998,61.819347,-2.353109,4.307762,4.994450,-0.118084,-2.610198,-4.282284,-2.383849,4.364593,45.499969,0.000394,3706693136.260000,-32.245174,61.663998,69.487028,-2.899739,-37.625489,-59.321022,-32.346069,61.845513,-2.348856,4.309315,4.993360,-0.123059,-2.613489,-4.279592,-2.379485,4.366122,45.500000,-0.000007
