Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706695060.080000,0.164430,0.029636,0.001617,0.165741,0.032508,0.001625,0.181536,0.038216,0.001774,0.170594,0.033469,0.001673,0.100554,0.017829,0.000990,0.110900,0.019259,0.001092,0.097905,0.018001,0.000962,0.103117,0.018308,0.001015,0.000004,-0.000076,3706695060.080000,66.396393,20.878000,-15.100235,-67.906219,-51.786320,47.495029,66.593361,20.951561,4.654148,1.560385,-0.993173,-4.896572,-3.758231,3.321618,4.715668,1.580823,51.900013,-0.000108,3706695060.080000,66.410387,20.764447,-15.205616,-67.859533,-51.682215,47.568662,66.606017,20.833181,4.654860,1.555501,-0.998327,-4.894542,-3.754358,3.324634,4.716406,1.575749,51.900009,-0.000032
3706695060.100000,0.161330,0.028111,0.001588,0.166765,0.034409,0.001631,0.184036,0.036549,0.001803,0.170737,0.033036,0.001675,0.099503,0.017691,0.000979,0.110567,0.019983,0.001087,0.098443,0.019014,0.000966,0.102849,0.018910,0.001011,0.000019,-0.000639,3706695060.100000,59.575264,35.986115,1.388165,-69.552429,-61.549706,33.897785,59.748852,36.106411,4.153176,2.616816,0.193065,-4.992595,-4.437239,2.338573,4.208081,2.651263,51.900024,-0.000672,3706695060.100000,59.615591,35.881353,1.274252,-69.530677,-61.466010,33.996302,59.789488,35.994400,4.155001,2.612286,0.187598,-4.991805,-4.434135,2.342412,4.209963,2.646507,51.900006,-0.000032
3706695060.120000,0.160117,0.030418,0.001572,0.170475,0.036098,0.001666,0.182661,0.032950,0.001796,0.171106,0.033153,0.001678,0.099717,0.017537,0.000982,0.108673,0.018617,0.001071,0.099571,0.017020,0.000981,0.102682,0.017803,0.001011,-0.000002,-0.000238,3706695060.120000,49.376400,49.054832,17.800098,-67.251762,-67.818008,18.379271,49.514668,49.212845,3.416513,3.524863,1.368223,-4.805285,-4.864392,1.222759,3.461681,3.571246,51.899994,-0.000272,3706695060.120000,49.438403,48.962270,17.681663,-67.257042,-67.762556,18.494971,49.580757,49.113390,3.419371,3.520890,1.362824,-4.805852,-4.862363,1.227321,3.464674,3.567109,51.899996,-0.000034
3706695060.140000,0.160392,0.034041,0.001567,0.172924,0.033602,0.001696,0.178353,0.031252,0.001756,0.170558,0.032961,0.001673,0.098956,0.017421,0.000974,0.105966,0.017088,0.001046,0.098442,0.016953,0.000970,0.101105,0.017029,0.000997,-0.000045,-0.000352,3706695060.140000,36.375679,59.342800,33.200958,-61.131519,-70.239784,1.821893,36.471451,59.526642,2.486012,4.232923,2.465734,-4.345390,-5.015601,0.037693,2.518933,4.288594,51.899952,-0.000397,3706695060.140000,36.456221,59.265548,33.086114,-61.167186,-70.214534,1.944600,36.558947,59.445942,2.489700,4.229762,2.460768,-4.347223,-5.014712,0.042549,2.522776,4.285352,51.899997,-0.000045
3706695060.160000,0.163749,0.035295,0.001599,0.171025,0.030286,0.001683,0.176130,0.032922,0.001730,0.170297,0.032836,0.001671,0.099795,0.016204,0.000985,0.108668,0.018585,0.001071,0.097753,0.016711,0.000963,0.102046,0.016987,0.001006,0.000001,0.000280,3706695060.160000,21.307568,66.263718,46.714706,-51.544308,-68.679482,-14.839838,21.358986,66.463364,1.414349,4.700797,3.423599,-3.638950,-4.882275,-1.149514,1.433198,4.762700,51.900002,0.000250,3706695060.160000,21.405922,66.206201,46.613776,-51.607224,-68.682440,-14.716158,21.462952,66.405781,1.418747,4.698640,3.419066,-3.641937,-4.882563,-1.144621,1.437745,4.760447,51.900000,-0.000030
3706695060.180000,0.166054,0.033133,0.001627,0.167743,0.029111,0.001652,0.177341,0.035857,0.001736,0.170386,0.032706,0.001672,0.101001,0.015061,0.000999,0.111034,0.019623,0.001093,0.097788,0.015068,0.000966,0.103299,0.016756,0.001019,-0.000007,0.000464,3706695060.180000,5.029820,69.421623,57.577919,-39.035576,-63.223137,-30.662897,5.034461,69.629211,0.262443,4.901968,4.187211,-2.725993,-4.471858,-2.271536,0.266113,4.966577,51.899998,0.000441,3706695060.180000,5.141051,69.390357,57.496626,-39.119238,-63.253606,-30.542114,5.149183,69.597934,0.267298,4.900965,4.183408,-2.730031,-4.473376,-2.266873,0.271130,4.965471,51.900004,-0.000023
3706695060.200000,0.164653,0.030503,0.001618,0.165926,0.029817,0.001632,0.180215,0.038129,0.001761,0.170279,0.032841,0.001671,0.100343,0.015525,0.000991,0.110047,0.019288,0.001083,0.098144,0.014496,0.000971,0.102863,0.016546,0.001015,-0.000019,0.000461,3706695060.200000,-11.529844,68.639938,65.176582,-24.312670,-54.177982,-44.747654,-11.575453,68.844734,-0.904315,4.825057,4.713113,-1.658416,-3.807762,-3.264715,-0.916030,4.888644,51.899982,0.000426,3706695060.200000,-11.415303,68.637565,65.117401,-24.411727,-54.236020,-44.635157,-11.456666,68.841367,-0.899392,4.825202,4.710405,-1.663200,-3.810377,-3.260545,-0.910916,4.888763,51.900002,-0.000036
3706695060.220000,0.161795,0.029372,0.001591,0.166576,0.033672,0.001631,0.182647,0.037178,0.001788,0.170372,0.033420,0.001670,0.099620,0.015503,0.000984,0.110564,0.020179,0.001087,0.097491,0.016825,0.000960,0.102550,0.017419,0.001011,0.000025,-0.000140,3706695060.220000,-27.433857,63.965919,69.080162,-8.209017,-42.056374,-56.291939,-27.528929,64.154488,-2.019771,4.474392,4.971681,-0.496746,-2.927752,-4.072700,-2.046199,4.533404,51.900024,-0.000173,3706695060.220000,-27.324037,63.990686,69.043432,-8.318881,-42.141284,-56.195764,-27.412570,64.178932,-2.015055,4.475684,4.970135,-0.502048,-2.931168,-4.069202,-2.041261,4.534679,51.900000,-0.000033
3706695060.240000,0.160308,0.030435,0.001574,0.169046,0.035368,0.001653,0.182938,0.033912,0.001797,0.170793,0.033236,0.001675,0.098056,0.014309,0.000970,0.111495,0.020676,0.001096,0.095758,0.016270,0.000944,0.101809,0.017345,0.001003,0.000028,-0.000090,3706695060.240000,-41.783009,55.664661,69.062851,8.363328,-27.548965,-64.639206,-41.920666,55.823627,-3.020588,3.869823,4.948158,0.693184,-1.881605,-4.649508,-3.060264,3.920921,51.900021,-0.000124,3706695060.240000,-41.682672,55.713390,69.052157,8.246256,-27.655722,-64.567690,-41.813205,55.875196,-3.016401,3.872197,4.947891,0.687621,-1.885685,-4.646974,-3.055800,3.923308,51.899993,-0.000034
3706695060.260000,0.160952,0.033303,0.001574,0.170747,0.032105,0.001677,0.179161,0.031140,0.001764,0.170296,0.032172,0.001672,0.099873,0.013613,0.000989,0.110986,0.018749,0.001094,0.096490,0.014038,0.000955,0.102487,0.015742,0.001013,-0.000045,-0.000232,3706695060.260000,-53.763844,44.205387,65.123215,24.460417,-11.482261,-69.318359,-53.933037,44.325546,-3.850187,3.045627,4.643797,1.843724,-0.728547,-4.962514,-3.900739,3.085878,51.899956,-0.000265,3706695060.260000,-53.676303,44.275235,65.143223,24.343372,-11.600913,-69.276423,-53.841526,44.401377,-3.846648,3.049020,4.644940,1.838298,-0.733181,-4.961120,-3.896999,3.089340,51.900001,-0.000033
3706695060.280000,0.163026,0.034755,0.001593,0.170328,0.029802,0.001677,0.176371,0.031910,0.001734,0.169903,0.032150,0.001668,0.100997,0.014748,0.000999,0.110748,0.018199,0.001092,0.098794,0.015533,0.000976,0.103508,0.016095,0.001022,-0.000004,0.000217,3706695060.280000,-62.694824,30.235497,57.489243,39.167019,5.234910,-70.068199,-62.885788,30.313221,-4.461357,2.048649,4.076042,2.889668,0.465878,-4.994066,-4.519940,2.075779,51.899998,0.000184,3706695060.280000,-62.624829,30.324761,57.537688,39.058928,5.111749,-70.054819,-62.814941,30.408300,-4.458650,2.052803,4.078454,2.884689,0.460934,-4.993743,-4.517089,2.080065,51.900002,-0.000033
