eTestType,0,,,,,
F0,50,,,,,
Xm,70.000000,70.000000,70.000000,5.000000,5.000000,5.000000
Fin,45.300000,45.300000,45.300000,45.300000,45.300000,45.300000
Ps,0.000000,-120.000000,120.000000,0.000000,-120.000000,120.000000
Fh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Ph,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Kh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Fa,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Ka,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Fx,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Kx,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Rf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
KaS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
KxS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
KfS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
KrS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
