Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706694218.080000,0.149771,0.032878,0.001461,0.161579,0.037302,0.001572,0.174006,0.034850,0.001705,0.161811,0.035005,0.001580,0.094442,0.012703,0.000936,0.102054,0.022096,0.000996,0.094416,0.016707,0.000929,0.096932,0.017237,0.000954,0.000002,0.000163,3706694218.080000,68.771675,10.741838,-25.057026,-64.901268,-44.126724,54.684658,68.975998,10.788330,4.835148,0.844533,-1.716558,-4.691915,-3.217281,3.847498,4.899141,0.855469,49.100010,0.000151,3706694218.080000,68.764687,10.637858,-25.149629,-64.837616,-44.018110,54.740716,68.968810,10.675631,4.835322,0.839901,-1.720851,-4.689166,-3.213168,3.849843,4.899110,0.850649,49.100008,-0.000012
3706694218.100000,0.152590,0.037733,0.001478,0.163330,0.033520,0.001598,0.168821,0.032659,0.001656,0.161559,0.034634,0.001578,0.095044,0.014391,0.000939,0.101245,0.021649,0.000989,0.095488,0.015827,0.000942,0.097234,0.017306,0.000957,-0.000033,-0.000001,3706694218.100000,69.547348,2.913032,-32.219185,-61.657516,-37.670250,59.315662,69.752640,2.934906,4.899691,0.293492,-2.235118,-4.468215,-2.762537,4.185949,4.964415,0.297128,49.099976,-0.000007,3706694218.100000,69.525344,2.809161,-32.306859,-61.585299,-37.559702,59.358579,69.733032,2.823872,4.899259,0.288848,-2.239051,-4.465036,-2.758158,4.187885,4.963838,0.292328,49.100008,-0.000006
3706694218.120000,0.157430,0.036619,0.001531,0.160634,0.029621,0.001579,0.165699,0.036929,0.001615,0.161233,0.034400,0.001575,0.094525,0.015106,0.000933,0.101821,0.021181,0.000996,0.092979,0.016565,0.000915,0.096454,0.017765,0.000948,-0.000025,0.000444,3706694218.120000,69.431229,-4.951390,-38.971512,-57.624989,-30.734299,63.191303,69.638039,-4.956061,4.901581,-0.261382,-2.725079,-4.187436,-2.272408,4.471090,4.966283,-0.265078,49.099983,0.000444,3706694218.120000,69.398155,-5.055821,-39.050860,-57.546352,-30.620896,63.217512,69.606202,-5.063988,4.900595,-0.265915,-2.728670,-4.183834,-2.267941,4.472426,4.965147,-0.269738,49.100008,-0.000001
3706694218.140000,0.156217,0.031228,0.001530,0.156964,0.031829,0.001537,0.171163,0.041261,0.001661,0.161449,0.034796,0.001576,0.094453,0.012059,0.000937,0.101656,0.020952,0.000995,0.090373,0.013701,0.000893,0.095471,0.015782,0.000942,0.000023,0.000300,3706694218.140000,68.426010,-12.755030,-45.228588,-52.858086,-23.409750,66.257683,68.634155,-12.783500,4.840678,-0.812875,-3.180251,-3.853110,-1.753169,4.698914,4.904562,-0.823890,49.100029,0.000284,3706694218.140000,68.385055,-12.855720,-45.295349,-52.771720,-23.290066,66.269127,68.590053,-12.887186,4.839331,-0.817310,-3.183415,-3.849138,-1.748731,4.699834,4.903010,-0.828377,49.100006,-0.000016
3706694218.160000,0.152141,0.030258,0.001491,0.158688,0.036616,0.001544,0.175219,0.037718,0.001711,0.162047,0.034879,0.001582,0.094551,0.014509,0.000934,0.102007,0.023168,0.000993,0.093944,0.013955,0.000929,0.096779,0.017248,0.000952,0.000032,-0.000161,3706694218.160000,66.548401,-20.397795,-50.906597,-47.418472,-15.784773,68.473480,66.753159,-20.447231,4.718192,-1.354048,-3.594831,-3.469620,-1.211815,4.866733,4.780337,-1.372119,49.100033,-0.000173,3706694218.160000,66.497797,-20.490782,-50.961080,-47.322500,-15.661699,68.474557,66.697460,-20.545657,4.716240,-1.358258,-3.597443,-3.465245,-1.207125,4.867177,4.778204,-1.376433,49.100001,-0.000012
3706694218.180000,0.151734,0.034015,0.001478,0.163483,0.036993,0.001592,0.171777,0.032597,0.001686,0.162339,0.034531,0.001586,0.094842,0.016108,0.000935,0.102524,0.022517,0.001000,0.094234,0.015817,0.000929,0.097178,0.018150,0.000955,0.000010,-0.001072,3706694218.180000,63.822754,-27.779261,-55.931473,-41.372845,-7.954615,69.814667,64.019005,-27.849783,4.535358,-1.877915,-3.963454,-3.041775,-0.654843,4.972519,4.595029,-1.902876,49.100010,-0.001080,3706694218.180000,63.759925,-27.864113,-55.976565,-41.268475,-7.834323,69.805227,63.952672,-27.941631,4.532871,-1.881849,-3.965602,-3.037126,-0.650121,4.972339,4.592377,-1.906915,49.100000,-0.000008
3706694218.200000,0.154923,0.036555,0.001505,0.163252,0.031507,0.001602,0.167738,0.034497,0.001641,0.161960,0.034188,0.001583,0.097267,0.016140,0.000959,0.101988,0.022787,0.000994,0.094222,0.015000,0.000930,0.097797,0.018061,0.000961,-0.000048,-0.000038,3706694218.200000,60.281815,-34.804073,-60.240067,-34.795143,-0.022217,70.267555,60.466640,-34.896824,4.294529,-2.377703,-4.281415,-2.575060,-0.089512,5.014646,4.350960,-2.409266,49.099953,-0.000040,3706694218.200000,60.207350,-34.882019,-60.276725,-34.687690,0.093076,70.243265,60.390682,-34.980530,4.291554,-2.381437,-4.282996,-2.570217,-0.084835,5.013975,4.347858,-2.413010,49.100001,-0.000003
3706694218.220000,0.157100,0.033818,0.001534,0.157619,0.028695,0.001550,0.169003,0.039816,0.001642,0.161225,0.034125,0.001575,0.094763,0.014459,0.000936,0.101156,0.022262,0.000987,0.092618,0.016182,0.000912,0.096174,0.017799,0.000945,-0.000042,0.000498,3706694218.220000,55.968636,-41.382877,-63.781559,-27.770947,7.908350,69.824135,56.141685,-41.498249,3.998699,-2.847284,-4.544659,-2.075400,0.477059,4.992790,4.051250,-2.884975,49.099964,0.000492,3706694218.220000,55.886193,-41.454661,-63.806208,-27.664138,8.019806,69.783269,56.057108,-41.572460,3.995454,-2.850615,-4.545692,-2.070454,0.481534,4.991545,4.047801,-2.888289,49.100007,-0.000006
3706694218.240000,0.154394,0.030205,0.001514,0.156017,0.033898,0.001523,0.174113,0.040504,0.001693,0.161525,0.034881,0.001577,0.092842,0.010908,0.000922,0.100733,0.021118,0.000985,0.090678,0.016021,0.000892,0.094720,0.016242,0.000933,0.000031,0.000138,3706694218.240000,50.938709,-47.434391,-66.511551,-20.394775,15.735229,68.486572,51.100121,-47.569363,3.651679,-3.280325,-4.749818,-1.549230,1.037575,4.907032,3.699703,-3.323758,49.100037,0.000123,3706694218.240000,50.851482,-47.497105,-66.519979,-20.286601,15.844738,68.432116,51.007255,-47.633267,3.648255,-3.283332,-4.750338,-1.544225,1.041787,4.905318,3.695999,-3.326669,49.100005,-0.000015
3706694218.260000,0.149437,0.030617,0.001462,0.160932,0.038630,0.001562,0.175437,0.034930,0.001719,0.161953,0.034727,0.001582,0.094891,0.014317,0.000938,0.101432,0.022430,0.000989,0.092782,0.015219,0.000915,0.096334,0.017375,0.000947,0.000012,0.000421,3706694218.260000,45.257851,-52.882046,-68.390388,-12.761156,23.361532,66.270630,45.405273,-53.032093,3.258331,-3.671567,-4.894390,-1.003330,1.584638,4.758581,3.301057,-3.720067,49.100010,0.000414,3706694218.260000,45.166636,-52.931971,-68.383821,-12.649430,23.467216,66.207249,45.305609,-53.085404,3.254420,-3.674096,-4.894282,-0.998265,1.588751,4.756405,3.296958,-3.722546,49.099997,-0.000007
