Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706695510.080000,0.168430,0.033067,0.001651,0.174389,0.029102,0.001719,0.181685,0.032631,0.001787,0.174845,0.031606,0.001719,0.105000,0.014867,0.001039,0.107576,0.020773,0.001055,0.101975,0.014730,0.001009,0.104853,0.017043,0.001035,0.000019,0.000018,3706695510.080000,-34.147602,-60.650585,-35.441479,59.854675,70.258141,0.781719,-34.238205,-60.835781,-2.325008,-4.323336,-2.627252,4.249926,5.013556,0.150826,-2.356034,-4.380292,53.400021,-0.000019,3706695510.080000,-34.236384,-60.574086,-35.328244,59.898086,70.236506,0.655951,-34.331903,-60.757620,-2.329154,-4.320275,-2.622220,4.251813,5.012967,0.145746,-2.360162,-4.377107,53.400002,-0.000037
3706695510.100000,0.169473,0.031090,0.001666,0.172588,0.028701,0.001702,0.183043,0.033960,0.001798,0.175052,0.031254,0.001722,0.106141,0.015413,0.001050,0.106581,0.020335,0.001046,0.102211,0.014621,0.001012,0.104957,0.016898,0.001036,-0.000003,0.000318,3706695510.100000,-5.944438,-69.346519,-57.056591,39.789406,63.619358,29.826353,-5.951360,-69.554276,-0.324486,-4.898218,-4.152131,2.779235,4.500367,2.214796,-0.329141,-4.962844,53.399994,0.000279,3706695510.100000,-6.058057,-69.314972,-56.972451,39.874991,63.651277,29.701809,-6.069235,-69.522195,-0.329579,-4.897120,-4.148378,2.783011,4.501946,2.209919,-0.334225,-4.961662,53.399997,-0.000039
3706695510.120000,0.168701,0.028852,0.001662,0.171086,0.030743,0.001683,0.184505,0.035039,0.001811,0.174792,0.031552,0.001719,0.105412,0.015327,0.001043,0.106192,0.019938,0.001043,0.102421,0.014925,0.001013,0.104622,0.016583,0.001033,-0.000015,0.000340,3706695510.120000,23.324480,-65.574249,-68.416473,12.571555,45.540703,53.509201,23.405136,-65.768143,1.734347,-4.592436,-4.930497,0.808863,3.178087,3.880565,1.756905,-4.653123,53.399990,0.000300,3706695510.120000,23.208773,-65.593997,-68.374202,12.682767,45.621556,53.407918,23.284704,-65.787520,1.729292,-4.593538,-4.928668,0.813842,3.181543,3.876764,1.751808,-4.654163,53.400005,-0.000040
3706695510.140000,0.167242,0.027689,0.001649,0.171226,0.033078,0.001680,0.186994,0.035178,0.001836,0.175180,0.031990,0.001722,0.105222,0.013790,0.001043,0.106738,0.019352,0.001050,0.101963,0.014992,0.001008,0.104618,0.016103,0.001034,0.000036,-0.000259,3706695510.140000,48.398495,-50.014862,-67.477715,-16.909023,19.271744,67.570343,48.554253,-50.157585,3.481395,-3.460923,-4.822432,-1.306934,1.284420,4.848646,3.527098,-3.506824,53.400043,-0.000304,3706695510.140000,48.302574,-50.080742,-67.483700,-16.790102,19.388965,67.511092,48.452306,-50.225057,3.477303,-3.464074,-4.822868,-1.301620,1.289116,4.846621,3.522904,-3.509903,53.400007,-0.000045
3706695510.160000,0.164867,0.029017,0.001623,0.173562,0.033854,0.001702,0.188082,0.032206,0.001853,0.175534,0.031694,0.001726,0.105862,0.014683,0.001048,0.107161,0.020431,0.001052,0.103601,0.014061,0.001026,0.105518,0.016506,0.001042,0.000011,-0.000100,3706695510.160000,64.772873,-25.466164,-54.404705,-43.352169,-10.461082,69.479118,64.973511,-25.528645,4.602647,-1.707192,-3.847400,-3.187804,-0.840265,4.944964,4.663226,-1.730011,53.400009,-0.000140,3706695510.160000,64.712686,-25.563819,-54.459974,-43.244870,-10.329011,69.476006,64.908774,-25.632641,4.600179,-1.711765,-3.849965,-3.183105,-0.835072,4.945129,4.660651,-1.734584,53.399998,-0.000040
3706695510.180000,0.164606,0.031042,0.001616,0.175295,0.032978,0.001721,0.186223,0.029752,0.001838,0.175391,0.031248,0.001726,0.105299,0.015885,0.001041,0.107652,0.021364,0.001055,0.103594,0.013287,0.001027,0.105476,0.016896,0.001041,-0.000016,-0.000566,3706695510.180000,69.504547,3.662834,-31.548365,-61.998928,-38.309101,58.897633,69.710922,3.689483,4.896431,0.353487,-2.180622,-4.495588,-2.813786,4.152268,4.960968,0.357828,53.399971,-0.000603,3706695510.180000,69.488806,3.549389,-31.644605,-61.924108,-38.189419,58.950408,69.695406,3.568071,4.896019,0.348335,-2.184896,-4.492325,-2.809146,4.154604,4.960500,0.352604,53.399987,-0.000037
3706695510.200000,0.165847,0.031404,0.001628,0.175558,0.033440,0.001723,0.183784,0.030847,0.001811,0.175081,0.031889,0.001721,0.105803,0.015071,0.001047,0.108928,0.020067,0.001071,0.103057,0.014169,0.001021,0.105927,0.016612,0.001046,-0.000020,0.000265,3706695510.200000,61.739048,32.135979,-3.021182,-69.497978,-59.270298,37.731258,61.916008,32.244167,4.309805,2.350720,-0.121673,-4.995017,-4.281446,2.613104,4.366738,2.381386,53.399975,0.000221,3706695510.200000,61.771892,32.025355,-3.139883,-69.469439,-59.183595,37.826895,61.951661,32.127302,4.311615,2.345852,-0.126995,-4.993881,-4.278171,2.617102,4.368501,2.376422,53.399995,-0.000043
3706695510.220000,0.167765,0.033367,0.001644,0.175644,0.031643,0.001727,0.182128,0.033336,0.001790,0.175198,0.032785,0.001721,0.106092,0.015714,0.001049,0.108911,0.019908,0.001071,0.103940,0.015316,0.001028,0.106282,0.016889,0.001049,0.000025,0.000163,3706695510.220000,42.872356,54.832390,26.048332,-64.501038,-69.578789,9.781414,42.989357,55.002575,2.948344,3.925348,1.959044,-4.596412,-4.979448,0.604063,2.987427,3.976807,53.400017,0.000115,3706695510.220000,42.948105,54.743574,25.928668,-64.525520,-69.537985,9.902658,43.069819,54.910517,2.951997,3.921637,1.953733,-4.597592,-4.978062,0.609088,2.991093,3.973000,53.399991,-0.000048
3706695510.240000,0.169883,0.033757,0.001665,0.174319,0.029462,0.001718,0.182485,0.033686,0.001793,0.175574,0.032310,0.001725,0.104387,0.015979,0.001031,0.108347,0.020031,0.001065,0.104431,0.016597,0.001031,0.105689,0.017377,0.001042,0.000017,-0.000041,3706695510.240000,16.295429,67.668785,50.432438,-47.908848,-67.377998,-19.929947,16.332882,67.871674,1.056806,4.794257,3.687564,-3.371490,-4.782184,-1.513631,1.071021,4.857270,53.400013,-0.000076,3706695510.240000,16.402516,67.618739,50.335233,-47.981276,-67.390926,-19.802423,16.444655,67.821478,1.061581,4.792398,3.683235,-3.374738,-4.782948,-1.508449,1.075897,4.855307,53.399996,-0.000035
3706695510.260000,0.170066,0.031042,0.001672,0.172624,0.029100,0.001701,0.183118,0.034576,0.001798,0.175290,0.031591,0.001724,0.105858,0.015403,0.001047,0.109219,0.019332,0.001075,0.104914,0.016183,0.001037,0.106685,0.017161,0.001053,-0.000041,0.000476,3706695510.260000,-13.209842,68.335602,65.750481,-22.705744,-53.063053,-46.059494,-13.259501,68.537926,-1.024891,4.801212,4.753150,-1.540314,-3.725046,-3.359220,-1.038056,4.864446,53.399963,0.000440,3706695510.260000,-13.091514,68.336378,65.692640,-22.810933,-53.127410,-45.948129,-13.137176,68.539030,-1.019706,4.801543,4.750574,-1.545123,-3.727922,-3.354814,-1.032757,4.864702,53.400005,-0.000036
