Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706694699.080000,0.155690,0.030692,0.001526,0.167788,0.035527,0.001640,0.179997,0.031720,0.001772,0.167839,0.032620,0.001646,0.099661,0.016541,0.000983,0.105239,0.023882,0.001025,0.097298,0.014357,0.000962,0.100683,0.018323,0.000990,-0.000033,-0.000901,3706694699.080000,1.118385,-69.594208,-60.806358,33.797867,60.263546,36.130852,1.136738,-69.802711,0.169680,-4.905729,-4.410477,2.347335,4.254608,2.655985,0.171638,-4.970527,50.699959,-0.000926,3706694699.080000,1.011864,-69.574480,-60.729288,33.885478,60.308328,36.012614,1.021499,-69.781725,0.164832,-4.905082,-4.407016,2.351292,4.256551,2.651509,0.166687,-4.969784,50.699991,-0.000025
3706694699.100000,0.158609,0.035096,0.001547,0.168368,0.033437,0.001650,0.174254,0.030848,0.001715,0.167067,0.033103,0.001637,0.100158,0.017048,0.000987,0.104624,0.024349,0.001017,0.097421,0.015840,0.000961,0.100675,0.019058,0.000988,-0.000060,0.000058,3706694699.100000,7.229278,-69.229523,-63.539856,28.324099,56.857872,41.281902,7.264018,-69.433327,0.599994,-4.871919,-4.599665,1.950833,4.004886,3.019530,0.607634,-4.936285,50.699928,0.000019,3706694699.100000,7.119707,-69.216328,-63.471816,28.419390,56.911020,41.171644,7.147960,-69.422146,0.595085,-4.871678,-4.596559,1.955035,4.007152,3.015202,0.602640,-4.935943,50.699988,-0.000039
3706694699.120000,0.162570,0.034294,0.001589,0.165063,0.030167,0.001623,0.172284,0.035989,0.001685,0.166643,0.033499,0.001632,0.101374,0.017390,0.000999,0.105547,0.023968,0.001028,0.099227,0.016342,0.000979,0.101959,0.018977,0.001002,0.000009,0.000595,3706694699.120000,13.285739,-68.325768,-65.780022,22.633482,53.015137,46.118114,13.335490,-68.527069,1.025757,-4.800449,-4.753317,1.539191,3.724129,3.359760,1.039001,-4.863857,50.700001,0.000564,3706694699.120000,13.172646,-68.323360,-65.723384,22.733328,53.073648,46.012184,13.219198,-68.525788,1.020786,-4.800636,-4.750594,1.543706,3.726807,3.355565,1.033932,-4.863972,50.699991,-0.000032
3706694699.140000,0.163450,0.029899,0.001607,0.161886,0.030886,0.001589,0.175924,0.038931,0.001715,0.167091,0.033251,0.001637,0.100114,0.015528,0.000989,0.104775,0.024117,0.001019,0.098269,0.015440,0.000970,0.100978,0.018325,0.000993,0.000034,0.000788,3706694699.140000,19.237137,-66.891304,-67.514023,16.769394,48.758492,50.599976,19.304348,-67.090309,1.443486,-4.691770,-4.870178,1.115712,3.414596,3.673888,1.462240,-4.753796,50.700035,0.000764,3706694699.140000,19.123921,-66.902123,-67.466455,16.871433,48.826205,50.496607,19.188100,-67.099514,1.438622,-4.692466,-4.867864,1.120406,3.417631,3.670006,1.457252,-4.754374,50.700001,-0.000024
3706694699.160000,0.158990,0.028248,0.001564,0.163008,0.034812,0.001592,0.179625,0.037839,0.001756,0.167227,0.033645,0.001638,0.098537,0.014867,0.000974,0.103682,0.022390,0.001012,0.096478,0.014415,0.000954,0.099527,0.017288,0.000980,-0.000015,0.000092,3706694699.160000,25.036366,-64.942688,-68.728706,10.773595,44.122280,54.689003,25.123814,-65.135269,1.850055,-4.546873,-4.949309,0.683568,3.078674,3.959597,1.874167,-4.606967,50.699989,0.000076,3706694699.160000,24.927698,-64.963424,-68.687554,10.879224,44.201499,54.590800,25.008687,-65.154408,1.845351,-4.547997,-4.947507,0.688423,3.082006,3.956089,1.869328,-4.608005,50.700005,-0.000017
3706694699.180000,0.155436,0.030165,0.001525,0.166324,0.036555,0.001622,0.179718,0.033778,0.001765,0.167186,0.033507,0.001638,0.099044,0.014677,0.000979,0.104743,0.022499,0.001023,0.096458,0.015243,0.000952,0.100030,0.017434,0.000985,0.000016,-0.000574,3706694699.180000,30.643303,-62.494362,-69.410393,4.692284,39.145535,58.352016,30.748812,-62.676239,2.242388,-4.366815,-4.990252,0.246089,2.718932,4.214779,2.271677,-4.424531,50.700016,-0.000590,3706694699.180000,30.538777,-62.522148,-69.377329,4.803125,39.235203,58.263159,30.635863,-62.705501,2.237781,-4.368368,-4.988875,0.251137,2.722530,4.211546,2.266923,-4.425994,50.700000,-0.000017
3706694699.200000,0.157773,0.034207,0.001540,0.168648,0.033002,0.001654,0.175032,0.029877,0.001724,0.167145,0.032352,0.001640,0.099821,0.014746,0.000987,0.104701,0.021876,0.001024,0.097322,0.014927,0.000962,0.100590,0.017273,0.000991,0.000000,0.000060,3706694699.200000,36.016994,-59.562370,-69.552025,-1.425755,33.868748,61.561787,36.135815,-59.731800,2.617364,-4.152949,-4.992578,-0.193263,2.338113,4.437370,2.651616,-4.207859,50.699997,0.000036,3706694699.200000,35.912945,-59.597377,-69.531341,-1.310309,33.964705,61.484923,36.026176,-59.771630,2.612878,-4.154918,-4.991681,-0.188110,2.342029,4.434458,2.646988,-4.209757,50.699996,-0.000024
3706694699.220000,0.161983,0.035234,0.001581,0.166742,0.028790,0.001642,0.171661,0.032340,0.001686,0.166779,0.032117,0.001636,0.100993,0.016346,0.000997,0.105777,0.022076,0.001034,0.097465,0.015015,0.000963,0.101386,0.017853,0.000998,-0.000018,-0.000415,3706694699.220000,41.112885,-56.166977,-69.155281,-7.529391,28.332497,64.299728,41.243370,-56.326344,2.972215,-3.906996,-4.956335,-0.631175,1.939251,4.625621,3.011093,-3.958658,50.699974,-0.000444,3706694699.220000,41.009597,-56.212091,-69.147645,-7.413684,28.431645,64.231107,41.137935,-56.375649,2.967835,-3.909317,-4.955891,-0.625910,1.943412,4.623057,3.006604,-3.960954,50.699992,-0.000029
3706694699.240000,0.163043,0.031328,0.001600,0.162606,0.028418,0.001601,0.174376,0.037733,0.001702,0.166675,0.032510,0.001634,0.100011,0.016785,0.000986,0.104984,0.023287,0.001024,0.096611,0.017107,0.000951,0.100488,0.019003,0.000987,-0.000002,0.000128,3706694699.240000,45.887493,-52.335339,-68.226776,-13.573023,22.574184,66.543861,46.032349,-52.485565,3.303984,-3.630865,-4.881800,-1.064101,1.525433,4.778164,3.347237,-3.678905,50.699997,0.000103,3706694699.240000,45.789364,-52.392269,-68.229027,-13.459962,22.678860,66.480256,45.931569,-52.543652,3.299849,-3.633511,-4.881750,-1.058857,1.529714,4.775895,3.342970,-3.681507,50.699999,-0.000025
3706694699.260000,0.159422,0.028045,0.001569,0.161496,0.031755,0.001583,0.178458,0.038075,0.001743,0.166475,0.032645,0.001632,0.098302,0.016086,0.000970,0.104261,0.021383,0.001020,0.096493,0.016941,0.000950,0.099678,0.018177,0.000980,-0.000018,0.000605,3706694699.260000,50.305088,-48.101627,-66.772789,-19.513847,16.638435,68.270622,50.465282,-48.238754,3.610140,-3.326643,-4.769341,-1.488844,1.099718,4.893704,3.657468,-3.370610,50.699986,0.000577,3706694699.260000,50.215465,-48.166995,-66.782393,-19.401948,16.751038,68.215542,50.370038,-48.305288,3.606332,-3.329606,-4.769838,-1.483660,1.104179,4.891828,3.653499,-3.373579,50.700003,-0.000028
