Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,RE_ VC_real,REF_VC_imag,REF_Vp_real,PMU_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3706694458.080000,0.153606,0.035053,0.001495,0.166636,0.035974,0.001627,0.173379,0.031811,0.001704,0.164535,0.034269,0.001609,0.098360,0.016539,0.000970,0.109901,0.022133,0.001076,0.098664,0.017812,0.000970,0.102316,0.018836,0.001006,-0.000000,0.000510,3706694458.080000,53.242779,-44.835896,-65.409615,-23.694067,12.297016,69.181282,53.410496,-44.958473,3.811676,-3.092781,-4.666144,-1.785992,0.789869,4.952998,3.861983,-3.133776,49.899994,0.000497,3706694458.080000,53.157045,-44.899719,-65.424537,-23.579147,12.410941,69.138233,53.319816,-45.028921,3.808046,-3.095963,-4.667031,-1.780575,0.794533,4.951347,3.858103,-3.137067,49.899994,-0.000013
3706694458.100000,0.157902,0.037049,0.001535,0.164679,0.031038,0.001617,0.169176,0.034875,0.001655,0.163905,0.034322,0.001602,0.097714,0.016594,0.000963,0.110863,0.020671,0.001089,0.099188,0.018447,0.000974,0.102607,0.018581,0.001009,-0.000028,0.000357,3706694458.100000,52.677692,-45.500481,-65.699539,-22.868673,13.168543,69.022636,52.841133,-45.626408,3.772564,-3.140475,-4.688162,-1.727229,0.852041,4.942729,3.822326,-3.182060,49.899967,0.000336,3706694458.100000,52.588319,-45.564388,-65.716036,-22.755343,13.278136,68.976690,52.749847,-45.695340,3.768913,-3.143584,-4.689071,-1.721767,0.856699,4.940984,3.818404,-3.185324,49.899995,-0.000021
3706694458.120000,0.160081,0.034082,0.001564,0.160476,0.031271,0.001574,0.171375,0.039892,0.001666,0.163980,0.035095,0.001602,0.099119,0.015313,0.000979,0.110934,0.020046,0.001091,0.099056,0.018022,0.000974,0.103043,0.017808,0.001015,0.000037,0.000068,3706694458.120000,52.101650,-46.156368,-65.982712,-22.038965,14.034783,68.854706,52.263947,-46.287140,3.732865,-3.187624,-4.709475,-1.668166,0.914101,4.931598,3.782038,-3.229833,49.900036,0.000041,3706694458.120000,52.011679,-46.222037,-65.996676,-21.928240,14.143857,68.803777,52.171440,-46.354514,3.729170,-3.190789,-4.710347,-1.662694,0.918738,4.929817,3.778086,-3.233094,49.899999,-0.000027
3706694458.140000,0.156466,0.029595,0.001536,0.160234,0.034919,0.001564,0.176445,0.038517,0.001722,0.164402,0.034355,0.001607,0.099432,0.015276,0.000982,0.111440,0.020902,0.001095,0.097973,0.017888,0.000963,0.102950,0.018038,0.001013,0.000022,-0.000158,3706694458.140000,51.514481,-46.806770,-66.256546,-21.208149,14.895405,68.672684,51.678043,-46.939564,3.692568,-3.234312,-4.730100,-1.608871,0.976016,4.919712,3.741176,-3.277125,49.900024,-0.000182,3706694458.140000,51.427296,-46.871979,-66.266486,-21.097160,15.007827,68.620508,51.584802,-47.006424,3.688825,-3.237444,-4.730869,-1.603357,0.980579,4.917890,3.737179,-3.280323,49.900002,-0.000024
3706694458.160000,0.152633,0.031630,0.001493,0.163929,0.038507,0.001593,0.176721,0.033212,0.001735,0.164433,0.034444,0.001608,0.098137,0.016101,0.000968,0.111976,0.021234,0.001099,0.098120,0.018708,0.000963,0.102759,0.018695,0.001010,-0.000022,-0.000575,3706694458.160000,50.921471,-47.453140,-66.519241,-20.376049,15.755835,68.477211,51.084118,-47.585342,3.651667,-3.280532,-4.749960,-1.549328,1.037770,4.907156,3.699747,-3.323923,49.899975,-0.000589,3706694458.160000,50.834490,-47.514082,-66.526001,-20.262248,15.869378,68.427039,50.989992,-47.650990,3.647903,-3.283537,-4.750652,-1.543778,1.042301,4.905237,3.695696,-3.327037,49.899997,-0.000014
3706694458.180000,0.154175,0.036192,0.001498,0.166004,0.037032,0.001618,0.172004,0.030833,0.001692,0.164036,0.034672,0.001603,0.098518,0.016147,0.000972,0.111486,0.021396,0.001094,0.097902,0.017938,0.000962,0.102645,0.018504,0.001010,-0.000020,0.000452,3706694458.180000,50.323177,-48.090946,-66.769165,-19.539759,16.617062,68.271721,50.482067,-48.223839,3.610216,-3.326192,-4.769053,-1.489509,1.099328,4.893733,3.657709,-3.370157,49.899967,0.000436,3706694458.180000,50.232881,-48.148870,-66.775962,-19.424514,16.727391,68.222473,50.387228,-48.287958,3.606400,-3.329162,-4.769659,-1.483974,1.103839,4.891795,3.653629,-3.373224,49.899987,-0.000017
3706694458.200000,0.158581,0.037009,0.001542,0.163876,0.032104,0.001607,0.169010,0.033838,0.001656,0.163815,0.034322,0.001602,0.099121,0.015184,0.000979,0.110695,0.022232,0.001084,0.097928,0.017509,0.000963,0.102574,0.018328,0.001009,0.000028,0.000531,3706694458.200000,49.717014,-48.718063,-67.006836,-18.697758,17.476162,68.058708,49.871887,-48.854324,3.568146,-3.371292,-4.787441,-1.429458,1.160728,4.879507,3.615075,-3.415861,49.900017,0.000510,3706694458.200000,49.623480,-48.776604,-67.015278,-18.584104,17.582866,68.006669,49.776498,-48.917343,3.564301,-3.374273,-4.787923,-1.423949,1.165224,4.877533,3.610965,-3.418881,49.899989,-0.000021
3706694458.220000,0.160612,0.032491,0.001573,0.160177,0.030837,0.001572,0.172134,0.039613,0.001675,0.164313,0.034336,0.001607,0.098167,0.014628,0.000971,0.109086,0.021615,0.001069,0.097141,0.017273,0.000956,0.101458,0.017861,0.000999,0.000047,0.000447,3706694458.220000,49.100307,-49.335728,-67.236305,-17.852242,18.329897,67.837471,49.254330,-49.476952,3.525490,-3.415898,-4.805037,-1.369129,1.221981,4.864526,3.571841,-3.461049,49.900043,0.000421,3706694458.220000,49.006736,-49.396835,-67.243542,-17.741082,18.436183,67.779827,49.157898,-49.539009,3.521658,-3.418818,-4.805460,-1.363697,1.226419,4.862516,3.567745,-3.463996,49.899997,-0.000026
3706694458.240000,0.156564,0.028912,0.001538,0.160061,0.036514,0.001558,0.177306,0.039599,0.001728,0.164655,0.035029,0.001609,0.098457,0.016208,0.000971,0.109653,0.021048,0.001076,0.097425,0.018365,0.000957,0.101850,0.018552,0.001001,-0.000004,-0.000338,3706694458.240000,48.473610,-49.948780,-67.458893,-17.006056,19.177794,67.602745,48.629181,-50.092236,3.482363,-3.460007,-4.821841,-1.308647,1.283018,4.848862,3.528111,-3.505693,49.900002,-0.000358,3706694458.240000,48.382719,-50.008839,-67.460676,-16.894757,19.286940,67.542760,48.531540,-50.152827,3.478438,-3.462826,-4.822232,-1.303183,1.287420,4.846742,3.523945,-3.508573,49.900006,-0.000020
3706694458.260000,0.152800,0.032084,0.001494,0.164191,0.039411,0.001594,0.177550,0.035043,0.001740,0.164859,0.035513,0.001610,0.099293,0.016795,0.000979,0.109491,0.021986,0.001072,0.098464,0.018732,0.000967,0.102417,0.019187,0.001006,0.000003,-0.000800,3706694458.260000,47.841629,-50.557404,-67.668335,-16.159456,20.024532,67.354034,47.996113,-50.699650,3.438671,-3.503532,-4.837962,-1.247990,1.343838,4.832408,3.483837,-3.549779,49.900002,-0.000813,3706694458.260000,47.750738,-50.612570,-67.667332,-16.045276,20.134661,67.295502,47.897435,-50.758813,3.434664,-3.506306,-4.838234,-1.242528,1.348255,4.830202,3.479597,-3.552600,49.899999,-0.000013
