Timestamp,TVE_VA,ME_VA,PE_VA,TVE_VB,ME_VB,PE_VB,TVE_VC,ME_VC,PE_VC,TVE_Vp,ME_Vp,PE_Vp,TVE_IA,ME_IA,PE_IA,TVE_IB,ME_IB,PE_IB,TVE_IC,ME_IC,PE_IC,TVE_Ip,ME_Ip,PE_Ip,FE,RFE,Timestamp,PMU_VA_real,PMU_VA_imag,PMU_VB_real,PMU_VB_imag,PMU_VC_real,PMU_VC_imag,PMU_Vp_real,PMU_Vp_imag,PMU_IA_real,PMU_IA_imag,PMU_IB_real,PM_ IB_imag,PMU_IC_real,PMU_IC_imag,PMU_Ip_real,PMU_Ip_imag,PMU_FREQ,PMU_ROCOF,Timestamp,REF_VA_real,REF_VA_imag,REF_VB_real,REF_VB_imag,REF_VC_real,REF_VC_imag,REF_Vp_real,REF_Vp_imag,REF_IA_real,REF_IA_imag,REF_IB_real,REF_IB_imag,REF_IC_real,REF_IC_imag,REF_Ip_real,PMU_Ip_imag,REF_FREQ,REF_ROCOF
3723480304.260000,16.280230,-10.577910,0.130964,16.297364,-10.582663,0.131163,16.274495,-10.580156,0.130865,16.356473,-10.701312,0.130996,16.306382,-10.604762,0.131105,16.318856,-10.595165,0.131359,16.292178,-10.587729,0.131049,16.379325,-10.718457,0.131171,0.284278,6.430045,3723480304.260000,8.714049,61.589413,48.935097,-38.276482,-58.230869,-23.481546,8.713183,61.675327,0.529329,4.355681,3.570551,-2.682745,-4.125310,-1.756615,0.535517,4.407337,51.528481,131.117340,3723480304.260000,18.655772,67.012550,48.657993,-49.596423,-67.990628,-17.537604,18.695281,67.200077,1.224006,4.753163,3.566251,-3.497919,-4.830972,-1.344873,1.240320,4.815589,51.244202,124.687295
3723480304.280000,20.488622,-13.049374,0.169597,20.472424,-13.040849,0.169438,20.445914,-13.000715,0.169385,20.827137,-13.651570,0.169471,20.491356,-13.075419,0.169428,20.472986,-13.049998,0.169373,20.445618,-13.013509,0.169280,20.823943,-13.659328,0.169360,0.136137,-0.119186,3723480304.280000,-12.528764,59.171757,57.447109,-18.715317,-45.422668,-40.846783,-12.479227,58.922901,-0.967911,4.155264,4.155974,-1.262374,-3.184988,-2.980557,-0.973552,4.181695,53.808826,116.762489,3723480304.280000,-2.716160,69.507815,61.486932,-32.353724,-59.377974,-37.477334,-2.735938,69.698475,-0.291512,4.899620,4.466604,-2.236757,-4.186403,-2.760624,-0.295098,4.964012,53.672689,116.881675
3723480304.300000,22.408271,-13.838560,0.190159,22.457711,-13.930034,0.190161,22.413285,-13.846475,0.190169,23.416548,-15.624997,0.190162,22.392645,-13.863325,0.189760,22.436457,-13.924211,0.189911,22.400120,-13.862853,0.189867,23.402215,-15.637019,0.189847,0.242892,-2.738386,3723480304.300000,-44.308392,40.360001,56.976513,18.161345,-12.895051,-59.103260,-43.516373,39.623798,-3.184069,2.781476,4.068867,1.390195,-0.834301,-4.238158,-3.159547,2.759877,56.113297,98.993576,3723480304.300000,-41.643994,55.717987,68.992995,8.207775,-27.665238,-64.536274,-41.768689,55.863574,-3.021086,3.868429,4.946969,0.693707,-1.879754,-4.649028,-3.060546,3.919402,55.870405,101.731962
3723480304.320000,25.215069,-15.929979,-6.069607,25.251656,-16.005846,0.213513,25.217251,-15.958126,0.213393,26.758683,-18.613942,-6.069691,25.175944,-15.935247,-6.070202,25.216719,-15.996084,0.213093,25.171107,-15.938694,0.212889,26.724521,-18.611328,-6.070197,0.346471,-3.826254,3723480304.320000,-57.893398,-8.261323,21.740980,54.157745,36.437889,-46.417324,-56.198399,-8.025208,-4.071482,-0.669627,1.480564,3.926450,2.671678,-3.260616,-3.993672,-0.656611,58.045734,76.363853,3723480304.320000,-69.381501,4.992702,38.958701,57.529198,30.676701,-63.160418,-69.573158,4.993578,-4.902208,0.245194,2.711131,4.195667,2.286958,-4.462803,-4.966569,0.248702,57.699263,80.190107
3723480304.340000,26.337458,-17.866118,0.213930,26.338720,-17.868158,0.213931,26.304617,-17.806934,0.213962,28.149607,-20.763142,0.213941,26.291446,-17.872939,0.213173,26.286750,-17.842683,0.213374,26.251183,-17.793726,0.213274,28.098861,-20.746515,0.213275,0.214008,-7.844224,3723480304.340000,-20.718746,-53.243992,-35.716137,44.505455,57.039299,8.791013,-20.032715,-51.511127,-1.380350,-3.787376,-2.637003,3.144804,4.060032,0.714251,-1.349377,-3.702924,59.258354,45.765366,3723480304.340000,-38.413204,-57.992646,-30.990794,62.184828,70.085319,-4.283585,-38.507934,-58.159250,-2.618348,-4.151636,-2.326345,4.420658,5.010839,-0.196193,-2.652968,-4.206019,59.044346,53.609590
3723480304.360000,24.071746,-17.315417,0.184158,24.072809,-17.311054,0.184220,24.026767,-17.255593,0.184059,25.272851,-19.110224,0.184144,24.019413,-17.321192,0.183265,24.001757,-17.268267,0.183532,23.970639,-17.247513,0.183251,25.214431,-19.092995,0.183350,-0.039991,-9.610034,3723480304.360000,40.887501,-40.451473,-55.409946,-15.180221,14.719997,56.204281,40.116920,-39.675095,2.946345,-2.790707,-3.961329,-1.178097,0.965250,4.035996,2.921136,-2.766691,59.781143,14.050536,3723480304.360000,39.655173,-57.150595,-69.239105,-5.772724,29.921028,63.521927,39.775047,-57.300130,2.888800,-3.968269,-4.967630,-0.526226,2.035658,4.582972,2.926494,-4.020556,59.821134,23.660570
3723480304.380000,18.831221,-14.871943,0.125283,18.834419,-14.886146,0.125151,18.821529,-14.875502,0.125064,19.327880,-15.537726,0.125164,18.762732,-14.856176,0.124277,18.774202,-14.864229,0.124374,18.752667,-14.849307,0.124190,19.264169,-15.517310,0.124281,-0.335886,-6.343836,3723480304.380000,54.263817,23.705650,-6.590524,-58.768112,-48.114513,35.462387,53.985714,23.588737,3.792534,1.755826,-0.382425,-4.235666,-3.490745,2.459391,3.812584,1.764814,59.644955,-14.118929,3723480304.380000,66.723785,19.663679,-16.301321,-67.539907,-50.884549,48.384574,66.903422,19.730433,4.675539,1.494143,-1.062914,-4.881035,-3.710144,3.373844,4.737001,1.513435,59.980841,-7.775093
3723480304.400000,11.857603,-11.089829,0.044519,11.858217,-11.093940,0.044423,11.858402,-11.090084,0.044536,11.756179,-10.981335,0.044491,11.827905,-11.092243,0.043552,11.820221,-11.078357,0.043712,11.819835,-11.079304,0.043673,11.713208,-10.965425,0.043647,-0.490627,0.261150,3723480304.400000,0.515567,61.844604,53.238796,-31.326012,-54.311253,-30.784464,0.507648,62.090324,-0.057753,4.363694,3.876029,-2.169749,-3.831814,-2.280662,-0.058718,4.427221,59.022789,-38.461136,3723480304.400000,3.674941,69.463801,58.258277,-37.859459,-62.566649,-31.870403,3.671934,69.655396,0.148796,4.906288,4.248137,-2.628213,-4.417118,-2.374243,0.151077,4.970616,59.513416,-38.722286
3723480304.420000,8.466881,-7.759973,-0.035266,8.440769,-7.735366,-0.035169,8.476182,-7.765773,-0.035371,7.925747,-7.160281,-0.035270,8.499094,-7.760834,-0.036077,8.451453,-7.719529,-0.035815,8.495618,-7.755003,-0.036123,7.945543,-7.148164,-0.036005,-0.446115,7.539554,3723480304.420000,-55.541946,32.124546,55.532593,32.024174,-0.032365,-64.763336,-56.062515,32.412167,-3.966685,2.182827,3.943608,2.387073,0.094518,-4.624880,-4.045431,2.226022,58.002098,-59.696835,3723480304.420000,-61.405114,32.682353,58.930734,36.803914,2.448045,-70.173485,-61.579883,32.760861,-4.382993,2.209834,4.178135,2.738124,0.283467,-5.006721,-4.440342,2.239005,58.448213,-67.236388
3723480304.440000,9.946728,-3.884217,-0.093436,9.963138,-3.890469,-0.093594,9.959594,-3.894458,-0.093539,9.872005,-3.637905,-0.093523,10.001103,-3.870130,-0.094092,10.001711,-3.873152,-0.094087,10.007426,-3.877769,-0.094133,9.920572,-3.624092,-0.094104,-0.268062,11.728512,3723480304.440000,-61.992466,-25.041285,9.297275,66.125687,53.184544,-41.535248,-62.319691,-25.180460,-4.337270,-1.858258,0.569616,4.768044,3.859111,-2.888316,-4.405488,-1.887191,56.584114,-79.797211,3723480304.440000,-61.785599,-31.957229,3.201210,69.405365,59.134515,-37.860559,-61.949492,-32.056432,-4.310309,-2.348426,0.123946,4.993890,4.279458,-2.614166,-4.366927,-2.379023,56.852176,-91.525723
3723480304.460000,12.433508,-2.583672,-0.123301,12.427775,-2.599633,-0.123217,12.423460,-2.572825,-0.123214,12.436465,-2.640523,-0.123244,12.475947,-2.589680,-0.123733,12.453468,-2.594645,-0.123492,12.463169,-2.569475,-0.123631,12.472140,-2.638693,-0.123618,-0.082071,12.231125,3723480304.460000,-31.239737,-60.133209,-36.422405,57.035320,68.340660,3.071591,-31.293205,-60.270546,-2.117429,-4.287048,-2.701391,4.047077,4.875637,0.316757,-2.143842,-4.341207,54.743526,-97.833092,3723480304.460000,-24.232929,-65.203472,-44.308088,53.517631,69.226118,11.749815,-24.287978,-65.386901,-1.613942,-4.635648,-3.264020,3.781624,4.925933,0.939729,-1.635351,-4.696344,54.825597,-110.064217
3723480304.480000,13.976099,-5.670159,-0.131620,13.988949,-5.659266,-0.131808,13.982726,-5.673146,-0.131684,13.964670,-5.615084,-0.131704,13.995442,-5.688691,-0.131767,13.998255,-5.671507,-0.131865,14.000915,-5.684377,-0.131845,13.980204,-5.628919,-0.131826,0.029469,10.055108,3723480304.480000,-1.640075,-65.596214,-55.927700,34.183426,58.159550,31.689764,-1.639444,-65.815002,-0.024072,-4.629313,-4.068062,2.378056,4.108632,2.342967,-0.024927,-4.692964,52.525280,-111.631844,3723480304.480000,7.402754,-69.165903,-63.530544,28.128406,56.712422,41.400668,7.435310,-69.354635,0.619611,-4.869348,-4.606688,1.932107,3.991870,3.035306,0.627473,-4.933208,52.495811,-121.686952
3723480304.500000,16.831693,-11.590240,-0.129900,16.853657,-11.612481,-0.130014,16.861120,-11.607104,-0.130174,16.916774,-11.709300,-0.130030,16.844136,-11.626253,-0.129744,16.861792,-11.643277,-0.129843,16.865279,-11.630084,-0.130019,16.926249,-11.740929,-0.129869,0.078218,6.589583,3723480304.500000,8.274329,-60.939461,-56.832176,23.267685,49.083672,37.986816,8.288604,-61.024235,0.665983,-4.286532,-4.115688,1.594680,3.453107,2.777582,0.673080,-4.337185,50.087418,-119.074104,3723480304.500000,18.208836,-67.135379,-67.169123,17.766248,49.480733,49.819394,18.270623,-67.316646,1.374818,-4.712191,-4.852511,1.186510,3.467061,3.623228,1.392601,-4.774007,50.009200,-125.663688
3723480304.520000,20.129266,-16.672808,-0.123633,20.116244,-16.679693,-0.123271,20.096550,-16.635141,-0.123575,20.500217,-17.148332,-0.123493,20.130866,-16.701117,-0.123225,20.106728,-16.694943,-0.122846,20.075742,-16.640024,-0.123092,20.491946,-17.165382,-0.123053,0.071216,3.238634,3723480304.520000,-0.852712,-57.956879,-49.718548,29.653427,51.106998,28.539392,-0.832358,-57.784718,0.015527,-4.088852,-3.612435,2.065969,3.612160,2.104186,0.016163,-4.119326,47.593227,-118.505898,3723480304.520000,7.561697,-69.148685,-63.594854,27.982452,56.617951,41.529803,7.594166,-69.337385,0.621838,-4.869141,-4.607608,1.929944,3.990494,3.037156,0.629756,-4.932955,47.522011,-121.744531
3723480304.540000,21.285633,-18.593399,-0.114905,21.293219,-18.578266,-0.115367,21.246277,-18.539335,-0.115045,21.354931,-18.665242,-0.115104,21.284245,-18.623690,-0.114289,21.276619,-18.594854,-0.114671,21.234154,-18.562176,-0.114330,21.343312,-18.686373,-0.114429,-0.019754,2.040128,3723480304.540000,-25.458303,-50.581745,-31.030666,47.300797,57.104061,3.287384,-25.507402,-50.675079,-1.731843,-3.599592,-2.290453,3.360184,4.072461,0.306302,-1.753851,-3.643595,45.170769,-108.135521,3723480304.540000,-23.942929,-65.310479,-44.544943,53.320378,69.173530,12.055771,-23.997807,-65.493880,-1.609863,-4.637232,-3.267462,3.778683,4.925144,0.944149,-1.631161,-4.697884,45.190523,-110.175649
3723480304.560000,25.417558,-23.594035,-0.108206,25.407638,-23.591488,-0.107972,25.418619,-23.589388,-0.108369,25.252710,-23.412709,-0.108181,25.430905,-23.640247,-0.107324,25.421805,-23.637203,-0.107127,25.436230,-23.638481,-0.107539,25.267914,-23.460252,-0.107328,-0.137002,4.956816,3723480304.560000,-49.446510,-19.489157,7.815905,52.509274,42.001396,-33.384003,-49.696377,-19.598291,-3.462822,-1.434855,0.496983,3.782174,3.037743,-2.331612,-3.516486,-1.456902,43.024235,-86.727211,3723480304.560000,-61.582334,-32.347174,2.763935,69.423882,59.370956,-37.488824,-61.746299,-32.445940,-4.307504,-2.354027,0.117515,4.994095,4.282852,-2.608770,-4.363987,-2.384659,43.161237,-91.684027
3723480304.580000,30.212559,-29.226845,-0.091018,30.222891,-29.235470,-0.091117,30.201960,-29.217473,-0.090940,29.582246,-28.565090,-0.091023,30.234023,-29.272862,-0.089957,30.246515,-29.281568,-0.090156,30.212625,-29.253450,-0.089821,29.599801,-28.607516,-0.089976,-0.043407,9.346146,3723480304.580000,-41.385052,26.663008,43.725353,22.481705,-2.401001,-49.642822,-41.890907,26.979822,-2.950063,1.830587,3.114443,1.667457,-0.112384,-3.546053,-3.016673,1.872148,41.518246,-58.085442,3723480304.580000,-61.657864,32.202957,58.642842,37.260282,2.991175,-70.152531,-61.832366,32.281613,-4.386699,2.203063,4.173829,2.744814,0.291392,-5.006377,-4.444013,2.232045,41.561652,-67.431587
3723480304.600000,30.904997,-30.759289,-0.036025,30.852050,-30.704974,-0.036148,30.896262,-30.747005,-0.036451,28.969992,-28.808481,-0.036207,30.945973,-30.809999,-0.034839,30.886738,-30.749412,-0.034963,30.930357,-30.791264,-0.035222,28.994629,-28.843873,-0.035008,0.325357,9.534718,3723480304.600000,3.854141,48.010048,39.635979,-27.330648,-43.924644,-20.861425,3.974592,49.498199,0.215218,3.389620,2.879955,-1.916601,-3.110333,-1.540094,0.224950,3.531497,40.817638,-29.407465,3723480304.600000,3.065340,69.493383,58.586913,-37.348060,-62.286412,-32.414959,3.062427,69.684754,0.140223,4.906865,4.252947,-2.620569,-4.412983,-2.382168,0.142234,4.971050,40.492281,-38.942183
3723480304.620000,30.666240,-30.241367,0.060916,30.705435,-30.277824,0.061166,30.795572,-30.370713,0.061101,29.797606,-29.352393,0.061063,30.733107,-30.291257,0.062204,30.763362,-30.319544,0.062385,30.857816,-30.417143,0.062304,29.850361,-29.387860,0.062300,0.635970,1.859076,3723480304.620000,45.470047,16.944906,-8.027331,-47.772373,-37.707993,31.119892,46.170689,17.222120,3.186188,1.248088,-0.520646,-3.441736,-2.726924,2.177303,3.269628,1.281000,40.656284,-6.146809,3723480304.620000,66.539852,20.277520,-15.680171,-67.686269,-51.325163,47.917180,66.719347,20.343844,4.673175,1.502838,-1.053674,-4.883122,-3.716526,3.367019,4.734369,1.522329,40.020315,-8.005885
3723480304.640000,29.835830,-26.159722,0.167159,29.845435,-26.180079,0.166982,29.803421,-26.120429,0.167164,30.533832,-26.998952,0.167104,29.925613,-26.207447,0.168376,29.916530,-26.208705,0.168131,29.887238,-26.160596,0.168387,30.612897,-27.036445,0.168300,0.585521,-11.957262,3723480304.640000,36.226341,-36.413120,-49.575783,-13.146092,13.538794,50.077644,35.916733,-36.094387,2.597129,-2.525206,-3.547207,-1.002881,0.908184,3.589878,2.601266,-2.529782,40.760937,11.476155,3723480304.640000,40.171735,-56.788754,-69.183492,-6.398558,29.348186,63.788839,40.291152,-56.938277,2.896257,-3.963443,-4.966725,-0.535497,2.027337,4.586847,2.934011,-4.015384,40.175416,23.433417
