Timestamp,Inst. Freq,Inst ROCOF,Ref Freq,Ref ROCOF
3724854530.420000,47.543591,27.714140,50.280214,31.366537
3724854530.440000,48.133644,29.754274,50.905617,30.896305
3724854530.460000,48.762753,30.902817,51.514357,29.937214
3724854530.480000,49.397079,31.196600,52.100348,28.505993
3724854530.500000,50.017551,30.982872,52.652809,26.624918
3724854530.520000,50.631939,30.559599,53.161291,24.334395
3724854530.540000,51.244556,29.903973,53.622778,21.645618
3724854530.560000,51.839779,28.813377,54.026317,18.619770
3724854530.580000,52.404724,27.193293,54.366253,15.300303
3724854530.600000,52.931522,25.132568,54.636503,11.751005
3724854530.620000,53.412453,22.691887,54.834234,7.998164
3724854530.640000,53.840126,19.904140,54.955780,4.130249
3724854530.660000,54.207863,16.811401,54.999017,0.178261
3724854530.680000,54.510014,13.455859,54.964464,-3.745691
3724854530.700000,54.741985,9.887868,54.850117,-7.623786
3724854530.720000,54.899776,6.158391,54.659111,-11.385497
3724854530.740000,54.980957,2.304749,54.393856,-14.979605
3724854530.760000,54.984627,-1.685452,54.062436,-18.318117
3724854530.780000,54.906631,-5.613448,53.664550,-21.377128
3724854530.800000,54.742458,-9.288646,53.209979,-24.094590
3724854530.820000,54.515114,-12.827694,52.703428,-26.435818
3724854530.840000,54.224972,-16.100365,52.156756,-28.353760
3724854530.860000,53.859795,-19.323017,51.572270,-29.829131
3724854530.880000,53.437305,-22.361853,50.964181,-30.834530
3724854530.900000,52.954708,-25.001024,50.341758,-31.354011
3724854530.920000,52.419453,-27.143269,49.713203,-31.378851
3724854530.940000,51.845257,-28.606846,49.093885,-30.914719
3724854530.960000,51.258286,-29.628387,48.484929,-29.955425
3724854530.980000,50.659496,-30.262636,47.895510,-28.511118
3724854531.000000,50.040924,-30.609690,47.344146,-26.632562
3724854531.020000,49.420273,-30.535086,46.831675,-24.320938
3724854531.040000,48.809692,-29.908693,46.367709,-21.611681
3724854531.060000,48.217060,-28.827278,45.966194,-18.587794
3724854531.080000,47.650841,-27.334446,45.628783,-15.277973
3724854531.100000,47.119411,-25.444349,45.359021,-11.720855
3724854531.120000,46.630386,-23.178875,45.160830,-7.949638
3724854531.140000,46.190819,-20.555084,45.042439,-4.090818
3724854531.160000,45.807854,-17.598629,45.001386,-0.178134
3724854531.180000,45.488190,-14.338055,45.037455,3.769014
3724854531.200000,45.237373,-10.807332,45.152438,7.644886
3724854531.220000,45.058784,-6.817427,45.343973,11.404043
3724854531.240000,44.960663,-2.869465,45.621210,15.118149
